cell_type,qSV,term,estimate,std.error,statistic,p.value,p.bonf,p.bonf.sig,p.bonf.cat,p.fdr,log.p.bonf
OPC,PC5,qSV_value,-0.0032551625891633898,7.569781605589418e-4,-4.3002067414465754,2.4127879315664496e-5,0.0014476727589398698,TRUE,<= 0.005,6.294229386695086e-5,2.83932959770254
OPC,PC6,qSV_value,-0.0012245195692954934,8.138939688796657e-4,-1.5045197729884379,0.1336567170132762,1,FALSE,> 0.05,0.2056257184819634,-0
Tcell,PC1,qSV_value,2.7071595695534004e-4,4.198395107090561e-5,6.448081946792832,5.454246121963188e-10,3.272547673177913e-8,TRUE,<= 0.005,3.6361640813087924e-9,7.48511401810118
Tcell,PC2,qSV_value,1.508484880653419e-4,2.1230133510410947e-4,0.7105395168210694,0.47800405314219396,1,FALSE,> 0.05,0.5411366639345592,-0
Tcell,PC3,qSV_value,1.0023680803974841e-4,2.617631462473711e-4,0.38292941339046543,0.702083780365647,1,FALSE,> 0.05,0.7390355582796284,-0
Tcell,PC4,qSV_value,0.001474042684108342,2.6510404272559536e-4,5.56024219379445,6.654851427682591e-8,3.9929108566095545e-6,TRUE,<= 0.005,2.6619405710730365e-7,5.398710385501811
Tcell,PC5,qSV_value,0.001543167544306071,3.3973788957248827e-4,4.542229735540912,8.512329728900427e-6,5.107397837340257e-4,TRUE,<= 0.005,2.432094208257265e-5,3.2918003117485015
Tcell,PC6,qSV_value,-7.527345577567124e-4,3.653052091203349e-4,-2.0605634383624536,0.040335744465858143,1,FALSE,> 0.05,0.06914699051289967,-0
Excit,PC1,qSV_value,0.0014312796568709991,1.1872110080993302e-4,12.055815243512706,6.6781968909746e-27,4.0069181345847596e-25,TRUE,<= 0.005,2.0034590672923798e-25,24.397189530554897
Excit,PC2,qSV_value,-0.0030508238944198345,6.702838958299184e-4,-4.551539897348164,8.1706995454604e-6,4.90241972727624e-4,TRUE,<= 0.005,2.432094208257265e-5,3.3095895087843785
Excit,PC3,qSV_value,-2.201843399070071e-4,8.579223802746954e-4,-0.25664832270316457,0.7976524576206168,1,FALSE,> 0.05,0.8251577147799485,-0
Excit,PC4,qSV_value,-3.944610362178761e-4,9.184260039306719e-4,-0.4294968070695571,0.6679160590496884,1,FALSE,> 0.05,0.715624348981809,-0
Excit,PC5,qSV_value,-0.0013935379257019986,0.0011532555141822735,-1.2083514091758751,0.22800577655293452,1,FALSE,> 0.05,0.30400770207057937,-0
Excit,PC6,qSV_value,-0.0028601092436630793,0.001193735406250654,-2.395932321925726,0.0172827999461856,1,FALSE,> 0.05,0.03345058054100439,-0
Inhib,PC1,qSV_value,-0.0031324424603429994,2.8667343912767653e-4,-10.926866715921648,3.9086064426186974e-23,2.3451638655712184e-21,TRUE,<= 0.005,7.817212885237395e-22,20.629826806071723
Inhib,PC2,qSV_value,0.009972230479699373,0.0015053152493606187,6.6246791055462095,1.978611223397637e-10,1.1871667340385823e-8,TRUE,<= 0.005,1.978611223397637e-9,7.925488281392788
Inhib,PC3,qSV_value,-0.001462383114582511,0.0020025856953431033,-0.7302474585647936,0.4658938805663285,1,FALSE,> 0.05,0.5375698621919175,-0
Inhib,PC4,qSV_value,3.266923543327249e-4,0.0021463959837740706,0.1522050715722512,0.8791427844748524,1,FALSE,> 0.05,0.8791427844748524,-0
Inhib,PC5,qSV_value,0.005810098878361037,0.002677853354856076,2.1696852323241975,0.030933166519114205,1,FALSE,> 0.05,0.05799968722333913,-0
Inhib,PC6,qSV_value,0.0034510106674112426,0.002811342590604899,1.227531172808331,0.22072898807891364,1,FALSE,> 0.05,0.30099407465306405,-0
