cell_type,qSV,term,estimate,std.error,statistic,p.value,p.bonf,p.bonf.sig,p.bonf.cat,p.fdr,log.p.bonf
Mural,PC9,qSV_value,-0.0013960573384798403,3.5423558351732707e-4,-3.9410420732381155,9.4003426615672e-5,0.00846030839541048,TRUE,<= 0.01,1.967513580328019e-4,2.0726138057572063
Oligo,PC1,qSV_value,0.0010075680274728473,4.6092330981772575e-4,2.185977593260134,0.029330691648560007,1,FALSE,> 0.05,0.04399603747284001,-0
Oligo,PC2,qSV_value,-0.002031566648853159,7.066550208032777e-4,-2.8749058437932153,0.004232671522270806,0.3809404370043725,FALSE,> 0.05,0.00668316556148022,0.4191429243310558
Oligo,PC3,qSV_value,-0.004483927293543617,0.001298731585299121,-3.452543500365311,6.076988733573543e-4,0.054692898602161887,FALSE,> 0.05,0.0011161816041257528,1.2620690593723807
Oligo,PC4,qSV_value,-0.019607611156789634,0.0012853498868190963,-15.254687737448148,1.1498415203527496e-42,1.0348573683174747e-40,TRUE,<= 0.005,5.174286841587374e-41,39.985119503754184
Oligo,PC5,qSV_value,0.0010018779762592325,0.0022132913462711112,0.4526642992334323,0.6510081586973797,1,FALSE,> 0.05,0.6812876079391184,-0
Oligo,PC6,qSV_value,-0.0013075729006571458,0.002412741735104756,-0.5419448263493373,0.5881241613674157,1,FALSE,> 0.05,0.6301330300365169,-0
Oligo,PC7,qSV_value,0.018993949481830696,0.0029446312008338544,6.4503661702871415,2.879562651986526e-10,2.5916063867878735e-8,TRUE,<= 0.005,1.0798359944949472e-9,7.5864309584445255
Oligo,PC8,qSV_value,0.026161752454137033,0.0031665754203590523,8.261844100075342,1.61061871128829e-15,1.449556840159461e-13,TRUE,<= 0.005,9.059730250996632e-15,12.838764750378928
Oligo,PC9,qSV_value,0.01087970742656441,0.003554245282324822,3.0610457529954216,0.0023373592572537914,0.21036233315284122,FALSE,> 0.05,0.0038656948554870252,0.6770320210217996
OPC,PC1,qSV_value,-7.295841125447705e-4,9.19366861791019e-5,-7.935723407775079,1.6716175177324917e-14,1.5044557659592425e-12,TRUE,<= 0.005,8.84973979976025e-14,11.822620576871874
OPC,PC2,qSV_value,-7.131814245566558e-4,1.4726411288751946e-4,-4.842873192747135,1.7618045215210322e-6,1.585624069368929e-4,TRUE,<= 0.005,4.530354483911226e-6,3.799799770329303
OPC,PC3,qSV_value,-1.5618377264757096e-4,2.7860404921677953e-4,-0.5605940512589092,0.5753526859072294,1,FALSE,> 0.05,0.6238764064054295,-0
OPC,PC4,qSV_value,3.777154074018429e-4,3.3474184709549005e-4,1.1283782134777252,0.25976010775324193,1,FALSE,> 0.05,0.3036157103609321,-0
OPC,PC5,qSV_value,3.7550634437127125e-4,4.6857896547231525e-4,0.8013726010786053,0.4233379685861418,1,FALSE,> 0.05,0.4703755206512687,-0
OPC,PC6,qSV_value,0.0016588236771966091,5.052160603588977e-4,3.283394585710926,0.0011054415674915995,0.09948974107424395,FALSE,> 0.05,0.0019507792367498813,1.002221699400487
OPC,PC7,qSV_value,-0.008231604885392622,5.240857316833566e-4,-15.706599870507473,1.170905928407009e-44,1.0538153355663081e-42,TRUE,<= 0.005,1.0538153355663081e-42,41.977235485680325
OPC,PC8,qSV_value,5.863778205858976e-4,7.191639139240329e-4,0.8153604612700829,0.4152963879001834,1,FALSE,> 0.05,0.46720843638770637,-0
OPC,PC9,qSV_value,0.0029109161883068817,7.481665635682889e-4,3.890732799423197,1.1500669964931391e-4,0.010350602968438252,TRUE,<= 0.05,2.3001339929862782e-4,1.9850343498942205
Tcell,PC1,qSV_value,-2.0978215205349506e-4,3.5603598097332746e-5,-5.892161558503014,7.466528140900541e-9,6.719875326810487e-7,TRUE,<= 0.005,2.3999554738608882e-8,6.172638784294466
Tcell,PC2,qSV_value,-4.830778949963347e-4,5.211509594326221e-5,-9.269442687436715,7.750856521027896e-19,6.975770868925107e-17,TRUE,<= 0.005,6.975770868925107e-18,16.156407792983135
Tcell,PC3,qSV_value,-1.6400387824583982e-4,1.0463686844226266e-4,-1.5673622566059031,0.11773137316443859,1,FALSE,> 0.05,0.1605427815878708,-0
Tcell,PC4,qSV_value,-9.110466218842787e-5,1.2612371516486685e-4,-0.7223436295809821,0.47045761190404967,1,FALSE,> 0.05,0.5163559155044448,-0
Tcell,PC5,qSV_value,-0.0011820659741915893,1.6752463209594265e-4,-7.056072646765229,6.4924193072612304e-12,5.843177376535108e-10,TRUE,<= 0.005,2.921588688267554e-11,9.23335092996884
Tcell,PC6,qSV_value,7.369696288283773e-4,1.8930189729150093e-4,3.8930916138338403,1.1392992942793107e-4,0.010253693648513796,TRUE,<= 0.05,2.3001339929862782e-4,1.989119662197696
Tcell,PC7,qSV_value,-7.679066953232594e-4,2.4272061461840278e-4,-3.163747325419955,0.001662793362535843,0.14965140262822588,FALSE,> 0.05,0.002877911589004344,0.824919208320322
Tcell,PC8,qSV_value,-0.002449806963159654,2.4515578816239905e-4,-9.992857935448065,2.2579821681248095e-21,2.0321839513123285e-19,TRUE,<= 0.005,2.903119930446184e-20,18.69203698269519
Tcell,PC9,qSV_value,-0.0011993440102103146,2.807227569012735e-4,-4.272343373402065,2.36090309417412e-5,0.002124812784756708,TRUE,<= 0.005,5.3120319618917704e-5,2.672679329203743
Excit,PC1,qSV_value,-8.190466933628664e-4,1.2213704680826289e-4,-6.705964445404093,6.002968370934659e-11,5.402671533841193e-9,TRUE,<= 0.005,2.455759788109633e-10,8.2673914354548
Excit,PC2,qSV_value,-2.8864368834451625e-4,1.9664617881345943e-4,-1.467832683483398,0.14284671616280542,1,FALSE,> 0.05,0.18632180369061577,-0
Excit,PC3,qSV_value,5.053195743686312e-4,3.629294816610859e-4,1.3923354257577598,0.16450695603934903,1,FALSE,> 0.05,0.2085299442752312,-0
Excit,PC4,qSV_value,0.0035070079290245174,4.0509189795910925e-4,8.6573144185138,8.632041024734077e-17,7.76883692226067e-15,TRUE,<= 0.005,6.474030768550558e-16,14.109643994848136
Excit,PC5,qSV_value,-0.0018640290395957027,6.056093669186403e-4,-3.077939578576767,0.0022114254128807014,0.19902828715926313,FALSE,> 0.05,0.003755250701118172,0.7010851945243264
Excit,PC6,qSV_value,1.6437824125811775e-4,6.671023709247658e-4,0.24640632146195135,0.8054798231515278,1,FALSE,> 0.05,0.814530158243118,-0
Excit,PC7,qSV_value,1.551723532315134e-4,8.506414045503422e-4,0.18241805818697376,0.8553366220551455,1,FALSE,> 0.05,0.8553366220551455,-0
Excit,PC8,qSV_value,-0.0073000815395096045,8.740441209811877e-4,-8.352074413949094,8.331166417373957e-16,7.498049775636561e-14,TRUE,<= 0.005,4.998699850424374e-15,13.125051680850646
Excit,PC9,qSV_value,-0.005121620339086429,9.628751934775825e-4,-5.31909054650048,1.6453738418590706e-7,1.4808364576731636e-5,TRUE,<= 0.005,4.627613930228636e-7,4.829492901946015
Inhib,PC1,qSV_value,0.0016920910120061564,3.859970572207691e-4,4.383688891799953,1.4533351856560919e-5,0.0013080016670904827,TRUE,<= 0.005,3.535139640785088e-5,2.8833917024890177
Inhib,PC2,qSV_value,0.005172469290239884,5.555180409835719e-4,9.31107346411608,5.58176786692442e-19,5.023591080231978e-17,TRUE,<= 0.005,5.58176786692442e-18,16.298985719355766
Inhib,PC3,qSV_value,0.005220352110778132,0.001091881443931073,4.781061295430968,2.3644507913863613e-6,2.128005712247725e-4,TRUE,<= 0.005,5.911126978465903e-6,3.6720272105901772
Inhib,PC4,qSV_value,0.01465161068023362,0.0011559183754251464,12.675298699049371,1.048415095543733e-31,9.435735859893597e-30,TRUE,<= 0.005,2.358933964973399e-30,29.025224225077274
Inhib,PC5,qSV_value,0.007185330057643448,0.0018524164163823437,3.878895692187807,1.2055717780213443e-4,0.010850146002192099,TRUE,<= 0.05,2.358727391780891e-4,1.9645644178044144
Inhib,PC6,qSV_value,-0.005267332953825605,0.0020379180639440633,-2.5846637541607183,0.010060495464659036,0.9054445918193132,FALSE,> 0.05,0.015346518505412089,0.04313812094725555
Inhib,PC7,qSV_value,-0.0013873014503336413,0.0026168883628892568,-0.5301339827893721,0.5962799375557213,1,FALSE,> 0.05,0.6313552280001755,-0
Inhib,PC8,qSV_value,-0.004602556230436391,0.0028820143275140597,-1.5969928346631157,0.11096769765244413,1,FALSE,> 0.05,0.15364758136492263,-0
Inhib,PC9,qSV_value,-0.002607536182712976,0.0030520308020235178,-0.854361031017171,0.3933585644756644,1,FALSE,> 0.05,0.4481300101621494,-0
