Tissue	Dataset	OR	CI_Lower	CI_Upper	P-value	FDR	Direction	Method
DLPFC	MSBB_MD10_AD	0.7897412430140894	0.502509212847872	1.2411538235941824	0.306140670596586	0.6320323521994033	All	DEG
Hippocampus	BS_Caudate_SZ	0.8386827477004655	0.7477888308725781	0.9406248425369419	0.0026487295300182496	0.056506229973722656	All	DEG
Hippocampus	BS_DLPFC_SZ	0.8663140085430838	0.5722672051083602	1.3114502363557203	0.49755256548649995	0.7178845026828005	All	DEG
Hippocampus	BS_Hippocampus_SZ	1.0045916192443387	0.46552242996327736	2.167896231198942	0.9906862791863367	0.9906862791863367	All	DEG
Hippocampus	BS_sACC_BD	1.0901224685722757	0.8750054220492205	1.3581252944730493	0.44165714219861707	0.6821559683343931	All	DEG
Hippocampus	BS_Amyg_BD	0.5569409288204388	0.26110871463667634	1.187946555621409	0.12993530989345498	0.4281578434891237	All	DEG
Hippocampus	CMC_DLPFC_SZ	0.8193121586165723	0.6253691271337093	1.073401906380683	0.14817357852100851	0.4515766202545021	All	DEG
Hippocampus	PSY_SZ	0.9256407682726464	0.840857122425958	1.0189731513677245	0.11491315057220951	0.4201343615386627	All	DEG
Hippocampus	PSY_ASD	0.9795093900525249	0.8533581706165577	1.124309437979445	0.7685167102747787	0.9644131266193302	All	DEG
Hippocampus	PSY_BD	0.9836014228079971	0.8141167055509342	1.1883698643614036	0.8639408134886667	0.974325348949988	All	DEG
Hippocampus	Parkinsons	0.9651623687645512	0.522930797455628	1.7813798739942124	0.9097116801884826	0.9868058903739472	All	DEG
Hippocampus	MAYO_AD	1.259433108064458	1.1149060107489859	1.4226954903788906	0.00020812869105264802	0.0066601181136847366	All	DEG
Hippocampus	ROSMAP_AD	1.0496268461795932	0.5507261172948921	2.0004798785146294	0.8829823474859266	0.974325348949988	All	DEG
Hippocampus	MSBB_MD36_AD	0.8791964486230442	0.7480834044485883	1.0332890566408715	0.11816278918274888	0.4201343615386627	All	DEG
Hippocampus	MSBB_MD44_AD	0.9853205073616077	0.6377655906284229	1.5222779599487357	0.9468748981246626	0.9899498378008228	All	DEG
Hippocampus	MSBB_MD22_AD	0.7192097260495246	0.4270647840402507	1.2112041296186118	0.21518896525259001	0.5738372406735733	All	DEG
Hippocampus	MSBB_MD10_AD	0.618146884211167	0.3794422899884717	1.007018934214168	0.05337511745562717	0.2846672930966782	All	DEG
Caudate	BS_Caudate_SZ	0.813913660780566	0.6761801431728833	0.9797026042449875	0.0294990416501158	0.2359923332009264	Decreased in AA	DEG
Caudate	BS_DLPFC_SZ	0.17229131051650015	0.04277951947767696	0.6938903485108759	0.013357365625301577	0.21371785000482524	Decreased in AA	DEG
Caudate	BS_Hippocampus_SZ	0.36854953077427105	0.0508524467163352	2.6710368016629458	0.3232718307721646	0.79181093234046	Decreased in AA	DEG
Caudate	BS_sACC_BD	1.0186990404178315	0.709245689049752	1.4631710153058328	0.9201184028546197	0.9201184028546197	Decreased in AA	DEG
Caudate	BS_Amyg_BD	0.665897806530613	0.21000905568647754	2.11143222987614	0.48980807355085976	0.8432991135150966	Decreased in AA	DEG
Caudate	CMC_DLPFC_SZ	0.7999501366801055	0.5086068027989649	1.258182583585022	0.33404523708113154	0.79181093234046	Decreased in AA	DEG
Caudate	PSY_SZ	0.8502844274253002	0.7247134266983273	0.9976130990366254	0.04667079557255104	0.26249710094650897	Decreased in AA	DEG
Caudate	PSY_ASD	0.9072542053425284	0.7215198832351973	1.1408004300879253	0.4049453906658059	0.8115294809621802	Decreased in AA	DEG
Caudate	PSY_BD	1.0808580763654063	0.8040149621434294	1.4530254239670728	0.6065228824831632	0.8432991135150966	Decreased in AA	DEG
Caudate	Parkinsons	0.8854310936284907	0.3240339276814287	2.4194633789549242	0.8124630744172303	0.8813158773339448	Decreased in AA	DEG
Caudate	MAYO_AD	1.0606397431010053	0.8618907682184342	1.305219531438654	0.578151343201948	0.8432991135150966	Decreased in AA	DEG
Caudate	ROSMAP_AD	0.8234694288506473	0.2608048130088263	2.6000359902432577	0.740570290773918	0.860823875980547	Decreased in AA	DEG
Caudate	MSBB_MD36_AD	0.7226969700988695	0.5418990839196086	0.9638158212269069	0.02704575863407188	0.2359923332009264	Decreased in AA	DEG
Caudate	MSBB_MD44_AD	1.7145705457603995	1.022543771785636	2.8749401614910988	0.04090413366096568	0.26178645543018036	Decreased in AA	DEG
Caudate	MSBB_MD22_AD	0.5818612615346815	0.23825924128562423	1.4209838235355734	0.23455409721589637	0.7148315343722557	Decreased in AA	DEG
Caudate	MSBB_MD10_AD	1.1657493653333657	0.6314642206851796	2.1520959355394242	0.6239263126026487	0.8432991135150966	Decreased in AA	DEG
Dentate Gyrus	BS_Caudate_SZ	1.0598844583287867	0.9240835971529294	1.2156422519217147	0.4057647404810901	0.8115294809621802	Decreased in AA	DEG
Dentate Gyrus	BS_DLPFC_SZ	0.8703249368962066	0.520993745936237	1.453885966370295	0.5957625733358902	0.8432991135150966	Decreased in AA	DEG
Dentate Gyrus	BS_Hippocampus_SZ	0.27569397643458843	0.03779669261567095	2.01094760896624	0.2037686013700325	0.6863784467201095	Decreased in AA	DEG
Dentate Gyrus	BS_sACC_BD	0.6739620675742181	0.4853790388173228	0.9358147596065987	0.018469399611076107	0.22926353614334408	Decreased in AA	DEG
Dentate Gyrus	BS_Amyg_BD	0.9018687409441538	0.43672517572435976	1.8624234898826901	0.7801216376073707	0.860823875980547	Decreased in AA	DEG
Dentate Gyrus	CMC_DLPFC_SZ	0.7434495459307748	0.5172719831342426	1.0685234177881888	0.10919030496794868	0.4367612198717947	Decreased in AA	DEG
Dentate Gyrus	PSY_SZ	0.9370360049374842	0.8303804506255242	1.057390589925109	0.2915023697953022	0.7825483931143943	Decreased in AA	DEG
Dentate Gyrus	PSY_ASD	0.9471378695045796	0.7945159464040545	1.129077582281105	0.5446447460139284	0.8432991135150966	Decreased in AA	DEG
Dentate Gyrus	PSY_BD	1.0592961116578758	0.8365473896114495	1.3413564683940733	0.6324743351363225	0.8432991135150966	Decreased in AA	DEG
Dentate Gyrus	Parkinsons	1.7169529938728252	0.929268661833198	3.172309262375626	0.0843900120571707	0.38578291226135175	Decreased in AA	DEG
Dentate Gyrus	MAYO_AD	1.2034568381691588	1.0277020142602185	1.4092687775635626	0.021493456513438508	0.22926353614334408	Decreased in AA	DEG
Dentate Gyrus	ROSMAP_AD	0.8734740001250589	0.3498422298258654	2.1808597243226893	0.7719926463464435	0.860823875980547	Decreased in AA	DEG
Dentate Gyrus	MSBB_MD36_AD	0.8223012020113694	0.6649687304242412	1.0168587422117572	0.07097003480624568	0.34939094058459413	Decreased in AA	DEG
Dentate Gyrus	MSBB_MD44_AD	1.7627339361677656	1.1676678947682724	2.661057089639469	0.006983611519003822	0.21371785000482524	Decreased in AA	DEG
Dentate Gyrus	MSBB_MD22_AD	1.1103488966031712	0.6499836315712704	1.8967780299444292	0.7016255000524023	0.860823875980547	Decreased in AA	DEG
Dentate Gyrus	MSBB_MD10_AD	0.8084162974109549	0.45850896127698193	1.425352534221988	0.46231268949645266	0.8432991135150966	Decreased in AA	DEG
DLPFC	BS_Caudate_SZ	0.7955186022812322	0.6706453623149898	0.9436430670167629	0.008644826890121833	0.21371785000482524	Decreased in AA	DEG
DLPFC	BS_DLPFC_SZ	0.8350102722404232	0.4541093562473074	1.5354058337598055	0.5617794573513419	0.8432991135150966	Decreased in AA	DEG
DLPFC	BS_Hippocampus_SZ	0.7870328289836122	0.19430577504246319	3.1878654855347497	0.7372086809109555	0.860823875980547	Decreased in AA	DEG
DLPFC	BS_sACC_BD	0.8167285906208449	0.5723102879989217	1.1655313642357037	0.2645261903440571	0.769530735546348	Decreased in AA	DEG
DLPFC	BS_Amyg_BD	0.31666126157088975	0.0779181585130123	1.286918947948721	0.10797397722899456	0.4367612198717947	Decreased in AA	DEG
DLPFC	CMC_DLPFC_SZ	1.090699175755744	0.7658876184268679	1.5532627285942378	0.6302957013084509	0.8432991135150966	Decreased in AA	DEG
DLPFC	PSY_SZ	1.0093918317419748	0.8784264884709002	1.1598829080860207	0.8951119594504724	0.9201184028546197	Decreased in AA	DEG
DLPFC	PSY_ASD	1.0313758193063516	0.8434545361932203	1.2611658779509662	0.7633901060600294	0.860823875980547	Decreased in AA	DEG
DLPFC	PSY_BD	1.1432952273782908	0.8818941540531012	1.4821778451966832	0.3119898430225747	0.79181093234046	Decreased in AA	DEG
DLPFC	Parkinsons	1.335647165254977	0.6149512606559288	2.9009670590004624	0.46457395222604136	0.8432991135150966	Decreased in AA	DEG
DLPFC	MAYO_AD	1.0918764513576784	0.9034863630615446	1.3195486216190135	0.36301837327922537	0.8051253393293103	Decreased in AA	DEG
DLPFC	ROSMAP_AD	1.261289830951726	0.5468308562926557	2.9092214152795233	0.586171717008388	0.8432991135150966	Decreased in AA	DEG
DLPFC	MSBB_MD36_AD	1.01156361480115	0.8090686002651012	1.26473941326395	0.9196429427047014	0.9201184028546197	Decreased in AA	DEG
DLPFC	MSBB_MD44_AD	1.1413535993849866	0.6471288818929752	2.0130271964039896	0.6478947757228601	0.8462299111482254	Decreased in AA	DEG
DLPFC	MSBB_MD22_AD	1.1654710848889935	0.645663538219783	2.1037626709686625	0.6113413334511365	0.8432991135150966	Decreased in AA	DEG
DLPFC	MSBB_MD10_AD	1.1446943424832952	0.6624595404888293	1.977970061003837	0.6281923561789775	0.8432991135150966	Decreased in AA	DEG
Hippocampus	BS_Caudate_SZ	0.9033073542427459	0.7684151740100837	1.0618793118969847	0.2178133131443708	0.6970026020619866	Decreased in AA	DEG
Hippocampus	BS_DLPFC_SZ	1.1104319719606126	0.6544072554670641	1.8842382232945671	0.6978201661134427	0.860823875980547	Decreased in AA	DEG
Hippocampus	BS_Hippocampus_SZ	0.6278366627939563	0.15209257056883244	2.591703682001079	0.5199150909029095	0.8432991135150966	Decreased in AA	DEG
Hippocampus	BS_sACC_BD	1.127920538090523	0.833096131561229	1.5270803596966571	0.4361564424376304	0.8432991135150966	Decreased in AA	DEG
Hippocampus	BS_Amyg_BD	0.32799593178850056	0.08061366601404901	1.3345296968761835	0.11948937950634106	0.44984236990622517	Decreased in AA	DEG
Hippocampus	CMC_DLPFC_SZ	1.03021801064912	0.7198981966493619	1.474304498060547	0.8706783661436838	0.9134986136589469	Decreased in AA	DEG
Hippocampus	PSY_SZ	0.9034497578400742	0.7850553975871637	1.0396991950503272	0.15655811474382858	0.5566510746447239	Decreased in AA	DEG
Hippocampus	PSY_ASD	1.0200801800402062	0.8356668407941475	1.2451894976734932	0.8450701199533677	0.9014081279502588	Decreased in AA	DEG
Hippocampus	PSY_BD	0.9614738419825083	0.7303210733251603	1.2657884081143325	0.7794561861720601	0.860823875980547	Decreased in AA	DEG
Hippocampus	Parkinsons	0.6287468247442407	0.2304721579161102	1.715272565677364	0.3648224193835937	0.8051253393293103	Decreased in AA	DEG
Hippocampus	MAYO_AD	1.256372666195138	1.053156314594499	1.4988015116920654	0.011235250149661424	0.21371785000482524	Decreased in AA	DEG
Hippocampus	ROSMAP_AD	0.6052602016559101	0.19025220423923192	1.9255488427766134	0.39514255442259827	0.8115294809621802	Decreased in AA	DEG
Hippocampus	MSBB_MD36_AD	0.7732574613530201	0.6062930074599119	0.9862015464159088	0.03827304078592906	0.26178645543018036	Decreased in AA	DEG
Hippocampus	MSBB_MD44_AD	0.9140105884607509	0.4952347364402772	1.6869078324822135	0.7736751282852924	0.860823875980547	Decreased in AA	DEG
Hippocampus	MSBB_MD22_AD	0.6651823880013922	0.310896509810468	1.4231990239355738	0.29345564741789787	0.7825483931143943	Decreased in AA	DEG
Hippocampus	MSBB_MD10_AD	0.4414386295835844	0.19541431648091986	0.9972046429242035	0.04921820642747043	0.26249710094650897	Decreased in AA	DEG
Caudate	BS_Caudate_SZ	0.9345119121975123	0.7768422235313008	1.1241826043765024	0.47251375605058343	0.8746364086191851	Increased in AA	DEG
Caudate	BS_DLPFC_SZ	0.978911453306435	0.49921014629564553	1.9195676220230609	0.9505354309597466	0.9773630641314676	Increased in AA	DEG
Caudate	BS_Hippocampus_SZ	0.798156258224039	0.19525461348903045	3.2626804619804237	0.7536485450698538	0.8920925120295421	Increased in AA	DEG
Caudate	BS_sACC_BD	0.8091627585088418	0.5348638977588562	1.224132667209538	0.31609070774234904	0.8746364086191851	Increased in AA	DEG
Caudate	BS_Amyg_BD	0.43085223368354153	0.10582610607961017	1.7541385027476097	0.23982152725878325	0.8452065234986047	Increased in AA	DEG
Caudate	CMC_DLPFC_SZ	0.9152780639802031	0.604285945589178	1.3863204009925454	0.6760086904056879	0.8920925120295421	Increased in AA	DEG
Caudate	PSY_SZ	0.9125086836387789	0.7792650762712964	1.0685351147781803	0.255595321445966	0.8452065234986047	Increased in AA	DEG
Caudate	PSY_ASD	1.2835454340195604	1.0446008966734983	1.577146723154118	0.017542247187674515	0.2245407640022338	Increased in AA	DEG
Caudate	PSY_BD	0.9579629424549687	0.7000777330059625	1.3108444331983429	0.7883964016315456	0.8920925120295421	Increased in AA	DEG
Caudate	Parkinsons	1.8749246018861196	0.8603197341090562	4.086088140705384	0.11377784109955463	0.6068151525309581	Increased in AA	DEG
Caudate	MAYO_AD	1.2148659050367168	0.991726445108736	1.488211970649687	0.06014522351916662	0.39986496527170806	Increased in AA	DEG
Caudate	ROSMAP_AD	1.520497333510888	0.6095280681147076	3.7929543562522867	0.3689350531454505	0.8746364086191851	Increased in AA	DEG
Caudate	MSBB_MD36_AD	0.8961326318233774	0.6912326334526394	1.1617705168338455	0.4077046588676373	0.8746364086191851	Increased in AA	DEG
Caudate	MSBB_MD44_AD	1.873073118176382	1.030871649411077	3.403336300924851	0.03942207205278779	0.3604303730540598	Increased in AA	DEG
Caudate	MSBB_MD22_AD	0.7389731613357109	0.30146870706494494	1.8114030424287229	0.508449845317072	0.8746364086191851	Increased in AA	DEG
Caudate	MSBB_MD10_AD	0.8803475478859162	0.4497041228105614	1.7233815874870702	0.7100120313796527	0.8920925120295421	Increased in AA	DEG
Dentate Gyrus	BS_Caudate_SZ	1.0087328899693144	0.8724232615638291	1.166339881265762	0.9065527198908891	0.9669895678836151	Increased in AA	DEG
Dentate Gyrus	BS_DLPFC_SZ	0.8513423664537945	0.48398089869217786	1.4975463430016993	0.5764849130249412	0.8746364086191851	Increased in AA	DEG
Dentate Gyrus	BS_Hippocampus_SZ	0.822429442183735	0.2983580952920033	2.2670415116729643	0.7055196699629127	0.8920925120295421	Increased in AA	DEG
Dentate Gyrus	BS_sACC_BD	1.008801878415335	0.7382139553955757	1.3785721909699993	0.9561379210977176	0.9773630641314676	Increased in AA	DEG
Dentate Gyrus	BS_Amyg_BD	0.6722822994214623	0.2452513406599171	1.8428583872335826	0.44024616197690647	0.8746364086191851	Increased in AA	DEG
Dentate Gyrus	CMC_DLPFC_SZ	1.0469500284783846	0.757473707652292	1.4470526845455103	0.7811274984693188	0.8920925120295421	Increased in AA	DEG
Dentate Gyrus	PSY_SZ	1.0169918112408995	0.8958814293598835	1.1544745880825367	0.7945198935263109	0.8920925120295421	Increased in AA	DEG
Dentate Gyrus	PSY_ASD	0.951620339649538	0.7868170851796533	1.1509425607197272	0.6092926868475876	0.8862439081419456	Increased in AA	DEG
Dentate Gyrus	PSY_BD	0.9761168790562534	0.7604423065880466	1.2529604853964047	0.8495021226485052	0.9373816525776609	Increased in AA	DEG
Dentate Gyrus	Parkinsons	1.3155115636678139	0.6336649615118473	2.7310499700264415	0.46185286592880015	0.8746364086191851	Increased in AA	DEG
Dentate Gyrus	MAYO_AD	1.4589812692463642	1.2478926407010877	1.7057768229291204	2.165974081434058e-06	0.0001386223412117797	Increased in AA	DEG
Dentate Gyrus	ROSMAP_AD	1.8737207850798514	0.9607594744960126	3.6542232198979216	0.06540177369564373	0.39986496527170806	Increased in AA	DEG
Dentate Gyrus	MSBB_MD36_AD	0.8819596061998617	0.7116699574518919	1.092996463913256	0.25114866812462366	0.8452065234986047	Increased in AA	DEG
Dentate Gyrus	MSBB_MD44_AD	0.6507351303723472	0.3036034278361914	1.394767552259623	0.26934531852990706	0.8452065234986047	Increased in AA	DEG
Dentate Gyrus	MSBB_MD22_AD	1.2079362290268774	0.6790706441013007	2.148686511587753	0.5203010988468408	0.8746364086191851	Increased in AA	DEG
Dentate Gyrus	MSBB_MD10_AD	1.499684107578122	0.9693644050844071	2.3201310164948263	0.06872679090607482	0.39986496527170806	Increased in AA	DEG
DLPFC	BS_Caudate_SZ	0.901904406696312	0.7651440925174825	1.0631089840109311	0.2184846420098382	0.8452065234986047	Increased in AA	DEG
DLPFC	BS_DLPFC_SZ	0.8607682826929668	0.46701487461067365	1.5865062908496608	0.6308152717742225	0.8920925120295421	Increased in AA	DEG
DLPFC	BS_Hippocampus_SZ	1.2974635201280438	0.5180883523732334	3.24927510597713	0.5782279079745856	0.8746364086191851	Increased in AA	DEG
DLPFC	BS_sACC_BD	0.938208385784927	0.6631057948851725	1.3274427428425435	0.7186763632177	0.8920925120295421	Increased in AA	DEG
DLPFC	BS_Amyg_BD	0.562837834378145	0.17718953839165455	1.7878393424518373	0.3297152398993334	0.8746364086191851	Increased in AA	DEG
DLPFC	CMC_DLPFC_SZ	0.7252291696170545	0.4791686149800225	1.097645655455482	0.1286739129746326	0.6334715715674221	Increased in AA	DEG
DLPFC	PSY_SZ	1.0226895202322748	0.8929414238420794	1.1712905537439724	0.7458460673820818	0.8920925120295421	Increased in AA	DEG
DLPFC	PSY_ASD	1.001434440818203	0.8217214012115316	1.2204512840705517	0.9886669573927219	0.9886669573927219	Increased in AA	DEG
DLPFC	PSY_BD	1.0971804198788844	0.8417721174049971	1.4300840439769817	0.49273373780588514	0.8746364086191851	Increased in AA	DEG
DLPFC	Parkinsons	1.357141686476332	0.6238836290201233	2.952206904458482	0.4412138432563809	0.8746364086191851	Increased in AA	DEG
DLPFC	MAYO_AD	1.2734061478502028	1.06946072182619	1.5162438267145921	0.006646420766851142	0.10634273226961827	Increased in AA	DEG
DLPFC	ROSMAP_AD	0.7250744654877849	0.2268481031253012	2.3175551096056757	0.587646337041015	0.8746364086191851	Increased in AA	DEG
DLPFC	MSBB_MD36_AD	0.8522534016975649	0.6701137507261439	1.0838993527860068	0.19249884146047014	0.8213283902313393	Increased in AA	DEG
DLPFC	MSBB_MD44_AD	0.860904327301178	0.42062820116855026	1.7620222769345524	0.6819170154754055	0.8920925120295421	Increased in AA	DEG
DLPFC	MSBB_MD22_AD	0.6871258624296271	0.30212292511551925	1.5627478472185827	0.37075727453207163	0.8746364086191851	Increased in AA	DEG
DLPFC	MSBB_MD10_AD	0.4578536736698028	0.20261502347807028	1.0346221267033695	0.06036260491488813	0.39986496527170806	Increased in AA	DEG
Hippocampus	BS_Caudate_SZ	0.7841085813843961	0.6662187312840357	0.9228594732178509	0.003437110944342144	0.10634273226961827	Increased in AA	DEG
Hippocampus	BS_DLPFC_SZ	0.6357196479191736	0.3247678637071812	1.2443948922078703	0.18619706526080515	0.8213283902313393	Increased in AA	DEG
Hippocampus	BS_Hippocampus_SZ	1.3203019995885537	0.5245334140930074	3.323329502528964	0.5552170508984962	0.8746364086191851	Increased in AA	DEG
Hippocampus	BS_sACC_BD	1.0594391478896716	0.7695630538751527	1.4585046701881874	0.7233300850284863	0.8920925120295421	Increased in AA	DEG
Hippocampus	BS_Amyg_BD	0.7661335856612522	0.30839407731478014	1.903281269824946	0.5661132060499785	0.8746364086191851	Increased in AA	DEG
Hippocampus	CMC_DLPFC_SZ	0.6328052746108096	0.418285768649213	0.9573419551624412	0.030284353626406583	0.3230331053483369	Increased in AA	DEG
Hippocampus	PSY_SZ	0.9481252518790285	0.8311223042366728	1.0815995295376961	0.4279596289543006	0.8746364086191851	Increased in AA	DEG
Hippocampus	PSY_ASD	0.9459550908926948	0.7815856315751187	1.144891868319618	0.5683229619933019	0.8746364086191851	Increased in AA	DEG
Hippocampus	PSY_BD	1.006339047471482	0.7754888662513515	1.3059095011398492	0.9620917662544134	0.9773630641314676	Increased in AA	DEG
Hippocampus	Parkinsons	1.4279388972147025	0.6536841775705895	3.119257837564155	0.37155236322449414	0.8746364086191851	Increased in AA	DEG
Hippocampus	MAYO_AD	1.2657915140502103	1.069358819075715	1.4983073300189238	0.006156160128699577	0.10634273226961827	Increased in AA	DEG
Hippocampus	ROSMAP_AD	1.5465672809094029	0.7042194934069522	3.3964841598005817	0.2773333905229797	0.8452065234986047	Increased in AA	DEG
Hippocampus	MSBB_MD36_AD	0.9867061817794289	0.794771040496165	1.2249931609912972	0.9034873195097548	0.9669895678836151	Increased in AA	DEG
Hippocampus	MSBB_MD44_AD	1.0857131679292935	0.5849779872409039	2.0150725475583124	0.7943736425255016	0.8920925120295421	Increased in AA	DEG
Hippocampus	MSBB_MD22_AD	0.7920494692680691	0.3888100454934794	1.6134931929847751	0.5207590746625792	0.8746364086191851	Increased in AA	DEG
Hippocampus	MSBB_MD10_AD	0.807361134440311	0.43952977683855704	1.4830212553361757	0.4903637349621044	0.8746364086191851	Increased in AA	DEG
