region	dataset	gene_id	direction	method	external_gene_name
Hippocampus	PSY_SZ	ENSG00000149131	Increased in AA	DEG	SERPING1
Hippocampus	PSY_ASD	ENSG00000149131	Increased in AA	DEG	SERPING1
Hippocampus	PSY_BD	ENSG00000149131	Increased in AA	DEG	SERPING1
Hippocampus	MAYO_AD	ENSG00000149131	Increased in AA	DEG	SERPING1
Caudate	BS_Caudate_SZ	ENSG00000186654	All	DEG	PRR5
Caudate	PSY_SZ	ENSG00000186654	All	DEG	PRR5
Caudate	BS_Caudate_SZ	ENSG00000186654	Increased in AA	DEG	PRR5
Caudate	PSY_SZ	ENSG00000186654	Increased in AA	DEG	PRR5
Caudate	BS_Caudate_SZ	ENSG00000085999	All	DEG	RAD54L
Caudate	BS_Caudate_SZ	ENSG00000085999	Decreased in AA	DEG	RAD54L
Caudate	BS_Caudate_SZ	ENSG00000172476	All	DEG	RAB40A
Caudate	BS_Caudate_SZ	ENSG00000172476	Decreased in AA	DEG	RAB40A
Caudate	BS_Caudate_SZ	ENSG00000143507	All	DEG	DUSP10
Caudate	CMC_DLPFC_SZ	ENSG00000143507	All	DEG	DUSP10
Dentate Gyrus	BS_Caudate_SZ	ENSG00000143507	All	DEG	DUSP10
Dentate Gyrus	CMC_DLPFC_SZ	ENSG00000143507	All	DEG	DUSP10
Caudate	BS_Caudate_SZ	ENSG00000143507	Decreased in AA	DEG	DUSP10
Caudate	CMC_DLPFC_SZ	ENSG00000143507	Decreased in AA	DEG	DUSP10
Dentate Gyrus	BS_Caudate_SZ	ENSG00000143507	Decreased in AA	DEG	DUSP10
Dentate Gyrus	CMC_DLPFC_SZ	ENSG00000143507	Decreased in AA	DEG	DUSP10
Caudate	BS_Caudate_SZ	ENSG00000186806	All	DEG	VSIG10L
Dentate Gyrus	BS_Caudate_SZ	ENSG00000186806	All	DEG	VSIG10L
DLPFC	BS_Caudate_SZ	ENSG00000186806	All	DEG	VSIG10L
Hippocampus	BS_Caudate_SZ	ENSG00000186806	All	DEG	VSIG10L
Caudate	BS_Caudate_SZ	ENSG00000186806	Increased in AA	DEG	VSIG10L
Dentate Gyrus	BS_Caudate_SZ	ENSG00000186806	Increased in AA	DEG	VSIG10L
DLPFC	BS_Caudate_SZ	ENSG00000186806	Increased in AA	DEG	VSIG10L
Hippocampus	BS_Caudate_SZ	ENSG00000186806	Increased in AA	DEG	VSIG10L
Caudate	BS_Caudate_SZ	ENSG00000253553	All	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000253553	All	DEG	
Caudate	BS_Caudate_SZ	ENSG00000253553	Decreased in AA	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000253553	Decreased in AA	DEG	
Caudate	BS_Caudate_SZ	ENSG00000113209	All	DEG	PCDHB5
Caudate	PSY_SZ	ENSG00000113209	All	DEG	PCDHB5
DLPFC	BS_Caudate_SZ	ENSG00000113209	All	DEG	PCDHB5
DLPFC	PSY_SZ	ENSG00000113209	All	DEG	PCDHB5
Caudate	BS_Caudate_SZ	ENSG00000113209	Decreased in AA	DEG	PCDHB5
Caudate	PSY_SZ	ENSG00000113209	Decreased in AA	DEG	PCDHB5
DLPFC	BS_Caudate_SZ	ENSG00000113209	Decreased in AA	DEG	PCDHB5
DLPFC	PSY_SZ	ENSG00000113209	Decreased in AA	DEG	PCDHB5
Caudate	BS_Caudate_SZ	ENSG00000236451	All	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000236451	All	DEG	
Caudate	BS_Caudate_SZ	ENSG00000236451	Decreased in AA	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000236451	Decreased in AA	DEG	
Caudate	BS_Caudate_SZ	ENSG00000272398	All	DEG	CD24
DLPFC	BS_Caudate_SZ	ENSG00000272398	All	DEG	CD24
Caudate	BS_Caudate_SZ	ENSG00000272398	Increased in AA	DEG	CD24
DLPFC	BS_Caudate_SZ	ENSG00000272398	Increased in AA	DEG	CD24
Caudate	BS_Caudate_SZ	ENSG00000165983	All	DEG	PTER
Caudate	PSY_SZ	ENSG00000165983	All	DEG	PTER
Caudate	MSBB_MD36_AD	ENSG00000165983	All	DEG	PTER
Dentate Gyrus	BS_Caudate_SZ	ENSG00000165983	All	DEG	PTER
Dentate Gyrus	PSY_SZ	ENSG00000165983	All	DEG	PTER
Dentate Gyrus	MSBB_MD36_AD	ENSG00000165983	All	DEG	PTER
Dentate Gyrus	BS_Caudate_SZ	ENSG00000165983	Decreased in AA	DEG	PTER
Dentate Gyrus	PSY_SZ	ENSG00000165983	Decreased in AA	DEG	PTER
Dentate Gyrus	MSBB_MD36_AD	ENSG00000165983	Decreased in AA	DEG	PTER
Caudate	BS_Caudate_SZ	ENSG00000165983	Increased in AA	DEG	PTER
Caudate	PSY_SZ	ENSG00000165983	Increased in AA	DEG	PTER
Caudate	MSBB_MD36_AD	ENSG00000165983	Increased in AA	DEG	PTER
Caudate	BS_Caudate_SZ	ENSG00000171502	All	DEG	COL24A1
Caudate	PSY_SZ	ENSG00000171502	All	DEG	COL24A1
Caudate	MSBB_MD22_AD	ENSG00000171502	All	DEG	COL24A1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000171502	All	DEG	COL24A1
Dentate Gyrus	PSY_SZ	ENSG00000171502	All	DEG	COL24A1
Dentate Gyrus	MSBB_MD22_AD	ENSG00000171502	All	DEG	COL24A1
DLPFC	BS_Caudate_SZ	ENSG00000171502	All	DEG	COL24A1
DLPFC	PSY_SZ	ENSG00000171502	All	DEG	COL24A1
DLPFC	MSBB_MD22_AD	ENSG00000171502	All	DEG	COL24A1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000171502	Decreased in AA	DEG	COL24A1
Dentate Gyrus	PSY_SZ	ENSG00000171502	Decreased in AA	DEG	COL24A1
Dentate Gyrus	MSBB_MD22_AD	ENSG00000171502	Decreased in AA	DEG	COL24A1
DLPFC	BS_Caudate_SZ	ENSG00000171502	Decreased in AA	DEG	COL24A1
DLPFC	PSY_SZ	ENSG00000171502	Decreased in AA	DEG	COL24A1
DLPFC	MSBB_MD22_AD	ENSG00000171502	Decreased in AA	DEG	COL24A1
Caudate	BS_Caudate_SZ	ENSG00000171502	Increased in AA	DEG	COL24A1
Caudate	PSY_SZ	ENSG00000171502	Increased in AA	DEG	COL24A1
Caudate	MSBB_MD22_AD	ENSG00000171502	Increased in AA	DEG	COL24A1
Caudate	BS_Caudate_SZ	ENSG00000116574	All	DEG	RHOU
Caudate	BS_Caudate_SZ	ENSG00000116574	Decreased in AA	DEG	RHOU
Caudate	BS_Caudate_SZ	ENSG00000211448	All	DEG	DIO2
Caudate	BS_Amyg_BD	ENSG00000211448	All	DEG	DIO2
Caudate	MSBB_MD44_AD	ENSG00000211448	All	DEG	DIO2
Caudate	BS_Caudate_SZ	ENSG00000211448	Decreased in AA	DEG	DIO2
Caudate	BS_Amyg_BD	ENSG00000211448	Decreased in AA	DEG	DIO2
Caudate	MSBB_MD44_AD	ENSG00000211448	Decreased in AA	DEG	DIO2
Caudate	BS_Caudate_SZ	ENSG00000196878	All	DEG	LAMB3
Caudate	BS_Caudate_SZ	ENSG00000196878	Decreased in AA	DEG	LAMB3
Caudate	BS_Caudate_SZ	ENSG00000188011	All	DEG	RTP5
Hippocampus	BS_Caudate_SZ	ENSG00000188011	All	DEG	RTP5
Caudate	BS_Caudate_SZ	ENSG00000188011	Decreased in AA	DEG	RTP5
Hippocampus	BS_Caudate_SZ	ENSG00000188011	Decreased in AA	DEG	RTP5
Caudate	BS_Caudate_SZ	ENSG00000244731	All	DEG	C4A
Caudate	PSY_SZ	ENSG00000244731	All	DEG	C4A
Caudate	PSY_ASD	ENSG00000244731	All	DEG	C4A
Caudate	MAYO_AD	ENSG00000244731	All	DEG	C4A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000244731	All	DEG	C4A
Dentate Gyrus	PSY_SZ	ENSG00000244731	All	DEG	C4A
Dentate Gyrus	PSY_ASD	ENSG00000244731	All	DEG	C4A
Dentate Gyrus	MAYO_AD	ENSG00000244731	All	DEG	C4A
Caudate	BS_Caudate_SZ	ENSG00000244731	Increased in AA	DEG	C4A
Caudate	PSY_SZ	ENSG00000244731	Increased in AA	DEG	C4A
Caudate	PSY_ASD	ENSG00000244731	Increased in AA	DEG	C4A
Caudate	MAYO_AD	ENSG00000244731	Increased in AA	DEG	C4A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000244731	Increased in AA	DEG	C4A
Dentate Gyrus	PSY_SZ	ENSG00000244731	Increased in AA	DEG	C4A
Dentate Gyrus	PSY_ASD	ENSG00000244731	Increased in AA	DEG	C4A
Dentate Gyrus	MAYO_AD	ENSG00000244731	Increased in AA	DEG	C4A
Caudate	BS_Caudate_SZ	ENSG00000205632	All	DEG	LINC01310
Dentate Gyrus	BS_Caudate_SZ	ENSG00000205632	All	DEG	LINC01310
Caudate	BS_Caudate_SZ	ENSG00000205632	Decreased in AA	DEG	LINC01310
Dentate Gyrus	BS_Caudate_SZ	ENSG00000205632	Increased in AA	DEG	LINC01310
Caudate	BS_Caudate_SZ	ENSG00000135324	All	DEG	MRAP2
Caudate	BS_Caudate_SZ	ENSG00000135324	Increased in AA	DEG	MRAP2
Caudate	BS_Caudate_SZ	ENSG00000275395	All	DEG	FCGBP
Caudate	MSBB_MD36_AD	ENSG00000275395	All	DEG	FCGBP
DLPFC	BS_Caudate_SZ	ENSG00000275395	All	DEG	FCGBP
DLPFC	MSBB_MD36_AD	ENSG00000275395	All	DEG	FCGBP
DLPFC	BS_Caudate_SZ	ENSG00000275395	Decreased in AA	DEG	FCGBP
DLPFC	MSBB_MD36_AD	ENSG00000275395	Decreased in AA	DEG	FCGBP
Caudate	BS_Caudate_SZ	ENSG00000275395	Increased in AA	DEG	FCGBP
Caudate	MSBB_MD36_AD	ENSG00000275395	Increased in AA	DEG	FCGBP
Caudate	BS_Caudate_SZ	ENSG00000235314	All	DEG	LINC00957
DLPFC	BS_Caudate_SZ	ENSG00000235314	All	DEG	LINC00957
Caudate	BS_Caudate_SZ	ENSG00000235314	Decreased in AA	DEG	LINC00957
DLPFC	BS_Caudate_SZ	ENSG00000235314	Decreased in AA	DEG	LINC00957
Caudate	BS_Caudate_SZ	ENSG00000123643	All	DEG	SLC36A1
Caudate	PSY_SZ	ENSG00000123643	All	DEG	SLC36A1
Caudate	PSY_ASD	ENSG00000123643	All	DEG	SLC36A1
Caudate	MSBB_MD36_AD	ENSG00000123643	All	DEG	SLC36A1
Caudate	BS_Caudate_SZ	ENSG00000123643	Increased in AA	DEG	SLC36A1
Caudate	PSY_SZ	ENSG00000123643	Increased in AA	DEG	SLC36A1
Caudate	PSY_ASD	ENSG00000123643	Increased in AA	DEG	SLC36A1
Caudate	MSBB_MD36_AD	ENSG00000123643	Increased in AA	DEG	SLC36A1
Caudate	BS_Caudate_SZ	ENSG00000224592	All	DEG	MIR3659HG
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224592	All	DEG	MIR3659HG
Hippocampus	BS_Caudate_SZ	ENSG00000224592	All	DEG	MIR3659HG
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224592	Decreased in AA	DEG	MIR3659HG
Hippocampus	BS_Caudate_SZ	ENSG00000224592	Decreased in AA	DEG	MIR3659HG
Caudate	BS_Caudate_SZ	ENSG00000224592	Increased in AA	DEG	MIR3659HG
Caudate	BS_Caudate_SZ	ENSG00000144649	All	DEG	GASK1A
Caudate	PSY_SZ	ENSG00000144649	All	DEG	GASK1A
Caudate	PSY_BD	ENSG00000144649	All	DEG	GASK1A
Caudate	BS_Caudate_SZ	ENSG00000144649	Increased in AA	DEG	GASK1A
Caudate	PSY_SZ	ENSG00000144649	Increased in AA	DEG	GASK1A
Caudate	PSY_BD	ENSG00000144649	Increased in AA	DEG	GASK1A
Caudate	BS_Caudate_SZ	ENSG00000279499	All	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000279499	All	DEG	
Hippocampus	BS_Caudate_SZ	ENSG00000279499	Decreased in AA	DEG	
Caudate	BS_Caudate_SZ	ENSG00000279499	Increased in AA	DEG	
Caudate	BS_Caudate_SZ	ENSG00000227811	All	DEG	INKA2-AS1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000227811	All	DEG	INKA2-AS1
DLPFC	BS_Caudate_SZ	ENSG00000227811	All	DEG	INKA2-AS1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000227811	Decreased in AA	DEG	INKA2-AS1
DLPFC	BS_Caudate_SZ	ENSG00000227811	Decreased in AA	DEG	INKA2-AS1
Caudate	BS_Caudate_SZ	ENSG00000227811	Increased in AA	DEG	INKA2-AS1
Caudate	BS_Caudate_SZ	ENSG00000172673	All	DEG	THEMIS
Caudate	CMC_DLPFC_SZ	ENSG00000172673	All	DEG	THEMIS
Hippocampus	BS_Caudate_SZ	ENSG00000172673	All	DEG	THEMIS
Hippocampus	CMC_DLPFC_SZ	ENSG00000172673	All	DEG	THEMIS
Caudate	BS_Caudate_SZ	ENSG00000172673	Decreased in AA	DEG	THEMIS
Caudate	CMC_DLPFC_SZ	ENSG00000172673	Decreased in AA	DEG	THEMIS
Hippocampus	BS_Caudate_SZ	ENSG00000172673	Decreased in AA	DEG	THEMIS
Hippocampus	CMC_DLPFC_SZ	ENSG00000172673	Decreased in AA	DEG	THEMIS
Caudate	BS_Caudate_SZ	ENSG00000151136	All	DEG	ABTB3
Caudate	MAYO_AD	ENSG00000151136	All	DEG	ABTB3
DLPFC	BS_Caudate_SZ	ENSG00000151136	All	DEG	ABTB3
DLPFC	MAYO_AD	ENSG00000151136	All	DEG	ABTB3
Caudate	BS_Caudate_SZ	ENSG00000151136	Increased in AA	DEG	ABTB3
Caudate	MAYO_AD	ENSG00000151136	Increased in AA	DEG	ABTB3
DLPFC	BS_Caudate_SZ	ENSG00000151136	Increased in AA	DEG	ABTB3
DLPFC	MAYO_AD	ENSG00000151136	Increased in AA	DEG	ABTB3
Caudate	BS_Caudate_SZ	ENSG00000041515	All	DEG	MYO16
Caudate	PSY_SZ	ENSG00000041515	All	DEG	MYO16
Caudate	PSY_ASD	ENSG00000041515	All	DEG	MYO16
Caudate	MSBB_MD36_AD	ENSG00000041515	All	DEG	MYO16
Caudate	BS_Caudate_SZ	ENSG00000041515	Increased in AA	DEG	MYO16
Caudate	PSY_SZ	ENSG00000041515	Increased in AA	DEG	MYO16
Caudate	PSY_ASD	ENSG00000041515	Increased in AA	DEG	MYO16
Caudate	MSBB_MD36_AD	ENSG00000041515	Increased in AA	DEG	MYO16
Caudate	BS_Caudate_SZ	ENSG00000149089	All	DEG	APIP
Hippocampus	BS_Caudate_SZ	ENSG00000149089	All	DEG	APIP
Caudate	BS_Caudate_SZ	ENSG00000149089	Decreased in AA	DEG	APIP
Hippocampus	BS_Caudate_SZ	ENSG00000149089	Decreased in AA	DEG	APIP
Caudate	BS_Caudate_SZ	ENSG00000053702	All	DEG	NRIP2
Caudate	PSY_SZ	ENSG00000053702	All	DEG	NRIP2
Caudate	BS_Caudate_SZ	ENSG00000053702	Decreased in AA	DEG	NRIP2
Caudate	PSY_SZ	ENSG00000053702	Decreased in AA	DEG	NRIP2
Caudate	BS_Caudate_SZ	ENSG00000129595	All	DEG	EPB41L4A
Caudate	BS_Caudate_SZ	ENSG00000129595	Increased in AA	DEG	EPB41L4A
Caudate	BS_Caudate_SZ	ENSG00000135678	All	DEG	CPM
Caudate	BS_Caudate_SZ	ENSG00000135678	Decreased in AA	DEG	CPM
Caudate	BS_Caudate_SZ	ENSG00000125144	All	DEG	MT1G
Caudate	PSY_SZ	ENSG00000125144	All	DEG	MT1G
Caudate	ROSMAP_AD	ENSG00000125144	All	DEG	MT1G
Dentate Gyrus	BS_Caudate_SZ	ENSG00000125144	All	DEG	MT1G
Dentate Gyrus	PSY_SZ	ENSG00000125144	All	DEG	MT1G
Dentate Gyrus	ROSMAP_AD	ENSG00000125144	All	DEG	MT1G
Dentate Gyrus	BS_Caudate_SZ	ENSG00000125144	Decreased in AA	DEG	MT1G
Dentate Gyrus	PSY_SZ	ENSG00000125144	Decreased in AA	DEG	MT1G
Dentate Gyrus	ROSMAP_AD	ENSG00000125144	Decreased in AA	DEG	MT1G
Caudate	BS_Caudate_SZ	ENSG00000125144	Increased in AA	DEG	MT1G
Caudate	PSY_SZ	ENSG00000125144	Increased in AA	DEG	MT1G
Caudate	ROSMAP_AD	ENSG00000125144	Increased in AA	DEG	MT1G
Caudate	BS_Caudate_SZ	ENSG00000141959	All	DEG	PFKL
Caudate	MAYO_AD	ENSG00000141959	All	DEG	PFKL
Hippocampus	BS_Caudate_SZ	ENSG00000141959	All	DEG	PFKL
Hippocampus	MAYO_AD	ENSG00000141959	All	DEG	PFKL
Caudate	BS_Caudate_SZ	ENSG00000141959	Decreased in AA	DEG	PFKL
Caudate	MAYO_AD	ENSG00000141959	Decreased in AA	DEG	PFKL
Hippocampus	BS_Caudate_SZ	ENSG00000141959	Decreased in AA	DEG	PFKL
Hippocampus	MAYO_AD	ENSG00000141959	Decreased in AA	DEG	PFKL
Caudate	BS_Caudate_SZ	ENSG00000172954	All	DEG	LCLAT1
Hippocampus	BS_Caudate_SZ	ENSG00000172954	All	DEG	LCLAT1
Caudate	BS_Caudate_SZ	ENSG00000172954	Increased in AA	DEG	LCLAT1
Hippocampus	BS_Caudate_SZ	ENSG00000172954	Increased in AA	DEG	LCLAT1
Caudate	BS_Caudate_SZ	ENSG00000078269	All	DEG	SYNJ2
Caudate	PSY_SZ	ENSG00000078269	All	DEG	SYNJ2
Caudate	BS_Caudate_SZ	ENSG00000078269	Decreased in AA	DEG	SYNJ2
Caudate	PSY_SZ	ENSG00000078269	Decreased in AA	DEG	SYNJ2
Caudate	BS_Caudate_SZ	ENSG00000150893	All	DEG	FREM2
Caudate	BS_Caudate_SZ	ENSG00000150893	Increased in AA	DEG	FREM2
Caudate	BS_Caudate_SZ	ENSG00000100344	All	DEG	PNPLA3
DLPFC	BS_Caudate_SZ	ENSG00000100344	All	DEG	PNPLA3
Hippocampus	BS_Caudate_SZ	ENSG00000100344	All	DEG	PNPLA3
DLPFC	BS_Caudate_SZ	ENSG00000100344	Decreased in AA	DEG	PNPLA3
Caudate	BS_Caudate_SZ	ENSG00000100344	Increased in AA	DEG	PNPLA3
Hippocampus	BS_Caudate_SZ	ENSG00000100344	Increased in AA	DEG	PNPLA3
