Tissue	Feature	Direction	trait	type	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
DentateGyrus	Gene	down	Anorexia	1	0.0121213005725899	0.0106032587974313	0.005681345620734	0.8747624674375784	0.4687075934393795	0.7884335908242419	-3.738834319962791e-09	1.9864825464998728e-08	-0.1882138016541103
DentateGyrus	Gene	down	Autism	1	0.0121213005725899	-0.0007116123248366	0.005332736385918	-0.0587075883957367	0.4399475414360279	0.0107918521503083	-3.1593561811331574e-08	1.3813108436747432e-08	-2.287215941002987
DentateGyrus	Gene	down	BMI	4	0.0121213005725899	0.0136088115725033	0.0035164215849774	1.1227187619847592	0.2901026638122579	0.6723209972194346	1.0120045184612502e-09	1.0794577345065762e-08	0.0937511943368344
DentateGyrus	Gene	down	Bipolar Disorder	1	0.0121213005725899	0.0093150194466639	0.004596879682669	0.7684834965422849	0.379239806416813	0.540830370160261	-1.5189286789172566e-08	2.076333366217142e-08	-0.7315437413042121
DentateGyrus	Gene	down	Granulocyte count	2	0.0121213005725899	0.0158572819456962	0.002755547186263	1.308216214153991	0.2273309839782548	0.1740538458961741	1.1279962510251417e-08	6.941257583058251e-09	1.625060354737848
DentateGyrus	Gene	down	Height	4	0.0121213005725899	0.0165714243107469	0.0060066192491865	1.3671325293442582	0.4955424719661959	0.4578975303786772	3.0853458870440424e-08	4.387013642522368e-08	0.7032906980590294
DentateGyrus	Gene	down	Hemoglobin concentration	2	0.0121213005725899	0.0155706460223726	0.0035012345262532	1.284568923039718	0.2888497406103924	0.3280298767363793	5.755488829286875e-09	8.093516662793634e-09	0.7111233681330628
DentateGyrus	Gene	down	mdd2019edinburgh	1	0.0121213005725899	0.0158476384681235	0.0039985039341413	1.3074206330597826	0.3298741673961315	0.3523783586419778	2.141501054093268e-09	3.762567792414202e-09	0.5691594603054854
DentateGyrus	Gene	down	Depression	1	0.0121213005725899	0.0152549881114887	0.0035353699379915	1.2585273354234767	0.2916658915286809	0.3760310713955506	1.4930802103280727e-09	3.025757773433495e-09	0.4934566221518095
DentateGyrus	Gene	down	STROKE1	1	0.0121213005725899	0.0089996247142655	0.007757497409824	0.7424636209926601	0.639988866158978	0.6884887426135748	-1.5297320232485767e-09	5.147419852398016e-09	-0.2971842334827076
DentateGyrus	Gene	down	STROKE5	1	0.0121213005725899	0.036541811443995	0.0529191989066743	3.014677445308749	4.365802051501056	0.606612349142836	-1.9897732924232163e-09	4.289618954250098e-09	-0.4638578189915389
DentateGyrus	Gene	down	Myeloid white cell count	2	0.0121213005725899	0.0151326192311427	0.0025897770725703	1.2484319764631724	0.213655049395168	0.2437492180688102	9.943219268000029e-09	6.657520358041701e-09	1.49353193580392
DentateGyrus	Gene	down	Neutrophil count	2	0.0121213005725899	0.0167265723383875	0.0027498391882309	1.3799321482227294	0.2268600775769186	0.0934799858629276	1.3639842026991798e-08	6.8774132937192345e-09	1.9832808418607504
DentateGyrus	Gene	down	Crohns Disease	3	0.0121213005725899	0.0102518277658596	0.0052564836467444	0.8457696189006524	0.4336567363597085	0.7212276738457803	1.9546444551476702e-09	3.859185855747847e-08	0.0506491402127325
DentateGyrus	Gene	down	Rheumatoid Arthritis	3	0.0121213005725899	-0.0015742139290764	0.006956725531312	-0.1298717014440073	0.5739256682606598	0.0430938009325163	-3.42140849870349e-08	1.8080209717602436e-08	-1.892350007075689
DentateGyrus	Gene	down	Type_2_Diabetes	3	0.0121213005725899	0.0131006642535473	0.0073837314340212	1.0807969140846123	0.609153398169016	0.8946746939409939	2.9181746887592502e-09	9.614730844651974e-09	0.3035108039849533
DentateGyrus	Gene	down	Red blood cell count	2	0.0121213005725899	0.0120368382031048	0.0035075274576853	0.9930319053653228	0.2893689036650825	0.9807469102451432	9.397477629350524e-12	1.0322659895254404e-08	0.0009103736560836
DentateGyrus	Gene	down	Schizophrenia_PGC3	1	0.0121213005725899	0.0128416610707328	0.0026451301030379	1.0594293074269436	0.2182216410852328	0.7849186612185003	-3.793979783487959e-09	1.5006886473805323e-08	-0.2528159182193049
DentateGyrus	Gene	down	Education Years	1	0.0121213005725899	0.013259918482799	0.0023714389122688	1.0939352921239989	0.1956422826137484	0.6315822094952079	7.05757959899076e-10	4.6845777776470624e-09	0.150655617944198
DLPFC	Gene	up	Anorexia	1	0.0106970808864517	0.0066671845239874	0.0047969614146111	0.6232713947626242	0.4484364908081251	0.4013087292247745	-1.0406203728925902e-08	1.8808898128949428e-08	-0.5532596145496345
DLPFC	Gene	up	Autism	1	0.0106970808864517	0.0023239554632312	0.0061967569543334	0.2172513686583955	0.5792942037282243	0.153717783572078	-2.1126318016622547e-08	1.7810540729277076e-08	-1.1861693778839053
DLPFC	Gene	up	BMI	4	0.0106970808864517	0.0073840910312485	0.0011887568847379	0.6902902866333188	0.1111290918855768	0.0065007241345798	-1.5935834065277125e-08	4.215359255438295e-09	-3.780421335315152
DLPFC	Gene	up	Bipolar Disorder	1	0.0106970808864517	0.0089627123767188	0.0045564773038927	0.8378652523858553	0.4259552070568778	0.7023927397942166	-1.3362035284437674e-08	2.294287960715201e-08	-0.5824044545948064
DLPFC	Gene	up	Granulocyte count	2	0.0106970808864517	0.0192012849779615	0.0037761794198615	1.7950023171537084	0.3530102707407024	0.0253270397828446	9.107439460274848e-09	1.0642835280987667e-08	0.8557343245313919
DLPFC	Gene	up	Height	4	0.0106970808864517	0.0127416680596912	0.0026822191077959	1.1911350577734725	0.2507430892845773	0.4466778086381219	-1.4584721429578938e-08	2.200913069781229e-08	-0.6626668553987304
DLPFC	Gene	up	Hemoglobin concentration	2	0.0106970808864517	0.0199110594568435	0.0034599482001529	1.861354482423484	0.323447886099008	0.0072247040339466	9.796024325315128e-09	8.51296808150586e-09	1.1507178496999964
DLPFC	Gene	up	mdd2019edinburgh	1	0.0106970808864517	0.0132820075553154	0.0037190544370644	1.2416478566725218	0.347670030407525	0.4876869709988426	2.535765985889581e-09	3.933845749571995e-09	0.6446022918324834
DLPFC	Gene	up	Depression	1	0.0106970808864517	0.0123930622053056	0.0035076845234703	1.1585461806689583	0.3279104421761399	0.6291096686500919	1.622391039639637e-09	3.3613877013119794e-09	0.4826551364504616
DLPFC	Gene	up	STROKE1	1	0.0106970808864517	0.0124613217035673	0.0068440662988349	1.16492731389458	0.639806912884354	0.7966639899459342	-4.583672000351479e-10	5.065832071555029e-09	-0.0904821149932918
DLPFC	Gene	up	STROKE5	1	0.0106970808864517	0.0307786807373357	0.0474092917965803	2.8772971864051287	4.431984043107107	0.6451203943169075	-2.142370421391781e-09	4.376950011619519e-09	-0.4894665042334081
DLPFC	Gene	up	Myeloid white cell count	2	0.0106970808864517	0.0186535949075749	0.0038836828107771	1.74380236118438	0.363060058346939	0.0406668285032623	8.003934029525203e-09	1.1109255660766676e-08	0.7204743750557302
DLPFC	Gene	up	Neutrophil count	2	0.0106970808864517	0.0183845385127284	0.0037802906166134	1.7186500418084203	0.3533945995866328	0.0435025964881947	7.385340985362589e-09	1.0671427129565537e-08	0.6920668525113441
DLPFC	Gene	up	Crohns Disease	3	0.0106970808864517	0.0083844093151793	0.0053062556781046	0.7838034884637068	0.4960470743775735	0.6614966877194888	-6.656720752676325e-08	4.29236600802864e-08	-1.5508278511723574
