Module_1	Module_2	Semantic_Similarity	Ont	Tissue
yellow	black	0.508	MF	DLPFC
yellow	green	0.482	MF	DLPFC
yellow	white	0.611	MF	DLPFC
yellow	lightgreen	0.596	MF	DLPFC
yellow	brown	0.581	MF	DLPFC
yellow	darkorange	0.655	MF	DLPFC
yellow	lightcyan	0.623	MF	DLPFC
yellow	salmon	0.518	MF	DLPFC
yellow	violet	0.637	MF	DLPFC
yellow	darkgreen	0.317	MF	DLPFC
yellow	lightyellow	0.543	MF	DLPFC
yellow	grey60	0.661	MF	DLPFC
yellow	tan	0.661	MF	DLPFC
yellow	steelblue	0.441	MF	DLPFC
blue	grey	0.47	MF	DLPFC
blue	cyan	0.517	MF	DLPFC
blue	yellow	0.461	MF	DLPFC
blue	paleturquoise	0.433	MF	DLPFC
blue	pink	0.421	MF	DLPFC
blue	purple	0.49	MF	DLPFC
blue	darkgrey	1	MF	DLPFC
blue	turquoise	0.572	MF	DLPFC
blue	royalblue	0.519	MF	DLPFC
blue	darkturquoise	0.631	MF	DLPFC
blue	orange		MF	DLPFC
blue	midnightblue		MF	DLPFC
blue	red	0.477	MF	DLPFC
blue	magenta	0.573	MF	DLPFC
blue	greenyellow	0.488	MF	DLPFC
blue	darkred	0.414	MF	DLPFC
blue	black	0.437	MF	DLPFC
blue	green	0.285	MF	DLPFC
blue	white	0.418	MF	DLPFC
blue	lightgreen	0.434	MF	DLPFC
blue	brown	0.46	MF	DLPFC
blue	darkorange	0.37	MF	DLPFC
blue	lightcyan	0.479	MF	DLPFC
blue	salmon	0.602	MF	DLPFC
blue	violet	0.295	MF	DLPFC
blue	darkgreen	0.345	MF	DLPFC
blue	lightyellow	0.431	MF	DLPFC
blue	grey60	0.418	MF	DLPFC
blue	tan	0.418	MF	DLPFC
blue	steelblue	0.249	MF	DLPFC
paleturquoise	grey	0.511	MF	DLPFC
paleturquoise	cyan	0.459	MF	DLPFC
paleturquoise	yellow	0.615	MF	DLPFC
paleturquoise	blue	0.433	MF	DLPFC
paleturquoise	pink	0.406	MF	DLPFC
paleturquoise	purple	0.561	MF	DLPFC
paleturquoise	darkgrey	1	MF	DLPFC
paleturquoise	turquoise	0.524	MF	DLPFC
paleturquoise	royalblue	0.595	MF	DLPFC
paleturquoise	darkturquoise	0.445	MF	DLPFC
paleturquoise	orange		MF	DLPFC
paleturquoise	midnightblue		MF	DLPFC
paleturquoise	red	0.622	MF	DLPFC
paleturquoise	magenta	0.299	MF	DLPFC
paleturquoise	greenyellow	0.607	MF	DLPFC
paleturquoise	darkred	0.622	MF	DLPFC
paleturquoise	black	0.426	MF	DLPFC
paleturquoise	green	0.399	MF	DLPFC
paleturquoise	white	0.521	MF	DLPFC
paleturquoise	lightgreen	0.607	MF	DLPFC
paleturquoise	brown	0.612	MF	DLPFC
paleturquoise	darkorange	0.531	MF	DLPFC
paleturquoise	lightcyan	0.557	MF	DLPFC
paleturquoise	salmon	0.618	MF	DLPFC
paleturquoise	violet	0.604	MF	DLPFC
paleturquoise	darkgreen	0.19	MF	DLPFC
paleturquoise	lightyellow	0.408	MF	DLPFC
paleturquoise	grey60	0.535	MF	DLPFC
paleturquoise	tan	0.535	MF	DLPFC
paleturquoise	steelblue	0.373	MF	DLPFC
pink	grey	0.473	MF	DLPFC
pink	cyan	0.485	MF	DLPFC
pink	yellow	0.53	MF	DLPFC
pink	blue	0.421	MF	DLPFC
pink	paleturquoise	0.406	MF	DLPFC
pink	purple	0.61	MF	DLPFC
pink	darkgrey	1	MF	DLPFC
pink	turquoise	0.521	MF	DLPFC
pink	royalblue	0.755	MF	DLPFC
pink	darkturquoise	0.45	MF	DLPFC
pink	orange		MF	DLPFC
pink	midnightblue		MF	DLPFC
pink	red	0.461	MF	DLPFC
pink	magenta	0.304	MF	DLPFC
pink	greenyellow	0.505	MF	DLPFC
pink	darkred	0.475	MF	DLPFC
pink	black	0.385	MF	DLPFC
pink	green	0.455	MF	DLPFC
pink	white	0.557	MF	DLPFC
pink	lightgreen	0.611	MF	DLPFC
pink	brown	0.37	MF	DLPFC
pink	darkorange	0.748	MF	DLPFC
pink	lightcyan	0.575	MF	DLPFC
pink	salmon	0.362	MF	DLPFC
pink	violet	0.433	MF	DLPFC
pink	darkgreen	0.379	MF	DLPFC
pink	lightyellow	0.503	MF	DLPFC
pink	grey60	0.865	MF	DLPFC
pink	tan	0.865	MF	DLPFC
pink	steelblue	0.362	MF	DLPFC
purple	grey	0.541	MF	DLPFC
purple	cyan	0.437	MF	DLPFC
purple	yellow	0.58	MF	DLPFC
purple	blue	0.49	MF	DLPFC
purple	paleturquoise	0.561	MF	DLPFC
purple	pink	0.61	MF	DLPFC
purple	darkgrey	1	MF	DLPFC
purple	turquoise	0.607	MF	DLPFC
purple	royalblue	0.798	MF	DLPFC
purple	darkturquoise	0.529	MF	DLPFC
purple	orange		MF	DLPFC
purple	midnightblue		MF	DLPFC
purple	red	0.587	MF	DLPFC
purple	magenta	0.312	MF	DLPFC
purple	greenyellow	0.585	MF	DLPFC
purple	darkred	0.677	MF	DLPFC
purple	black	0.402	MF	DLPFC
purple	green	0.531	MF	DLPFC
purple	white	0.638	MF	DLPFC
purple	lightgreen	0.627	MF	DLPFC
purple	brown	0.625	MF	DLPFC
purple	darkorange	0.66	MF	DLPFC
purple	lightcyan	0.604	MF	DLPFC
purple	salmon	0.548	MF	DLPFC
purple	violet	0.569	MF	DLPFC
purple	darkgreen	0.296	MF	DLPFC
purple	lightyellow	0.47	MF	DLPFC
purple	grey60	0.713	MF	DLPFC
purple	tan	0.713	MF	DLPFC
purple	steelblue	0.511	MF	DLPFC
darkgrey	grey	1	MF	DLPFC
darkgrey	cyan	1	MF	DLPFC
darkgrey	yellow	1	MF	DLPFC
darkgrey	blue	1	MF	DLPFC
darkgrey	paleturquoise	1	MF	DLPFC
darkgrey	pink	1	MF	DLPFC
darkgrey	purple	1	MF	DLPFC
darkgrey	turquoise	1	MF	DLPFC
darkgrey	royalblue	1	MF	DLPFC
darkgrey	darkturquoise	1	MF	DLPFC
darkgrey	orange		MF	DLPFC
darkgrey	midnightblue		MF	DLPFC
darkgrey	red	1	MF	DLPFC
darkgrey	magenta	1	MF	DLPFC
darkgrey	greenyellow	1	MF	DLPFC
darkgrey	darkred	1	MF	DLPFC
darkgrey	black	1	MF	DLPFC
darkgrey	green	1	MF	DLPFC
darkgrey	white	1	MF	DLPFC
darkgrey	lightgreen	1	MF	DLPFC
darkgrey	brown	1	MF	DLPFC
darkgrey	darkorange	1	MF	DLPFC
darkgrey	lightcyan	1	MF	DLPFC
darkgrey	salmon	1	MF	DLPFC
darkgrey	violet	1	MF	DLPFC
darkgrey	darkgreen	0.474	MF	DLPFC
darkgrey	lightyellow	1	MF	DLPFC
darkgrey	grey60	1	MF	DLPFC
darkgrey	tan	1	MF	DLPFC
darkgrey	steelblue	1	MF	DLPFC
turquoise	grey	0.673	MF	DLPFC
turquoise	cyan	0.503	MF	DLPFC
turquoise	yellow	0.604	MF	DLPFC
turquoise	blue	0.572	MF	DLPFC
turquoise	paleturquoise	0.524	MF	DLPFC
turquoise	pink	0.521	MF	DLPFC
turquoise	purple	0.607	MF	DLPFC
turquoise	darkgrey	1	MF	DLPFC
turquoise	royalblue	0.594	MF	DLPFC
turquoise	darkturquoise	0.561	MF	DLPFC
turquoise	orange		MF	DLPFC
turquoise	midnightblue		MF	DLPFC
turquoise	red	0.59	MF	DLPFC
turquoise	magenta	0.514	MF	DLPFC
turquoise	greenyellow	0.579	MF	DLPFC
turquoise	darkred	0.592	MF	DLPFC
turquoise	black	0.545	MF	DLPFC
turquoise	green	0.572	MF	DLPFC
turquoise	white	0.538	MF	DLPFC
turquoise	lightgreen	0.542	MF	DLPFC
turquoise	brown	0.648	MF	DLPFC
turquoise	darkorange	0.53	MF	DLPFC
turquoise	lightcyan	0.634	MF	DLPFC
turquoise	salmon	0.516	MF	DLPFC
turquoise	violet	0.49	MF	DLPFC
turquoise	darkgreen	0.34	MF	DLPFC
turquoise	lightyellow	0.581	MF	DLPFC
turquoise	grey60	0.552	MF	DLPFC
turquoise	tan	0.552	MF	DLPFC
turquoise	steelblue	0.555	MF	DLPFC
royalblue	grey	0.58	MF	DLPFC
royalblue	cyan	0.45	MF	DLPFC
royalblue	yellow	0.633	MF	DLPFC
royalblue	blue	0.519	MF	DLPFC
royalblue	paleturquoise	0.595	MF	DLPFC
royalblue	pink	0.755	MF	DLPFC
royalblue	purple	0.798	MF	DLPFC
royalblue	darkgrey	1	MF	DLPFC
royalblue	turquoise	0.594	MF	DLPFC
royalblue	darkturquoise	0.552	MF	DLPFC
royalblue	orange		MF	DLPFC
royalblue	midnightblue		MF	DLPFC
royalblue	red	0.643	MF	DLPFC
royalblue	magenta	0.301	MF	DLPFC
royalblue	greenyellow	0.61	MF	DLPFC
royalblue	darkred	0.764	MF	DLPFC
royalblue	black	0.385	MF	DLPFC
royalblue	green	0.438	MF	DLPFC
royalblue	white	0.623	MF	DLPFC
royalblue	lightgreen	0.72	MF	DLPFC
royalblue	brown	0.538	MF	DLPFC
royalblue	darkorange	0.812	MF	DLPFC
royalblue	lightcyan	0.588	MF	DLPFC
royalblue	salmon	0.538	MF	DLPFC
royalblue	violet	0.537	MF	DLPFC
royalblue	darkgreen	0.337	MF	DLPFC
royalblue	lightyellow	0.483	MF	DLPFC
royalblue	grey60	0.895	MF	DLPFC
royalblue	tan	0.895	MF	DLPFC
royalblue	steelblue	0.395	MF	DLPFC
darkturquoise	grey	0.353	MF	DLPFC
darkturquoise	cyan	0.418	MF	DLPFC
darkturquoise	yellow	0.456	MF	DLPFC
darkturquoise	blue	0.631	MF	DLPFC
darkturquoise	paleturquoise	0.445	MF	DLPFC
darkturquoise	pink	0.45	MF	DLPFC
darkturquoise	purple	0.529	MF	DLPFC
darkturquoise	darkgrey	1	MF	DLPFC
darkturquoise	turquoise	0.561	MF	DLPFC
darkturquoise	royalblue	0.552	MF	DLPFC
darkturquoise	orange		MF	DLPFC
darkturquoise	midnightblue		MF	DLPFC
darkturquoise	red	0.409	MF	DLPFC
darkturquoise	magenta	0.404	MF	DLPFC
darkturquoise	greenyellow	0.488	MF	DLPFC
darkturquoise	darkred	0.506	MF	DLPFC
darkturquoise	black	0.421	MF	DLPFC
darkturquoise	green	0.43	MF	DLPFC
darkturquoise	white	0.554	MF	DLPFC
darkturquoise	lightgreen	0.389	MF	DLPFC
darkturquoise	brown	0.365	MF	DLPFC
darkturquoise	darkorange	0.437	MF	DLPFC
darkturquoise	lightcyan	0.531	MF	DLPFC
darkturquoise	salmon	0.55	MF	DLPFC
darkturquoise	violet	0.489	MF	DLPFC
darkturquoise	darkgreen	0.202	MF	DLPFC
darkturquoise	lightyellow	0.428	MF	DLPFC
darkturquoise	grey60	0.444	MF	DLPFC
darkturquoise	tan	0.444	MF	DLPFC
darkturquoise	steelblue	0.396	MF	DLPFC
orange	grey		MF	DLPFC
orange	cyan		MF	DLPFC
orange	yellow		MF	DLPFC
orange	blue		MF	DLPFC
orange	paleturquoise		MF	DLPFC
orange	pink		MF	DLPFC
orange	purple		MF	DLPFC
orange	darkgrey		MF	DLPFC
orange	turquoise		MF	DLPFC
orange	royalblue		MF	DLPFC
orange	darkturquoise		MF	DLPFC
orange	midnightblue		MF	DLPFC
orange	red		MF	DLPFC
orange	magenta		MF	DLPFC
orange	greenyellow		MF	DLPFC
orange	darkred		MF	DLPFC
orange	black		MF	DLPFC
orange	green		MF	DLPFC
orange	white		MF	DLPFC
orange	lightgreen		MF	DLPFC
orange	brown		MF	DLPFC
orange	darkorange		MF	DLPFC
orange	lightcyan		MF	DLPFC
orange	salmon		MF	DLPFC
orange	violet		MF	DLPFC
orange	darkgreen		MF	DLPFC
orange	lightyellow		MF	DLPFC
orange	grey60		MF	DLPFC
orange	tan		MF	DLPFC
orange	steelblue		MF	DLPFC
midnightblue	grey		MF	DLPFC
midnightblue	cyan		MF	DLPFC
midnightblue	yellow		MF	DLPFC
midnightblue	blue		MF	DLPFC
midnightblue	paleturquoise		MF	DLPFC
midnightblue	pink		MF	DLPFC
midnightblue	purple		MF	DLPFC
midnightblue	darkgrey		MF	DLPFC
midnightblue	turquoise		MF	DLPFC
midnightblue	royalblue		MF	DLPFC
midnightblue	darkturquoise		MF	DLPFC
midnightblue	orange		MF	DLPFC
midnightblue	red		MF	DLPFC
midnightblue	magenta		MF	DLPFC
midnightblue	greenyellow		MF	DLPFC
midnightblue	darkred		MF	DLPFC
midnightblue	black		MF	DLPFC
midnightblue	green		MF	DLPFC
midnightblue	white		MF	DLPFC
midnightblue	lightgreen		MF	DLPFC
midnightblue	brown		MF	DLPFC
midnightblue	darkorange		MF	DLPFC
midnightblue	lightcyan		MF	DLPFC
midnightblue	salmon		MF	DLPFC
midnightblue	violet		MF	DLPFC
midnightblue	darkgreen		MF	DLPFC
midnightblue	lightyellow		MF	DLPFC
midnightblue	grey60		MF	DLPFC
midnightblue	tan		MF	DLPFC
midnightblue	steelblue		MF	DLPFC
red	grey	0.61	MF	DLPFC
red	cyan	0.453	MF	DLPFC
red	yellow	0.654	MF	DLPFC
red	blue	0.477	MF	DLPFC
red	paleturquoise	0.622	MF	DLPFC
red	pink	0.461	MF	DLPFC
red	purple	0.587	MF	DLPFC
red	darkgrey	1	MF	DLPFC
red	turquoise	0.59	MF	DLPFC
red	royalblue	0.643	MF	DLPFC
red	darkturquoise	0.409	MF	DLPFC
red	orange		MF	DLPFC
red	midnightblue		MF	DLPFC
red	magenta	0.401	MF	DLPFC
red	greenyellow	0.625	MF	DLPFC
red	darkred	0.575	MF	DLPFC
red	black	0.482	MF	DLPFC
red	green	0.339	MF	DLPFC
red	white	0.528	MF	DLPFC
red	lightgreen	0.691	MF	DLPFC
red	brown	0.673	MF	DLPFC
red	darkorange	0.548	MF	DLPFC
red	lightcyan	0.525	MF	DLPFC
red	salmon	0.617	MF	DLPFC
red	violet	0.517	MF	DLPFC
red	darkgreen	0.376	MF	DLPFC
red	lightyellow	0.476	MF	DLPFC
red	grey60	0.593	MF	DLPFC
red	tan	0.593	MF	DLPFC
red	steelblue	0.406	MF	DLPFC
magenta	grey	0.395	MF	DLPFC
magenta	cyan	0.464	MF	DLPFC
magenta	yellow	0.393	MF	DLPFC
magenta	blue	0.573	MF	DLPFC
magenta	paleturquoise	0.299	MF	DLPFC
magenta	pink	0.304	MF	DLPFC
magenta	purple	0.312	MF	DLPFC
magenta	darkgrey	1	MF	DLPFC
magenta	turquoise	0.514	MF	DLPFC
magenta	royalblue	0.301	MF	DLPFC
magenta	darkturquoise	0.404	MF	DLPFC
magenta	orange		MF	DLPFC
magenta	midnightblue		MF	DLPFC
magenta	red	0.401	MF	DLPFC
magenta	greenyellow	0.392	MF	DLPFC
magenta	darkred	0.285	MF	DLPFC
magenta	black	0.495	MF	DLPFC
magenta	green	0.261	MF	DLPFC
magenta	white	0.338	MF	DLPFC
magenta	lightgreen	0.293	MF	DLPFC
magenta	brown	0.356	MF	DLPFC
magenta	darkorange	0.284	MF	DLPFC
magenta	lightcyan	0.423	MF	DLPFC
magenta	salmon	0.396	MF	DLPFC
magenta	violet	0.267	MF	DLPFC
magenta	darkgreen	0.483	MF	DLPFC
magenta	lightyellow	0.445	MF	DLPFC
magenta	grey60	0.305	MF	DLPFC
magenta	tan	0.305	MF	DLPFC
magenta	steelblue	0.269	MF	DLPFC
greenyellow	grey	0.537	MF	DLPFC
greenyellow	cyan	0.471	MF	DLPFC
greenyellow	yellow	0.586	MF	DLPFC
greenyellow	blue	0.488	MF	DLPFC
greenyellow	paleturquoise	0.607	MF	DLPFC
greenyellow	pink	0.505	MF	DLPFC
greenyellow	purple	0.585	MF	DLPFC
greenyellow	darkgrey	1	MF	DLPFC
greenyellow	turquoise	0.579	MF	DLPFC
greenyellow	royalblue	0.61	MF	DLPFC
greenyellow	darkturquoise	0.488	MF	DLPFC
greenyellow	orange		MF	DLPFC
greenyellow	midnightblue		MF	DLPFC
greenyellow	red	0.625	MF	DLPFC
greenyellow	magenta	0.392	MF	DLPFC
greenyellow	darkred	0.594	MF	DLPFC
greenyellow	black	0.453	MF	DLPFC
greenyellow	green	0.45	MF	DLPFC
greenyellow	white	0.568	MF	DLPFC
greenyellow	lightgreen	0.57	MF	DLPFC
greenyellow	brown	0.572	MF	DLPFC
greenyellow	darkorange	0.589	MF	DLPFC
greenyellow	lightcyan	0.56	MF	DLPFC
greenyellow	salmon	0.577	MF	DLPFC
greenyellow	violet	0.526	MF	DLPFC
greenyellow	darkgreen	0.254	MF	DLPFC
greenyellow	lightyellow	0.488	MF	DLPFC
greenyellow	grey60	0.568	MF	DLPFC
greenyellow	tan	0.568	MF	DLPFC
greenyellow	steelblue	0.47	MF	DLPFC
darkred	grey	0.573	MF	DLPFC
darkred	cyan	0.435	MF	DLPFC
darkred	yellow	0.74	MF	DLPFC
darkred	blue	0.414	MF	DLPFC
darkred	paleturquoise	0.622	MF	DLPFC
darkred	pink	0.475	MF	DLPFC
darkred	purple	0.677	MF	DLPFC
darkred	darkgrey	1	MF	DLPFC
darkred	turquoise	0.592	MF	DLPFC
darkred	royalblue	0.764	MF	DLPFC
darkred	darkturquoise	0.506	MF	DLPFC
darkred	orange		MF	DLPFC
darkred	midnightblue		MF	DLPFC
darkred	red	0.575	MF	DLPFC
darkred	magenta	0.285	MF	DLPFC
darkred	greenyellow	0.594	MF	DLPFC
darkred	black	0.424	MF	DLPFC
darkred	green	0.453	MF	DLPFC
darkred	white	0.629	MF	DLPFC
darkred	lightgreen	0.622	MF	DLPFC
darkred	brown	0.519	MF	DLPFC
darkred	darkorange	0.677	MF	DLPFC
darkred	lightcyan	0.633	MF	DLPFC
darkred	salmon	0.618	MF	DLPFC
darkred	violet	0.574	MF	DLPFC
darkred	darkgreen	0.213	MF	DLPFC
darkred	lightyellow	0.505	MF	DLPFC
darkred	grey60	0.684	MF	DLPFC
darkred	tan	0.684	MF	DLPFC
darkred	steelblue	0.45	MF	DLPFC
black	grey	0.49	MF	DLPFC
black	cyan	0.391	MF	DLPFC
black	yellow	0.508	MF	DLPFC
black	blue	0.437	MF	DLPFC
black	paleturquoise	0.426	MF	DLPFC
black	pink	0.385	MF	DLPFC
black	purple	0.402	MF	DLPFC
black	darkgrey	1	MF	DLPFC
black	turquoise	0.545	MF	DLPFC
black	royalblue	0.385	MF	DLPFC
black	darkturquoise	0.421	MF	DLPFC
black	orange		MF	DLPFC
black	midnightblue		MF	DLPFC
black	red	0.482	MF	DLPFC
black	magenta	0.495	MF	DLPFC
black	greenyellow	0.453	MF	DLPFC
black	darkred	0.424	MF	DLPFC
black	green	0.398	MF	DLPFC
black	white	0.425	MF	DLPFC
black	lightgreen	0.383	MF	DLPFC
black	brown	0.435	MF	DLPFC
black	darkorange	0.383	MF	DLPFC
black	lightcyan	0.522	MF	DLPFC
black	salmon	0.416	MF	DLPFC
black	violet	0.379	MF	DLPFC
black	darkgreen	0.302	MF	DLPFC
black	lightyellow	0.495	MF	DLPFC
black	grey60	0.384	MF	DLPFC
black	tan	0.384	MF	DLPFC
black	steelblue	0.388	MF	DLPFC
green	grey	0.451	MF	DLPFC
green	cyan	0.422	MF	DLPFC
green	yellow	0.482	MF	DLPFC
green	blue	0.285	MF	DLPFC
green	paleturquoise	0.399	MF	DLPFC
green	pink	0.455	MF	DLPFC
green	purple	0.531	MF	DLPFC
green	darkgrey	1	MF	DLPFC
green	turquoise	0.572	MF	DLPFC
green	royalblue	0.438	MF	DLPFC
green	darkturquoise	0.43	MF	DLPFC
green	orange		MF	DLPFC
green	midnightblue		MF	DLPFC
green	red	0.339	MF	DLPFC
green	magenta	0.261	MF	DLPFC
green	greenyellow	0.45	MF	DLPFC
green	darkred	0.453	MF	DLPFC
green	black	0.398	MF	DLPFC
green	white	0.537	MF	DLPFC
green	lightgreen	0.425	MF	DLPFC
green	brown	0.498	MF	DLPFC
green	darkorange	0.457	MF	DLPFC
green	lightcyan	0.655	MF	DLPFC
green	salmon	0.369	MF	DLPFC
green	violet	0.473	MF	DLPFC
green	darkgreen	0.201	MF	DLPFC
green	lightyellow	0.424	MF	DLPFC
green	grey60	0.465	MF	DLPFC
green	tan	0.465	MF	DLPFC
green	steelblue	0.705	MF	DLPFC
white	grey	0.541	MF	DLPFC
white	cyan	0.467	MF	DLPFC
white	yellow	0.611	MF	DLPFC
white	blue	0.418	MF	DLPFC
white	paleturquoise	0.521	MF	DLPFC
white	pink	0.557	MF	DLPFC
white	purple	0.638	MF	DLPFC
white	darkgrey	1	MF	DLPFC
white	turquoise	0.538	MF	DLPFC
white	royalblue	0.623	MF	DLPFC
white	darkturquoise	0.554	MF	DLPFC
white	orange		MF	DLPFC
white	midnightblue		MF	DLPFC
white	red	0.528	MF	DLPFC
white	magenta	0.338	MF	DLPFC
white	greenyellow	0.568	MF	DLPFC
white	darkred	0.629	MF	DLPFC
white	black	0.425	MF	DLPFC
white	green	0.537	MF	DLPFC
white	lightgreen	0.625	MF	DLPFC
white	brown	0.588	MF	DLPFC
white	darkorange	0.679	MF	DLPFC
white	lightcyan	0.639	MF	DLPFC
white	salmon	0.509	MF	DLPFC
white	violet	0.677	MF	DLPFC
white	darkgreen	0.276	MF	DLPFC
white	lightyellow	0.493	MF	DLPFC
white	grey60	0.644	MF	DLPFC
white	tan	0.644	MF	DLPFC
white	steelblue	0.53	MF	DLPFC
lightgreen	grey	0.586	MF	DLPFC
lightgreen	cyan	0.416	MF	DLPFC
lightgreen	yellow	0.596	MF	DLPFC
lightgreen	blue	0.434	MF	DLPFC
lightgreen	paleturquoise	0.607	MF	DLPFC
lightgreen	pink	0.611	MF	DLPFC
lightgreen	purple	0.627	MF	DLPFC
lightgreen	darkgrey	1	MF	DLPFC
lightgreen	turquoise	0.542	MF	DLPFC
lightgreen	royalblue	0.72	MF	DLPFC
lightgreen	darkturquoise	0.389	MF	DLPFC
lightgreen	orange		MF	DLPFC
lightgreen	midnightblue		MF	DLPFC
lightgreen	red	0.691	MF	DLPFC
lightgreen	magenta	0.293	MF	DLPFC
lightgreen	greenyellow	0.57	MF	DLPFC
lightgreen	darkred	0.622	MF	DLPFC
lightgreen	black	0.383	MF	DLPFC
lightgreen	green	0.425	MF	DLPFC
lightgreen	white	0.625	MF	DLPFC
lightgreen	brown	0.643	MF	DLPFC
lightgreen	darkorange	0.706	MF	DLPFC
lightgreen	lightcyan	0.597	MF	DLPFC
lightgreen	salmon	0.606	MF	DLPFC
lightgreen	violet	0.52	MF	DLPFC
lightgreen	darkgreen	0.294	MF	DLPFC
lightgreen	lightyellow	0.46	MF	DLPFC
lightgreen	grey60	0.77	MF	DLPFC
lightgreen	tan	0.77	MF	DLPFC
lightgreen	steelblue	0.415	MF	DLPFC
brown	grey	0.627	MF	DLPFC
brown	cyan	0.379	MF	DLPFC
brown	yellow	0.581	MF	DLPFC
brown	blue	0.46	MF	DLPFC
brown	paleturquoise	0.612	MF	DLPFC
brown	pink	0.37	MF	DLPFC
brown	purple	0.625	MF	DLPFC
brown	darkgrey	1	MF	DLPFC
brown	turquoise	0.648	MF	DLPFC
brown	royalblue	0.538	MF	DLPFC
brown	darkturquoise	0.365	MF	DLPFC
brown	orange		MF	DLPFC
brown	midnightblue		MF	DLPFC
brown	red	0.673	MF	DLPFC
brown	magenta	0.356	MF	DLPFC
brown	greenyellow	0.572	MF	DLPFC
brown	darkred	0.519	MF	DLPFC
brown	black	0.435	MF	DLPFC
brown	green	0.498	MF	DLPFC
brown	white	0.588	MF	DLPFC
brown	lightgreen	0.643	MF	DLPFC
brown	darkorange	0.49	MF	DLPFC
brown	lightcyan	0.592	MF	DLPFC
brown	salmon	0.551	MF	DLPFC
brown	violet	0.58	MF	DLPFC
brown	darkgreen	0.294	MF	DLPFC
brown	lightyellow	0.402	MF	DLPFC
brown	grey60	0.49	MF	DLPFC
brown	tan	0.49	MF	DLPFC
brown	steelblue	0.512	MF	DLPFC
darkorange	grey	0.56	MF	DLPFC
darkorange	cyan	0.465	MF	DLPFC
darkorange	yellow	0.655	MF	DLPFC
darkorange	blue	0.37	MF	DLPFC
darkorange	paleturquoise	0.531	MF	DLPFC
darkorange	pink	0.748	MF	DLPFC
darkorange	purple	0.66	MF	DLPFC
darkorange	darkgrey	1	MF	DLPFC
darkorange	turquoise	0.53	MF	DLPFC
darkorange	royalblue	0.812	MF	DLPFC
darkorange	darkturquoise	0.437	MF	DLPFC
darkorange	orange		MF	DLPFC
darkorange	midnightblue		MF	DLPFC
darkorange	red	0.548	MF	DLPFC
darkorange	magenta	0.284	MF	DLPFC
