ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	-Log10(qvalues)	Tissue	p.fdr.sig	p.fdr.cat
GO:0002252	immune effector process	303	-0.44945766292455	-1.61069532508657	5.93035798512639e-05	0.105006872056638	0.104041368160112	2251	tags=26%, list=17%, signal=22%	PDPK1/HAVCR2/TNFSF4/PLA2G6/CHGA/RSAD2/CD226/DDX58/STAT3/LIG4/C2/NECTIN2/SLC7A5/MICA/RAB27A/HLA-A/IRAK3/CD55/MYO18A/DNASE1/IRAK4/PAXIP1/DOCK2/SHLD3/HMGB1/SWAP70/DOCK10/TGFB1/TICAM1/LIMK1/S100A13/RGCC/HLA-F/CTSC/XBP1/PTPN22/DHX58/C3/TLR3/C1RL/ANGPT1/ZFPM1/HLA-E/ANXA3/ITGAM/GRN/KLRD1/C1QC/TNFRSF14/JAK3/IL6R/IL27RA/NR4A3/ITGB2/HPX/LGALS9/IL12RB1/PTPN6/NCKAP1L/SCART1/IRF8/C4B/MDK/LACC1/PARP3/TGFB3/FES/PRKCD/HLA-B/EXOSC6/CD8A/CD36/NOS2/SLC11A1/C4A/CLEC4G/HLA-DMA/TLR4/HLA-DRA/HLA-DPA1	0.982793945398885	DLPFC	TRUE	> 0.05
GO:0002699	positive regulation of immune effector process	123	-0.542544990454059	-1.73666452555505	0.000157628293677999	0.208899013500653	0.206978255291547	2322	tags=30%, list=17%, signal=25%	MSH2/PDPK1/TNFSF4/RSAD2/CD226/DDX58/NECTIN2/SLC7A5/HLA-A/CD55/MYO18A/PAXIP1/SHLD3/TGFB1/TICAM1/HLA-F/XBP1/PTPN22/DHX58/C3/HLA-E/ITGAM/KLRD1/TNFRSF14/NR4A3/ITGB2/HPX/LGALS9/IL12RB1/LACC1/FES/HLA-B/EXOSC6/CD36/NOS2/TLR4/HLA-DRA	0.68407527822877	DLPFC	TRUE	> 0.05
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	153	-0.495332594532507	-1.65295428798266	0.000223264449658346	0.208899013500653	0.206978255291547	2094	tags=30%, list=16%, signal=26%	RSAD2/CD226/STAT3/LIG4/C2/NOTCH1/NECTIN2/MICA/RAB27A/HLA-A/CD55/PAXIP1/SHLD3/HMGB1/SWAP70/TGFB1/HLA-F/CTSC/C3/C1RL/HLA-E/KLRD1/C1QC/JAK3/IL6R/CD4/IL27RA/HPX/IL12RB1/PTPN6/NCKAP1L/SCART1/C4B/PRKCQ/PARP3/PRKCD/HLA-B/EXOSC6/CD8A/SLC11A1/C4A/CLEC4G/HLA-DMA/TLR4/HLA-DRA/HLA-DPA1	0.68407527822877	DLPFC	TRUE	> 0.05
GO:0002697	regulation of immune effector process	177	-0.492126068488089	-1.67083896814182	0.000302728630534959	0.208899013500653	0.206978255291547	1860	tags=25%, list=14%, signal=22%	NECTIN2/SLC7A5/MICA/HLA-A/IRAK3/CD55/MYO18A/DNASE1/PAXIP1/SHLD3/HMGB1/TGFB1/TICAM1/HLA-F/XBP1/PTPN22/DHX58/C3/TLR3/ANGPT1/HLA-E/ITGAM/GRN/KLRD1/TNFRSF14/JAK3/IL27RA/NR4A3/ITGB2/HPX/LGALS9/IL12RB1/PTPN6/NCKAP1L/LACC1/PARP3/TGFB3/FES/HLA-B/EXOSC6/CD36/NOS2/CLEC4G/TLR4/HLA-DRA	0.68407527822877	DLPFC	TRUE	> 0.05
GO:0140375	immune receptor activity	53	-0.481650996298483	-1.38818057327149	0.0530821917808219	1	1	1317	tags=34%, list=10%, signal=31%	F3/OSMR/IL10RB/CSF3R/IL17RA/IFNGR1/CD200R1/KLRD1/IL6R/GPR17/CD4/IL27RA/IL17RC/IL12RB1/ACKR2/C5AR1/HLA-DRA/HLA-DPA1	0	DLPFC	FALSE	> 0.05
GO:0002699	positive regulation of immune effector process	123	-0.472121380291417	-1.56546896424107	0.00212490506534174	0.537017605536313	0.533356895796607	1677	tags=25%, list=12%, signal=22%	RSAD2/NR4A3/IL12RB1/MSH2/CD74/LYN/LGALS9/TNFSF4/NLRP3/LAPTM5/HPX/RBP4/ITGAM/SHLD1/WNT5A/PDPK1/DHX58/TGFB1/SHLD3/FES/PLCG2/STXBP2/HLA-B/LACC1/EXOSC6/C3/ITGB2/HLA-DRA/TLR4/NOS2/CD36	0.272982085522974	Hippocampus	FALSE	> 0.05
GO:0002697	regulation of immune effector process	177	-0.431302510441297	-1.51962438525044	0.00328283907581603	0.537017605536313	0.533356895796607	2171	tags=26%, list=16%, signal=22%	RSAD2/NR4A3/HAVCR2/IL12RB1/PTPN6/DNASE1/MSH2/GRN/TMBIM6/CD74/ARRB2/LYN/LGALS9/TNFSF4/NLRP3/LAPTM5/HMGB1/HPX/RBP4/ITGAM/TNFRSF1B/SHLD1/WNT5A/PDPK1/DHX58/TGFB1/SHLD3/A2M/FES/PLCG2/IRAK3/PARP3/STXBP2/ANGPT1/HLA-B/MICA/LGALS3/LACC1/EXOSC6/NCKAP1L/C3/ITGB2/HLA-DRA/TLR4/NOS2/CD36	0.272982085522974	Hippocampus	FALSE	> 0.05
GO:0002252	immune effector process	303	-0.342280906125429	-1.2748557546778	0.0435510887772194	0.855212740609082	0.849382977158512	2379	tags=25%, list=18%, signal=21%	VAV3/RNF168/MDK/MALT1/CPLX2/TLR3/PLA2G6/ERCC1/RSAD2/NR4A3/HAVCR2/C1RL/IL12RB1/PLPP4/PTPN6/DNASE1/MSH2/PAK1/GRN/TMBIM6/ST3GAL1/APBB1IP/CD74/ARRB2/LYN/LGALS9/TNFSF4/CARD9/NLRP3/IRAK4/LAPTM5/RNF8/HMGB1/DYSF/HPX/RBP4/CD8A/LIMK1/ITGAM/TNFRSF1B/SHLD1/ANXA3/RAB27A/C4B/WNT5A/PDPK1/DHX58/C2/IL6R/TGFB1/SHLD3/A2M/FES/PLCG2/IRAK3/PARP3/STXBP2/ANGPT1/SCART1/HLA-B/MICA/LGALS3/HLA-DMA/LACC1/EXOSC6/NCKAP1L/C3/C1QB/LCP1/ITGB2/C1QC/HLA-DRA/TLR4/HLA-DPA1/NOS2/CD36	0.0708964471364936	Hippocampus	FALSE	> 0.05
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	153	-0.345156227526975	-1.19638797634622	0.115646258503401	0.929357334473776	0.923022146556469	1205	tags=24%, list=9%, signal=22%	HAVCR2/C1RL/IL12RB1/PTPN6/TNFAIP3/MSH2/CD74/TNFSF4/CARD9/NLRP3/PRKCQ/RNF8/HMGB1/HPX/CD8A/TNFRSF1B/SHLD1/RAB27A/C4B/C2/TNFSF13B/IL6R/TGFB1/SHLD3/PARP3/SCART1/HLA-B/MICA/HLA-DMA/EXOSC6/NCKAP1L/C3/C1QB/C1QC/HLA-DRA/TLR4/HLA-DPA1	0.0347878785928525	Hippocampus	FALSE	> 0.05
GO:0140375	immune receptor activity	53	-0.336874318439235	-1.0083940782553	0.441901408450704	1	0.996433589106236	601	tags=30%, list=4%, signal=29%	LEPR/IL12RB1/IFNGR1/CD74/IL10RB/ACKR2/IL17RD/IL10RA/F3/IL6R/IL17RC/C5AR2/CD200R1/CSF3R/HLA-DRA/HLA-DPA1	0.00155164111383386	Hippocampus	FALSE	> 0.05
