Tissue	Dataset	OR	P-value	FDR	Direction	Method
Hippocampus	MAYO_AD	1.2790128531182299	0.01613093831170017	0.04129520207795243	EA Bias	DEG
Hippocampus	ROSMAP_AD	1.2389440463774397	0.47148813285517066	0.5693441604288854	EA Bias	DEG
Hippocampus	MSBB_MD36_AD	2.0293998286513055	1.088134105384741e-11	8.705072843077928e-11	EA Bias	DEG
Hippocampus	MSBB_MD44_AD	1.6231959231959232	0.10427540240741512	0.19628311041395788	EA Bias	DEG
Hippocampus	MSBB_MD22_AD	2.913947946090234	5.657481859006234e-06	2.4138589265093265e-05	EA Bias	DEG
Hippocampus	MSBB_MD10_AD	2.9177730109958064	2.7475496114589945e-05	0.00010990198445835978	EA Bias	DEG
Caudate	BS_Caudate_SZ	1.697915966317231	9.355495067104093e-09	5.443197129951472e-08	AA Bias	DEG
Caudate	BS_DLPFC_SZ	1.174511512328917	0.6139359015130365	0.7858379539366867	AA Bias	DEG
Caudate	BS_Hippocampus_SZ	1.0976807313081314	0.7053819870990587	0.851782022157354	AA Bias	DEG
Caudate	BS_sACC_BD	1.509975663947704	0.0230505545247539	0.059009419583369985	AA Bias	DEG
Caudate	BS_Amyg_BD	1.6494653370179022	0.2786503564338218	0.4321728974399015	AA Bias	DEG
Caudate	CMC_DLPFC_SZ	1.0066345441067457	0.9006172825259304	1.0	AA Bias	DEG
Caudate	PSY_SZ	1.7912454948020613	2.2538837406514804e-15	3.6062139850423686e-14	AA Bias	DEG
Caudate	PSY_ASD	1.643318897884893	1.79385718826463e-05	7.653790669929089e-05	AA Bias	DEG
Caudate	PSY_BD	1.6565208045794964	0.00027115669521453074	0.0009641126940961093	AA Bias	DEG
Caudate	Parkinsons	1.5892637538575771	0.1552616346729913	0.27602068386309564	AA Bias	DEG
Caudate	MAYO_AD	2.2180164123421022	5.0939039516754586e-20	1.0866995096907645e-18	AA Bias	DEG
Caudate	ROSMAP_AD	0.894802304268133	1.0	1.0	AA Bias	DEG
Caudate	MSBB_MD36_AD	1.618613455091897	5.602426023208598e-06	2.5611090391810735e-05	AA Bias	DEG
Caudate	MSBB_MD44_AD	0.8859217008037334	0.8648493543136775	0.9883992620727743	AA Bias	DEG
Caudate	MSBB_MD22_AD	1.6577829043224865	0.055892814758453445	0.12197819802529922	AA Bias	DEG
Caudate	MSBB_MD10_AD	1.7397722211617994	0.055440446248644235	0.12197819802529922	AA Bias	DEG
Dentate Gyrus	BS_Caudate_SZ	2.470289618200837	1.829664272081063e-08	9.758209451099002e-08	AA Bias	DEG
Dentate Gyrus	BS_DLPFC_SZ	1.2434480024666343	0.5240609045048197	0.6844877120062951	AA Bias	DEG
Dentate Gyrus	BS_Hippocampus_SZ	2.160885440438156	0.3764650585685601	0.5354169721863966	AA Bias	DEG
Dentate Gyrus	BS_sACC_BD	1.7352263528239615	0.10417777358544691	0.20204174271116979	AA Bias	DEG
Dentate Gyrus	BS_Amyg_BD	0.0	1.0	1.0	AA Bias	DEG
Dentate Gyrus	CMC_DLPFC_SZ	2.385250917992656	0.012452817046599373	0.033207512124264996	AA Bias	DEG
Dentate Gyrus	PSY_SZ	2.3512012283236996	1.9855768368269141e-10	1.4707631079555766e-09	AA Bias	DEG
Dentate Gyrus	PSY_ASD	2.0835076079901924	0.0003806140751462015	0.0012820684636503628	AA Bias	DEG
Dentate Gyrus	PSY_BD	1.5275334528325482	0.1147371635798255	0.2098050991173952	AA Bias	DEG
Dentate Gyrus	Parkinsons	1.2093589743589743	0.6834170991484826	0.851782022157354	AA Bias	DEG
Dentate Gyrus	MAYO_AD	1.9149413963234891	0.00014010292554541412	0.0005274463079356767	AA Bias	DEG
Dentate Gyrus	ROSMAP_AD	1.322526769269191	0.4997566949888391	0.6663422599851189	AA Bias	DEG
Dentate Gyrus	MSBB_MD36_AD	1.9530605024177379	0.0005796460763536311	0.0018548674443316193	AA Bias	DEG
Dentate Gyrus	MSBB_MD44_AD	3.156974516190841	0.00874639688566424	0.024337800029674405	AA Bias	DEG
Dentate Gyrus	MSBB_MD22_AD	1.8704573186906468	0.20215847299302575	0.3404774281987802	AA Bias	DEG
Dentate Gyrus	MSBB_MD10_AD	2.697192513368984	0.028266670037706287	0.06957949547743086	AA Bias	DEG
DLPFC	BS_Caudate_SZ	2.339799471190345	2.8066501228919297e-22	1.796256078650835e-20	AA Bias	DEG
DLPFC	BS_DLPFC_SZ	1.7181755442625009	0.05717728032435901	0.12197819802529922	AA Bias	DEG
DLPFC	BS_Hippocampus_SZ	0.5611430200822844	1.0	1.0	AA Bias	DEG
DLPFC	BS_sACC_BD	1.3524882887503205	0.1139239620788183	0.2098050991173952	AA Bias	DEG
DLPFC	BS_Amyg_BD	1.4225140906975542	0.40985678728269254	0.5702355301324418	AA Bias	DEG
DLPFC	CMC_DLPFC_SZ	3.176313735032596	2.0682606205625295e-10	1.4707631079555766e-09	AA Bias	DEG
DLPFC	PSY_SZ	1.5979103496265044	8.812143544847817e-10	5.639771868702603e-09	AA Bias	DEG
DLPFC	PSY_ASD	2.2531960531960533	1.205903930778256e-13	1.286297526163473e-12	AA Bias	DEG
DLPFC	PSY_BD	1.5054209878850167	0.004996475997833703	0.014535202902788954	AA Bias	DEG
DLPFC	Parkinsons	0.4734907955349287	0.2971188669899323	0.4321728974399015	AA Bias	DEG
DLPFC	MAYO_AD	0.9847315788803424	0.9572797952667179	1.0	AA Bias	DEG
DLPFC	ROSMAP_AD	0.5762223344273332	0.28932837699027103	0.4321728974399015	AA Bias	DEG
DLPFC	MSBB_MD36_AD	1.6536006128702758	3.4310344689045e-06	1.689124661614523e-05	AA Bias	DEG
DLPFC	MSBB_MD44_AD	0.5705862744281012	0.2904404661897467	0.4321728974399015	AA Bias	DEG
DLPFC	MSBB_MD22_AD	0.9866541624585197	1.0	1.0	AA Bias	DEG
DLPFC	MSBB_MD10_AD	1.6928447849728125	0.07534651752080905	0.1506930350416181	AA Bias	DEG
Hippocampus	BS_Caudate_SZ	1.9987364763484166	1.455137406349211e-14	1.8625758801269903e-13	AA Bias	DEG
Hippocampus	BS_DLPFC_SZ	1.0985949417904457	0.7332827415231549	0.8690758418052206	AA Bias	DEG
Hippocampus	BS_Hippocampus_SZ	0.5537323037323038	1.0	1.0	AA Bias	DEG
Hippocampus	BS_sACC_BD	1.1549547843667827	0.4640962414149178	0.6319608393735051	AA Bias	DEG
Hippocampus	BS_Amyg_BD	1.1085843312769645	0.785013222214062	0.9134699313036357	AA Bias	DEG
Hippocampus	CMC_DLPFC_SZ	0.8489095704949687	0.7017564186293458	0.851782022157354	AA Bias	DEG
Hippocampus	PSY_SZ	1.974950450127755	1.4527079988935154e-20	4.648665596459249e-19	AA Bias	DEG
Hippocampus	PSY_ASD	2.065619670504832	7.084689806779367e-11	6.477430680483993e-10	AA Bias	DEG
Hippocampus	PSY_BD	1.5419233550253073	0.002415286922655512	0.007360874430950131	AA Bias	DEG
Hippocampus	Parkinsons	1.8232326893568693	0.06257096220206723	0.12917876067523557	AA Bias	DEG
Hippocampus	MAYO_AD	1.496300804535412	2.5080975389955996e-05	0.00010032390155982398	AA Bias	DEG
Hippocampus	ROSMAP_AD	0.5685859089398472	0.29079968318392324	0.4321728974399015	AA Bias	DEG
Hippocampus	MSBB_MD36_AD	1.1616966173361523	0.1986054319140631	0.3404774281987802	AA Bias	DEG
Hippocampus	MSBB_MD44_AD	0.333975985942991	0.05272378594896818	0.12197819802529922	AA Bias	DEG
Hippocampus	MSBB_MD22_AD	0.9735244369269118	1.0	1.0	AA Bias	DEG
Hippocampus	MSBB_MD10_AD	1.4146580898499057	0.22266916037976067	0.365405801648838	AA Bias	DEG
