"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R12302",0.133138777704157,0.108594459871233,-0.2162877285329,0.105626427610434,0.0398429999260647,0.044214162172962,0.221315635539714,0.0902605373764243,0.0737513139868542,-0.211888632354318,0.203383457681249,-0.150832570469009,-0.186160122067062,0.108562633130221,-0.0559801665197139,0.0217127725356006,0.0845057257885667,0.00671648339279,-0.136024564011829,0.0676813280362702,0.0610999997037846,0.143403781865242,0.00876766506459111,0.234826859114732,-0.0732020372860533,-0.0134387997488146,-0.12236217972293,0.00335883704516432,0.134714509616214,-0.134035866783541,0.0263770656453045,-0.0655117226812669,0.233110957988947
"R12303",-0.179764845645426,-0.0366723278480454,-0.00080605793954167,-0.206368554932593,-0.15536223973019,0.0660205357770818,0.00781482901518787,-0.189797444565391,-0.124882298127112,-0.0457351499971247,-0.03060444195995,-0.0969651821731309,0.123876661025907,-0.130707452013406,0.122156640164526,0.0193219687164736,-0.324922878600028,-0.175446482004416,-0.00535580276361063,-0.155286698449101,-0.00385197367683618,-0.0386780082232844,-0.1242781452008,0.00531886299591092,0.0268573416510862,-0.169202516382036,-0.0275023385021354,-0.0926453127496596,-0.102592210983,0.106825000318687,-0.0790543616221985,-0.00195486065351853,-0.141260413480023
"R12305",0.181510450854937,-0.0266313319926352,0.0732414597987285,0.0262463922512204,0.102433005199028,0.0183670124414499,-0.124451953161681,-0.000770525388327621,0.0211881763098313,-0.046821385721582,-0.0937921030739174,0.144795704372564,0.0323274213093489,0.175309286747744,-0.0386070566611493,-0.0855271538308212,0.0718938331045916,-0.00665097124504098,-0.0545017308832357,0.00256400167524453,0.0106583843841237,-0.0380254367861217,0.00550116167614984,-0.0551208746703542,0.0577334031121112,0.0313804905158955,-0.112928647321452,-0.131984266433389,-0.0891721513943921,0.059050850808556,-0.0175618305195789,0.0220805668711746,-0.0157634594091469
"R12308",0.0561514436695006,0.0359417759521374,-0.00210797960501145,0.0765034613077335,0.0100876776101051,-0.0597788880763224,-0.0287997970339495,0.0814792092121963,0.0897205592676662,0.0486698359452743,-0.0454278221602932,0.0385840901875644,-0.0425558327278184,-0.0622967775842751,-0.0539482489593895,-0.0446456448484883,0.0545006294066231,0.0513679959794199,0.0558959001375007,0.00723291170957191,-0.00888042960115221,0.0148905501527675,0.0128605436765767,-0.0592935839676892,-0.126986828413964,0.0687943291180647,0.121853294387163,0.0765243818767647,-0.0197873855749433,-0.065257420607714,0.0878592663663833,0.0514250679037928,0.000228450769783712
"R12309",-0.047502345943883,-0.0603273555894892,0.0276428588242987,0.105553988834223,0.149293790956989,-0.151179066056361,-0.0229611487064221,0.119660597197771,0.0429718633955509,0.0784242115659954,0.0407203259609185,-0.000705232331733775,0.0341159865665967,-0.00622146748023817,0.0915765746641269,-0.0180561374138522,0.148118999280643,-0.00141767785009815,-0.0448835158189458,-0.0143325846290404,-0.172312029707288,-0.125777641090076,0.109575555479402,-0.11824151039414,-0.0915740836535637,0.157978325195733,-0.023418965050785,0.0298751353049274,0.0806637759928803,0.0303140969480596,0.00409322379341721,0.0837307029796173,-0.0146384874778108
"R12310",-0.0907091350228528,-0.00334273884286678,-0.0279821741566594,0.0364855776632116,-0.00775703514217031,-0.0133908603769006,0.0974872756939092,0.0229323613507251,-0.0190987757801778,0.00323655177851593,0.0913847990164711,-0.0663143436563712,-0.00741538443940166,0.0095235610970931,0.0280689202733489,0.0534676601810143,0.0750543622824738,0.0759427113058282,-0.0199142471277227,-0.00381891430345968,-0.037638881305211,-0.0317675825486004,0.021492200574917,0.0086131703253977,-0.0939092711506451,0.0192302755510917,0.0138330446608294,0.0287297143658239,0.082676429884344,0.0283189874385243,-0.03871836126881,-0.0171753389029873,0.031415984297403
"R12311",-0.10267180840049,0.0125053784853825,-0.0568563901555788,0.0841162158770184,0.0713196096240872,-0.0387900799314685,0.0594307460792029,0.0718585275380519,0.0253261412069253,-0.0464642586813357,0.0847686034192494,-0.0331330959842339,-0.00695768489358599,0.0279074665219627,0.0539811217287579,-0.089938537723796,0.0817037375299266,0.0117247660094526,-0.0373331108815459,-0.000924655491694851,-0.0983825000372755,-0.032342047006935,0.0287347521882891,0.017210367842166,-0.0808188812569794,0.0574594310267745,-0.0778553466447986,0.0551180586399182,0.0587757890071121,0.0586430875816251,0.0180928253822745,0.0582716667379889,0.036353056335854
"R12312",0.00758039075244754,0.0337514471103278,-0.0229750669745151,0.0395726892406644,0.0291914984892268,-0.015854035754489,0.0536163771180683,0.0398839528592957,0.0602965544031244,-0.00661934968896742,0.0704603207106493,-0.0274316248993904,-0.0277746500674276,-0.0381626960329263,0.021911170540748,-0.0828777237752991,0.0290745734780761,0.020478372455694,0.0136538649087886,-0.0291430193536555,-0.00109845473891928,0.0355631164700564,0.0314793584957451,0.0263527002162176,-0.115231640030107,0.0261308251705879,-0.0229345840742497,0.00588319930623688,0.0485315991658996,-0.0508429551121075,0.0398434954522263,-0.00105606399065431,0.0227364505696489
"R12314",-0.0749723209708548,-0.0205064349708839,0.047558794282231,0.0208920125508334,0.0487134395335765,-0.054728438641673,-0.049567125370117,0.0340476953744674,0.00765532002538726,-0.0265365362405481,-0.0129315133848277,0.0334004882718434,0.0449039861925908,-0.011126200684026,0.0227227534821707,0.0147200971467509,0.0317890673254805,0.00272406982914346,-0.0668331987324607,0.0547254154088497,-0.0541038890964861,-0.0554436394717074,0.0415233978809878,-0.0742224326189315,-0.0545745920249237,0.0480553722406716,-0.0265672650918515,-0.0603188820199467,0.0222687013600368,-0.0056023521213957,0.0019697436567027,0.0431179178810263,-0.0229303176338488
"R12319",0.0129837763054772,0.0182667394856771,-0.0165370026456413,-0.0441749530678595,0.00878014905123254,0.0848040156810668,-0.025744760656308,0.0097515686460118,0.0772593638253038,-0.14939654735839,-0.0377227951331225,0.00323387785150546,0.00931385145113695,-0.00396659496487028,-0.00474730832708307,0.0484649013343172,-0.0892676630551544,-0.0994380816523651,-0.0565153739687608,0.0362792639428149,0.0640418584248833,0.0996175846185085,-0.0743635899023574,0.0769518065035888,0.028684327431721,-0.0262372859227094,-0.114216447550289,-0.140886945165813,-0.0451833847461717,0.0462287535296015,0.0872178780891303,0.0255729330376945,0.0223522639100312
"R12321",-0.151565125423633,0.160927653337031,-0.0546496331237053,0.0405267923224703,-0.0537321403906407,0.112804070393338,-0.0189035271937699,-0.107427534849496,0.00777652146167857,0.108543692914414,-0.138078640348047,0.0481129549593304,-0.105670528443923,-0.125409190680688,-0.189150857235423,0.0183536460783935,-0.0398025773580905,0.0511874792371487,0.175407627282493,-0.0802321132546816,0.180445746649962,0.103297071898241,-0.182666316438398,0.0752879174299233,0.0344944732605512,-0.218752721570613,0.165344560267174,0.0885001091824741,-0.182582274391756,-0.0717914837359483,-0.0169945736633707,-0.123091902713263,0.0675120654214684
"R12322",0.019048746295383,0.0447247511551883,-0.00634567764467482,-0.000215160062067381,-0.0311261279408868,0.0115810372044787,0.0058125540774265,-0.0861866404685461,-0.0543664012738693,0.0479614073769498,-0.035384772415765,0.0312391824124408,-0.0557479943210489,0.00463255603273775,-0.0784625135724067,0.0828054255005825,-0.0129980401594432,0.0352474859901347,0.0945882642406128,0.0198432615541045,0.0543659506413225,-0.0140785177905738,-0.0213685604327186,-0.0244020666426876,-0.00280063759346654,-0.0820651207060801,0.0919542254120401,0.107585651456313,-0.034331279345434,-0.0502577262324127,-0.0656708528682965,-0.0944668093507131,0.00988720765842633
"R12323",0.147326493360029,-0.187057567343021,0.0999298095997726,-0.0727536705686175,0.0966549090181804,0.0861556941503108,-0.0456529042384458,-0.0427676771655485,-0.124719049733709,0.184692547560884,-0.0324972129001577,-0.0206345680466269,0.131403072370277,-0.0513026988152803,-0.00867779897275602,-0.0745226942797047,0.0388991512169535,-0.102230794227077,0.131304713730638,0.06490145400219,-0.05224017274321,-0.155544505694759,0.0289870592897903,-0.0194567273022716,-0.0356052156650039,0.0351947513162914,-0.0143184950894201,0.0952071381939804,-0.00431441822370608,0.0772367219978528,-0.0482653258570253,0.0852169496679363,-0.171507318183449
"R12324",0.0300684123154287,-0.0353941145207565,0.0316390315771858,0.0370283713236581,-0.102573438112969,-0.120744060365453,-0.0336600809633219,0.0261420007159909,-0.077583814782471,0.135517229634836,0.0210708846396991,0.00701104860003358,-0.035692687960304,-0.00534172617310259,0.0053290672123188,0.128975326612026,0.0776956419045771,0.132118782781137,0.102300033251723,-0.0584151161025683,-0.0882014415914772,-0.131656837208762,0.0880665489167873,-0.108857995488653,0.0212218254882016,0.0591410679815332,0.165756029688038,0.118015910713274,0.0700669964991611,-0.133782014099311,-0.0865613926257611,-0.0151641924073056,-0.0388546720353018
"R12325",-0.0627346396792575,0.045846899506021,0.00274220515075253,0.0118928043475921,0.036388431754459,-0.0162913452562544,-0.0158144236540455,-0.081280134524898,-0.088325259353492,0.0359389332752984,-0.00378762982817978,0.0109366544621128,-0.0280478723629243,-0.0462535618990308,-0.021781213809092,-0.0363378518319381,0.0516584782082436,0.0231240673691226,0.0828137246105584,-0.0396236096720688,0.0394435658779652,-0.0397797894833343,0.0121173721939476,-0.0251688173641428,0.00188035700163835,-0.0577539417165447,0.0168664128737751,0.0109241154882022,-0.00452081979817273,-0.0159912696505228,-0.121609000416821,-0.11157695643066,0.0140084730379938
"R12326",0.0350746574450338,-0.118757401904456,0.0881560954407569,-0.0435404077537885,0.072207340497853,-0.00417916852065503,-0.0411619530379229,0.0317082633149618,-0.0368091695433499,0.17618529845443,-0.0333008131319391,-0.00900608017761401,0.0790640342853113,-0.115762398401632,0.0401792311666368,-0.164832132750928,-0.0124615988452987,-0.110781853157063,0.0962042192548419,-0.0372962343326981,-0.073803078676555,-0.109833343631813,0.0317342109153306,-0.0767655270407556,-0.0986040215913908,0.100379909324263,-0.0228630424092378,0.067324167656112,0.000162048381513104,0.0362593274220843,0.010912041355885,0.106509342294147,-0.126595269623156
"R12327",-0.00475067593509412,-0.0754420214620104,-0.00699686962681512,0.0645343020577823,0.109841815663839,0.177504009421633,0.0432780059291716,0.0763440922891117,0.0673865841032778,0.0320875846094691,0.0098143212087007,-0.0348813193610531,0.0900574058028252,0.024743568016395,-0.0411790475215325,0.0834901533599585,0.13196076532478,0.00625980113965148,0.0444639306413029,0.0839337467186955,0.0106673178909896,0.0541160419634179,-0.0643051277925438,0.129678998376168,-0.0732885762487046,0.0547145029643092,-0.0647209372628597,-0.0342781853740029,-0.0409429423467896,0.155802208417364,0.144943926395318,0.192558385983409,-0.0419573733838037
"R12329",0.0562228997083975,0.0162188232192571,0.015416800407401,-0.00605259805809692,-0.08714846487802,0.0532859561521111,0.00575176177489788,-0.0445487568466843,-0.0263897497829337,0.093722521130243,-0.0174390452251387,0.000126356485307043,-0.0129119323120785,-0.0352160569214171,-0.0688179513704991,0.0054720484479769,-0.0172354131513602,0.0246477405574315,0.0696115045376389,0.0565821668659233,0.076950924423137,0.00187034156343026,-0.0282854578753294,0.0297083415837305,0.0597318767546432,-0.0444882230866893,0.109281780581007,0.0698864776719883,-0.0401309050997765,-0.0462375661874411,-0.0203159201364965,-0.0435779936558771,-0.00878520505880571
"R12330",0.0538445633066819,-0.0191084124869697,-0.000693793586316546,0.037801055491895,0.0330451996907305,-0.0547274104432372,-0.0193318357379976,0.0441276731259181,0.0787149205821267,0.0652632579246893,0.0210073154243759,-0.0250238751953948,0.0372245168166107,-0.0357877830815378,0.0375479191626211,-0.00903396023334197,0.0443969232911728,0.0697539650147711,0.0622032286406273,0.0395536891343705,-0.0840582867921662,-0.0337312487677701,-0.0338926625246358,-0.045660686423842,0.0473282030296707,0.00848627281872984,0.0519695304177601,0.0700689716318945,-0.00582371944501358,0.0589599668450976,0.0721755801096194,0.0803845364699053,-0.0410354596232421
"R12331",0.0138436666161436,0.0484977536681448,-0.0524380499163325,-0.0227466152224771,-0.0601024712989823,0.0331792954447356,0.0449105471919181,-0.0377131228948347,0.0219193487181899,-0.00393496423519934,0.0107271162268412,-0.0372128299380668,-0.0251435686618618,-0.0421567040527217,-0.0265987735467512,0.0287818420529509,-0.0491235275170955,0.0161920822736812,0.00772229925251695,0.0912512290313622,0.0583389511698729,0.0707280670573304,-0.0778038669519506,0.0346182514055294,0.0601624282920126,-0.0831062108915981,0.0292329700941359,0.0166291477000274,-0.0391310503543064,0.0233065788377828,0.000959359756162565,-0.0294065239082835,0.0185577635002713
"R12332",-0.00188114039191533,-0.030247839628705,-0.0299987734707584,-0.0710867101316737,-0.0366403864128514,0.0724326329690398,0.0756014611703806,-0.0312846775710618,-0.00978582516415083,-0.0541167349921747,0.0217524736529339,-0.0741833144886149,0.0306161333057833,-0.0290356606013239,0.0507202095931515,0.00960223121524938,-0.090289362695157,-0.0580615821719835,-0.0117778655445973,0.0166893233700028,0.0279948407867189,0.0337490116799889,-0.0296718987230221,0.0696370305063693,0.0179814525978163,-0.0308099483359114,-0.0343360146048369,0.0339194515569441,0.00704254769063196,0.0443023900222991,0.0434828462986217,0.0361340903560293,-0.0437642675589296
"R12333",-0.0672098329698181,-0.0452285077573817,0.0243483707963014,0.035714944312206,0.095495590847827,-0.0762698694293629,-0.000599221835187317,0.0835743427329915,0.0534340494162475,0.0182014063901948,0.0468685161123827,-0.0291489929194711,0.025912845522378,-0.102745291839452,0.0701203146021363,-0.165509908834483,0.0739302440360273,0.00893585678339095,-0.0781898401285064,-0.0423234540328812,-0.116499257872352,-0.0687318593010762,0.0974235353377248,-0.063329353733419,0.0314089750758529,0.111155701837598,-0.0612557011604997,0.00206987704385388,0.091074320062858,0.00318832155113829,0.0136436500800488,0.0694807902702847,-0.00450772161124205
