Tissue	Feature	Direction	trait	type	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	Enrichment_FDR
Caudate	Gene		Red blood cell count	2	0.0219123495951039	0.0337021741630208	0.00818488403493138	1.53804474580632	0.373528361228784	0.149039091065302	6.14822613182439e-09	1.28444354542303e-08	0.47866845948449	0.6832023150963652
Caudate	Gene		Myeloid white cell count	2	0.0219123495951039	0.0318183809611891	0.00703550595456234	1.45207527029865	0.321074922797615	0.15882509261028	3.1689746019787e-09	9.99184989206072e-09	0.317155945716988	0.6854799804608023
Caudate	Gene	up	Cigarettes Per Day	1	0.0106496068969138	0.0203222519841986	0.00748657555789511	1.90826311064005	0.702990789271729	0.195591125399284	9.18709724348476e-09	8.32779527733837e-09	1.10318480912766	0.6854799804608023
Caudate	Gene		Platelet count	2	0.0219123495951039	0.0333891267095404	0.00897230731021173	1.52375839773024	0.409463497799273	0.200525976470007	8.60553362073179e-09	1.76053203076146e-08	0.488803013541862	0.6854799804608023
Caudate	Gene	down	Cigarettes Per Day	1	0.0113585294403319	0.0181997218588535	0.00537439659073553	1.60229561004875	0.473159542260116	0.214183359806778	4.92634292043502e-09	5.37868606687438e-09	0.915900809079527	0.6854799804608023
Caudate	Gene		White blood cell count	2	0.0219123495951039	0.0289611380223262	0.00584440972988625	1.32168108657765	0.266717619875512	0.227946592059495	-2.28797047220078e-10	9.1816486039919e-09	-0.0249189505162073	0.6854799804608023
Caudate	Gene	down	Height	4	0.0113585294403319	0.0144541764974169	0.00261209894825119	1.27253942276127	0.229968057218404	0.23722440565224	-1.26462832152789e-08	2.17773027438784e-08	-0.580709345138427	0.6854799804608023
Caudate	Gene	up	Neuroticism	1	0.0106496068969138	0.00796831274594916	0.00228688889956623	0.748225997736903	0.214739278332325	0.237735433510238	-5.12300817857465e-09	4.16976476883133e-09	-1.22860843778736	0.6854799804608023
Caudate	Gene		Neuroticism	1	0.0219123495951039	0.0177219427604587	0.003589563827072	0.808765061160694	0.163814647602831	0.239685118955895	-4.26205572257688e-09	3.20766253399714e-09	-1.32871075975247	0.6854799804608023
Caudate	Gene	down	Myeloid white cell count	2	0.0113585294403319	0.017682849206294	0.00545456323457121	1.55679036614595	0.480217378774675	0.247800746296431	6.86678099862078e-10	1.45729571668447e-08	0.0471200245770539	0.6854799804608023
Caudate	Gene	down	White blood cell count	2	0.0113585294403319	0.0157496373956573	0.00384353348625664	1.38659123774714	0.338383019249743	0.254944295680936	-3.6895482553857e-09	1.13989090698287e-08	-0.32367555814191	0.6854799804608023
Caudate	Gene	down	Granulocyte count	2	0.0113585294403319	0.0177746916673789	0.00571598231067438	1.56487613654144	0.503232600725408	0.26272263557338	8.19742283318751e-10	1.50488034807342e-08	0.0544722565065188	0.6854799804608023
Caudate	Gene		mdd2019edinburgh	1	0.0219123495951039	0.0178439719670679	0.00383932884353374	0.814334030662552	0.175213015239205	0.292758912678775	-2.18696959941404e-09	2.00784776529329e-09	-1.08921086409884	0.6854799804608023
Caudate	Gene	up	Neutrophil count	2	0.0106496068969138	0.0152429014191322	0.00445832593333869	1.43131118046709	0.4186376057346	0.303008023328929	8.18337105104887e-09	1.27070662395982e-08	0.644001604835233	0.6854799804608023
Caudate	Gene	down	Neutrophil count	2	0.0113585294403319	0.0168721218404936	0.00542716882760381	1.48541428088252	0.477805587080046	0.310880435070217	-1.0451844980402e-09	1.41770517335054e-08	-0.0737236851277097	0.6854799804608023
Caudate	Gene	up	Bipolar Disorder	1	0.0106496068969138	0.0146226986578825	0.00444604269609855	1.3730740298142	0.417484207552016	0.374325515352685	1.75654485329189e-08	2.26935792499202e-08	0.774027240898135	0.7726385605378238
Caudate	Gene	up	Granulocyte count	2	0.0106496068969138	0.0146447760987778	0.00478002290424286	1.37514710547877	0.448845009070529	0.403744119965188	6.21533588955545e-09	1.37187755223209e-08	0.453053253874068	0.7992675907632757
Caudate	Gene	up	Education Years	1	0.0106496068969138	0.00889218842298629	0.00215702101456216	0.834978089713637	0.202544660609702	0.416840018464755	-5.04827325425005e-09	4.76067648952294e-09	-1.06041090281182	0.7992675907632757
Caudate	Gene		Autism	1	0.0219123495951039	0.015610907675723	0.00811538459153414	0.712425091976955	0.370356659212275	0.432511501223294	-6.60202714311063e-09	1.20858114892936e-08	-0.546262627789546	0.7992675907632757
Caudate	Gene	up	Platelet count	2	0.0106496068969138	0.00858299663193771	0.00269074529302176	0.805944925011738	0.252661466199425	0.441681743507223	-1.6662885295365e-08	1.09648725666024e-08	-1.51966064303546	0.7992675907632757
Caudate	Gene	down	Neuroticism	1	0.0113585294403319	0.00969822965397809	0.00222284105524633	0.853827927719367	0.195697961335861	0.454127739526869	-3.50413601297879e-09	3.76596690385539e-09	-0.930474457805631	0.7992675907632757
Caudate	Gene	up	Myeloid white cell count	2	0.0106496068969138	0.0139847985186083	0.00452172622281868	1.31317509218683	0.424590904301739	0.461392820246641	4.34992015819282e-09	1.31973322558781e-08	0.329606019902647	0.7992675907632757
Caudate	Gene	down	BMI	4	0.0113585294403319	0.0124752339080688	0.00157366333746179	1.09831417646122	0.138544636938124	0.475358627200306	-1.02734136422462e-09	5.1086425782531e-09	-0.201098696667075	0.7992675907632757
Caudate	Gene	up	Schizophrenia_PGC3	1	0.0106496068969138	0.00875527984089841	0.00288886399010917	0.822122349270527	0.271264847432663	0.513067747153623	-1.90582496450197e-08	1.81365988559584e-08	-1.05081717891988	0.7995632370985648
Caudate	Gene	down	Schizophrenia_PGC3	1	0.0113585294403319	0.0128470147180566	0.00247787508051422	1.13104559754358	0.218151046183475	0.547884102232402	2.64246410838598e-09	1.4192654861347e-08	0.186185328552066	0.7995632370985648
Caudate	Gene	down	Autism	1	0.0113585294403319	0.00763502535482761	0.0062347706372076	0.672184317075156	0.548906499733065	0.550099860473004	-8.91940686031409e-09	1.7898272911275e-08	-0.498338968487586	0.7995632370985648
Caudate	Gene	up	White blood cell count	2	0.0106496068969138	0.0131405270287318	0.00421988153860576	1.23389784767923	0.396247634251048	0.555929102246699	2.34869097826246e-09	1.36152959108254e-08	0.172503851083767	0.7995632370985648
Caudate	Gene	down	Bipolar Disorder	1	0.0113585294403319	0.00812391413391848	0.00573132106434531	0.715225872908512	0.504583017938438	0.572304939053869	-1.92147668504417e-08	2.71601821212086e-08	-0.707460898630625	0.8012269146754166
Caudate	Gene		BMI	4	0.0219123495951039	0.0239573780522036	0.00400683291073239	1.09332766658472	0.182857292110184	0.608972600837142	-6.73013772536529e-10	6.89089047508614e-09	-0.0976671701530875	0.8338692626862432
Caudate	Gene	up	Autism	1	0.0106496068969138	0.0080431217347812	0.00542992161549944	0.755250575221892	0.509870614761657	0.627756855106186	-3.65657555954401e-09	1.64176311749427e-08	-0.222722481738098	0.8343603770398674
Caudate	Gene	down	mdd2019edinburgh	1	0.0113585294403319	0.0125140827543993	0.00277208733951856	1.10173441202381	0.244053365717872	0.676860647897098	1.42024785273296e-09	2.7414204355235e-09	0.518070061173142	0.8775838204280008
Caudate	Gene	up	Red blood cell count	2	0.0106496068969138	0.0094697435319019	0.00282778901898804	0.889210618154004	0.265529896676985	0.678677649174811	-1.23307013868974e-08	8.82937102590153e-09	-1.39655490189783	0.8775838204280008
Caudate	Gene	down	Lymphocyte count	2	0.0113585294403319	0.0103690558614585	0.00271889612690683	0.912887175750057	0.239370434455409	0.713184867813596	-1.74512345384588e-08	8.09794742466824e-09	-2.15501949114887	0.889968348579292
Caudate	Gene	up	Lymphocyte count	2	0.0106496068969138	0.0117156821324947	0.00329432867605748	1.10010465605917	0.309338054253641	0.746024951441551	-1.36316522490486e-09	1.07251134854278e-08	-0.127100307773618	0.9060882553032992
Caudate	Gene	up	BMI	4	0.0106496068969138	0.0115048298748848	0.00371984821141736	1.08030559120626	0.34929441503567	0.818052138758242	-4.2117691910195e-10	1.29852522086968e-08	-0.0324350203086441	0.9178553823780392
Caudate	Gene		Bipolar Disorder	1	0.0219123495951039	0.0229824945987593	0.00726805189367703	1.0488375287648	0.331687474322744	0.882889463049352	-6.44691550481272e-10	1.80144012259551e-08	-0.0357875647597102	0.9178553823780392
Caudate	Gene		Schizophrenia_PGC3	1	0.0219123495951039	0.0216234017008294	0.00348151000430138	0.986813468221637	0.158883463828967	0.933990690279917	-7.77539565179907e-09	1.06659949246773e-08	-0.728989251045819	0.9614610046999146
Caudate	Gene		Lymphocyte count	2	0.0219123495951039	0.0220450215739855	0.00427892596896278	1.0060546669496	0.195274630426618	0.975239686480731	-9.56742505836183e-09	6.8133860346135e-09	-1.40421003738188	0.9846169911584303
DentateGyrus	Gene		Autism	1	0.0222688238981714	0.00170065041789155	0.00862878260033212	0.0763691170071713	0.387482636702724	0.00996767355368318	-2.78740689388773e-08	1.20869757729384e-08	-2.30612433271228	0.5665722378911857
DentateGyrus	Gene	down	Autism	1	0.0121213005725899	-0.000711612324836621	0.00533273638591808	-0.0587075883957367	0.439947541436027	0.0107918521503083	-3.15935618113315e-08	1.38131084367474e-08	-2.28721594100298	0.5665722378911857
DentateGyrus	Gene	up	Height	4	0.010224521775044	0.0163915606633581	0.00321044961111699	1.60316159757872	0.313995087667868	0.0558034920158462	2.45574538911676e-08	2.79772452188266e-08	0.877765258841217	0.86191860454497
DentateGyrus	Gene	down	Platelet count	2	0.0121213005725899	0.00751477509486974	0.00267168080345145	0.619964421298401	0.220412057885352	0.0836838488665934	-1.23061690003848e-08	9.7211842340734e-09	-1.26591253740988	0.86191860454497
DentateGyrus	Gene	up	Education Years	1	0.010224521775044	0.00596630891271425	0.00253922694609028	0.583529385919717	0.248346768871674	0.0910064017934101	-1.19974026654075e-08	5.79007466785681e-09	-2.07206354902644	0.86191860454497
DentateGyrus	Gene	down	Neutrophil count	2	0.0121213005725899	0.0167265723383875	0.00274983918823091	1.37993214822272	0.226860077576918	0.0934799858629276	1.36398420269917e-08	6.87741329371923e-09	1.98328084186075	0.86191860454497
DentateGyrus	Gene	up	Bipolar Disorder	1	0.010224521775044	0.00458983289362182	0.00344618975791981	0.448904407913203	0.337051437098138	0.100545125893212	-3.80570784150227e-08	1.82815251940561e-08	-2.08172337980838	0.86191860454497
DentateGyrus	Gene		Neutrophil count	2	0.0222688238981714	0.0289545928529255	0.0041962832345182	1.30022999801543	0.188437577741263	0.109918728797374	4.29532727345279e-09	5.6254937112621e-09	0.763546720326725	0.86191860454497
DentateGyrus	Gene		Height	4	0.0222688238981714	0.0330033987973265	0.00682277597116794	1.48204498577208	0.306382411678605	0.119485009887983	2.927162950954e-08	2.73383578391772e-08	1.07071645201718	0.86191860454497
DentateGyrus	Gene	up	mdd2019edinburgh	1	0.010224521775044	0.00709891982838337	0.0022528716607538	0.694303360545463	0.220340052113987	0.168120032465835	-3.88740399163951e-09	2.61293222650121e-09	-1.48775538539124	0.86191860454497
DentateGyrus	Gene		Granulocyte count	2	0.0222688238981714	0.0279406300634802	0.00415134425476352	1.25469715828928	0.186419555596934	0.169893906692768	2.65304163819712e-09	5.61678116239339e-09	0.472341998289037	0.86191860454497
DentateGyrus	Gene	down	Granulocyte count	2	0.0121213005725899	0.0158572819456962	0.00275554718626306	1.30821621415399	0.227330983978254	0.174053845896174	1.12799625102514e-08	6.94125758305825e-09	1.62506035473784	0.86191860454497
DentateGyrus	Gene		Bipolar Disorder	1	0.0222688238981714	0.0144054160533752	0.0059111177021798	0.646887151258945	0.265443641263208	0.18232522884721	-2.48534557893877e-08	1.4688478344105e-08	-1.69203747366807	0.86191860454497
DentateGyrus	Gene		Myeloid white cell count	2	0.0222688238981714	0.0271358268840112	0.00395818747909754	1.21855680426119	0.177745690441359	0.217085768676426	1.8770469991312e-09	5.49824298198509e-09	0.341390332380966	0.86191860454497
DentateGyrus	Gene	up	Autism	1	0.010224521775044	0.00237918967073854	0.00689946907204951	0.23269446953946	0.674796261756679	0.242799383845551	-2.24358843666808e-08	2.13718035418266e-08	-1.04978900459999	0.8825402723181052
DentateGyrus	Gene	down	Myeloid white cell count	2	0.0121213005725899	0.0151326192311427	0.00258977707257039	1.24843197646317	0.213655049395168	0.24374921806881	9.94321926800002e-09	6.6575203580417e-09	1.49353193580391	0.8825402723181052
DentateGyrus	Gene	up	Lymphocyte count	2	0.010224521775044	0.0133550438208564	0.00314212149404643	1.30617784525173	0.307312318676429	0.322661643035521	-1.70579412050791e-09	9.95423264274626e-09	-0.171363698411342	0.9249931914351897
DentateGyrus	Gene	down	mdd2019edinburgh	1	0.0121213005725899	0.0158476384681235	0.00399850393414137	1.30742063305978	0.329874167396131	0.352378358641977	2.14150105409326e-09	3.7625677924142e-09	0.569159460305485	0.9249931914351897
DentateGyrus	Gene		White blood cell count	2	0.0222688238981714	0.0256039125119023	0.00398775716477665	1.14976491928721	0.179073541692702	0.402094355365085	5.82966166020535e-10	6.02937386374615e-09	0.0966876792175445	0.9566445038699036
DentateGyrus	Gene		Education Years	1	0.0222688238981714	0.0195533476716186	0.00341503986355084	0.878059288673263	0.153355196447139	0.425265422447745	-4.76756449140827e-09	3.72459825845029e-09	-1.28002113532425	0.9566445038699036
DentateGyrus	Gene	down	Height	4	0.0121213005725899	0.0165714243107469	0.00600661924918651	1.36713252934425	0.495542471966195	0.457897530378677	3.08534588704404e-08	4.38701364252236e-08	0.703290698059029	0.9566445038699036
DentateGyrus	Gene		Platelet count	2	0.0222688238981714	0.0191521112910591	0.00488202209755111	0.860041436343288	0.219231249924787	0.525160667218176	-1.234536465287e-08	9.72148877299555e-09	-1.26990473796185	0.9566445038699036
DentateGyrus	Gene	down	Bipolar Disorder	1	0.0121213005725899	0.00931501944666395	0.00459687968266903	0.768483496542284	0.379239806416813	0.540830370160261	-1.51892867891725e-08	2.07633336621714e-08	-0.731543741304212	0.9566445038699036
DentateGyrus	Gene	up	White blood cell count	2	0.010224521775044	0.0119849794303384	0.00294636299455098	1.17217995071331	0.288166337690476	0.54986420982688	-7.76888193826698e-09	9.60470692468647e-09	-0.808861946458672	0.9566445038699036
DentateGyrus	Gene	up	Schizophrenia_PGC3	1	0.010224521775044	0.00871233218381012	0.00254597285933291	0.85210168020524	0.249006546745991	0.551297457548211	-2.12843770577218e-08	1.64208859312322e-08	-1.29617714579207	0.9566445038699036
DentateGyrus	Gene	up	Red blood cell count	2	0.010224521775044	0.00866592421242563	0.00283124621611297	0.847562791012616	0.276907446470842	0.581337590697724	-2.0260512719429e-08	9.22848527796809e-09	-2.19543208979252	0.9566445038699036
DentateGyrus	Gene		Lymphocyte count	2	0.0222688238981714	0.024757607217623	0.00484471744897694	1.11176087838459	0.217556053751664	0.607583656399506	8.40062987051511e-10	7.42590348060368e-09	0.113126030959833	0.9566445038699036
DentateGyrus	Gene	down	Education Years	1	0.0121213005725899	0.013259918482799	0.00237143891226884	1.09393529212399	0.195642282613748	0.631582209495207	7.05757959899076e-10	4.68457777764706e-09	0.150655617944198	0.9566445038699036
DentateGyrus	Gene	up	Neutrophil count	2	0.010224521775044	0.011600049020821	0.00295514411266258	1.13453218410022	0.289025166915432	0.641294314327035	-8.9671322101e-09	8.53450620862705e-09	-1.05069139220212	0.9566445038699036
DentateGyrus	Gene	up	Granulocyte count	2	0.010224521775044	0.0115344726590741	0.00292510349367214	1.12811854802123	0.286087071652751	0.653918557381423	-9.45591711488027e-09	8.57267253776478e-09	-1.1030302479448	0.9566445038699036
DentateGyrus	Gene	up	Myeloid white cell count	2	0.010224521775044	0.0115091999739695	0.00297027567431918	1.12564677617109	0.290505095462656	0.665310899885605	-9.40841905630464e-09	8.85100517498937e-09	-1.06297746643402	0.9566445038699036
DentateGyrus	Gene	down	BMI	4	0.0121213005725899	0.0136088115725033	0.0035164215849774	1.12271876198475	0.290102663812257	0.672320997219434	1.01200451846125e-09	1.07945773450657e-08	0.0937511943368344	0.9566445038699036
DentateGyrus	Gene	down	White blood cell count	2	0.0121213005725899	0.0132703446249968	0.00273509355338454	1.09479544257859	0.225643571579227	0.67417736677068	6.47803066487471e-09	7.73495209634362e-09	0.837501071006882	0.9566445038699036
DentateGyrus	Gene	up	Neuroticism	1	0.010224521775044	0.00887901743205989	0.00325125003565418	0.868404178445951	0.317985535870226	0.677368537756497	-3.24300873022332e-09	6.11879604393755e-09	-0.530007652965728	0.9566445038699036
DentateGyrus	Gene		Cigarettes Per Day	1	0.0222688238981714	0.0202967536816866	0.00513184244658007	0.911442551905636	0.230449639821412	0.698996325363099	-2.39731696237564e-09	2.80287176056249e-09	-0.855307401539678	0.9566445038699036
DentateGyrus	Gene	up	BMI	4	0.010224521775044	0.00955395720358979	0.00176254157363793	0.93441604544371	0.172383766440786	0.704005665447814	-7.60973912310553e-09	6.39111760549128e-09	-1.19067424397998	0.9566445038699036
DentateGyrus	Gene		Neuroticism	1	0.0222688238981714	0.021077967921123	0.0038801804442446	0.94652362502421	0.174242719866459	0.75827409321717	-2.34424344059057e-09	3.3725147738278e-09	-0.695102497039578	0.9566445038699036
DentateGyrus	Gene	up	Platelet count	2	0.010224521775044	0.0115966306593579	0.00472228895450342	1.13419785438404	0.461859151792266	0.771609988650506	-1.21390137999741e-08	1.96073059234463e-08	-0.619106666023832	0.9566445038699036
DentateGyrus	Gene	down	Lymphocyte count	2	0.0121213005725899	0.0111581840853512	0.00333385988794102	0.920543469616072	0.275041433712147	0.772117311370667	2.08144386403018e-09	9.71894509303155e-09	0.214163558298376	0.9566445038699036
DentateGyrus	Gene	down	Schizophrenia_PGC3	1	0.0121213005725899	0.0128416610707328	0.00264513010303796	1.05942930742694	0.218221641085232	0.7849186612185	-3.79397978348795e-09	1.50068864738053e-08	-0.252815918219304	0.9566445038699036
DentateGyrus	Gene	up	Cigarettes Per Day	1	0.010224521775044	0.0092108572464448	0.00373046863032789	0.900859467963242	0.364855072188626	0.786585503945639	-2.12242648296563e-09	4.41257371786783e-09	-0.480995133151269	0.9566445038699036
DentateGyrus	Gene	down	Cigarettes Per Day	1	0.0121213005725899	0.0110257155271443	0.00415211466575769	0.909614893312431	0.342546960278083	0.789330538242015	-2.69995579946029e-09	4.01415284409284e-09	-0.672609116873439	0.9566445038699036
DentateGyrus	Gene		BMI	4	0.0222688238981714	0.0232803855871017	0.00411586849039579	1.04542501631679	0.18482648698541	0.805717163146805	-2.6017023192798e-09	6.94001389701969e-09	-0.374884309726969	0.9566445038699036
DentateGyrus	Gene		mdd2019edinburgh	1	0.0222688238981714	0.0233986566197874	0.00471753431172115	1.05073607509684	0.211844789526963	0.810870103280204	-3.44400158626286e-10	2.48803868814262e-09	-0.13842234860238	0.9566445038699036
DentateGyrus	Gene		Red blood cell count	2	0.0222688238981714	0.021256191819109	0.00469909146728728	0.95452691692687	0.211016598306888	0.828873371488973	-8.51079229369248e-09	7.47288821574975e-09	-1.13888928189173	0.9670189334038019
DentateGyrus	Gene		Schizophrenia_PGC3	1	0.0222688238981714	0.0218423829735582	0.00362296114542893	0.980850316722464	0.162692073995269	0.906275538512297	-1.08846624789648e-08	1.14901646733299e-08	-0.947302566013645	0.9867905174534799
DentateGyrus	Gene	down	Neuroticism	1	0.0121213005725899	0.0123253003316546	0.00242860633973732	1.01682985731134	0.200358560964089	0.933077504143631	-1.50675938045346e-09	3.84341203538568e-09	-0.392036910583869	0.9867905174534799
DentateGyrus	Gene	down	Red blood cell count	2	0.0121213005725899	0.0120368382031048	0.0035075274576853	0.993031905365322	0.289368903665082	0.980746910245143	9.39747762935052e-12	1.03226598952544e-08	0.000910373656083621	0.99578236365532
DLPFC	Gene		Education Years	1	0.0187216948918826	0.00610649556390788	0.00253622814945966	0.326172154774061	0.135470007609157	9.82095549800474e-07	-1.72039254655324e-08	3.12599694925815e-09	-5.50350040156474	0.00010312003272904976
DLPFC	Gene	up	Education Years	1	0.0106970808864517	0.0020782072072043	0.00179905729210393	0.194277974455295	0.168182078008076	1.97243882778522e-06	-1.93718344217088e-08	3.7786871988735e-09	-5.12660440046055	0.00010355303845872406
DLPFC	Gene	up	Schizophrenia_PGC3	1	0.0106970808864517	0.00441266317288983	0.00191700424521583	0.41251096628414	0.179208165813141	0.00123562898123325	-4.70546095044966e-08	1.19011994044283e-08	-3.95377036426999	0.03243526075737281
DLPFC	Gene	up	BMI	4	0.0106970808864517	0.00738409103124859	0.00118875688473794	0.690290286633318	0.111129091885576	0.00650072413457988	-1.59358340652771e-08	4.21535925543829e-09	-3.78042133531515	0.10837056050919945
DLPFC	Gene		Granulocyte count	2	0.0187216948918826	0.0287429804100951	0.00430373874670324	1.53527661763987	0.229879760970213	0.0210427712540328	4.06543230370411e-09	6.6183103024986e-09	0.614270428234424	0.22230050627322623
DLPFC	Gene	up	Granulocyte count	2	0.0106970808864517	0.0192012849779615	0.00377617941986153	1.7950023171537	0.353010270740702	0.0253270397828446	9.10743946027484e-09	1.06428352809876e-08	0.855734324531391	0.22230050627322623
DLPFC	Gene		Neutrophil count	2	0.0187216948918826	0.02800569170403	0.00425249286850456	1.49589510275444	0.227142515304443	0.0308035299341362	3.32013669483113e-09	6.55222636070384e-09	0.506718863490924	0.23102647450602148
DLPFC	Gene		Myeloid white cell count	2	0.0187216948918826	0.0277932896630488	0.0042705793799248	1.48454986706889	0.228108587635217	0.034261234909165	2.91182132085073e-09	6.74542431818402e-09	0.431673558770968	0.23982864436415502
DLPFC	Gene	up	Myeloid white cell count	2	0.0106970808864517	0.0186535949075749	0.00388368281077711	1.74380236118438	0.363060058346939	0.0406668285032623	8.0039340295252e-09	1.11092556607666e-08	0.72047437505573	0.2537651461811357
DLPFC	Gene	up	Neutrophil count	2	0.0106970808864517	0.0183845385127284	0.00378029061661345	1.71865004180842	0.353394599586632	0.0435025964881947	7.38534098536258e-09	1.06714271295655e-08	0.692066852511344	0.2537651461811357
DLPFC	Gene	up	White blood cell count	2	0.0106970808864517	0.0167659114949844	0.00309445835605139	1.56733520789013	0.28928063542743	0.0500296712816903	3.15822877021734e-09	9.83453240893892e-09	0.32113664777257	0.27647976234618327
DLPFC	Gene		White blood cell count	2	0.0187216948918826	0.0252846062115572	0.00363765076524632	1.35055113105813	0.194301359265477	0.0720150512562099	-5.56310546646444e-10	6.45494817888696e-09	-0.0861835806003897	0.3538077299738319
DLPFC	Gene		Cigarettes Per Day	1	0.0187216948918826	0.0279114183873175	0.00555290981528947	1.49085959089203	0.296602943662815	0.0887698702409313	4.46195729992173e-09	3.49644748814051e-09	1.27614022949181	0.38836818230407444
DLPFC	Gene	up	Red blood cell count	2	0.0106970808864517	0.016027168454779	0.00320314984825817	1.49827496163724	0.299441490838409	0.0936839275655895	6.52664096539141e-11	1.03565901780524e-08	0.00630192066421878	0.39347249577547594
DLPFC	Gene		Schizophrenia_PGC3	1	0.0187216948918826	0.0139061412328369	0.00303934210298735	0.742782174004257	0.1623433199045	0.116665315988826	-2.59981676955249e-08	1.09207882740555e-08	-2.38061273995107	0.4206666497563046
DLPFC	Gene		Red blood cell count	2	0.0187216948918826	0.0267031026473865	0.0052531723715189	1.42631865339096	0.280592777622745	0.126741435476332	3.57018120543335e-10	9.69977279614588e-09	0.0368068539383926	0.4206666497563046
DLPFC	Gene	up	Autism	1	0.0106970808864517	0.00232395546323121	0.00619675695433349	0.217251368658395	0.579294203728224	0.153717783572078	-2.11263180166225e-08	1.7810540729277e-08	-1.1861693778839	0.4362261425694105
DLPFC	Gene		Bipolar Disorder	1	0.0187216948918826	0.0112489661733105	0.00554467990715567	0.600851912087717	0.296163351618327	0.171302078230138	-2.61446873612784e-08	1.58371694533231e-08	-1.65084344385747	0.45211320856071563
DLPFC	Gene		Height	4	0.0187216948918826	0.0228500799487609	0.00328252486571543	1.22051342470431	0.175332676056946	0.210936133620129	-9.54216919589005e-09	1.561427401663e-08	-0.611118338625743	0.503370318866217
DLPFC	Gene	up	Lymphocyte count	2	0.0106970808864517	0.0131546551207513	0.00257825249248679	1.22974251203542	0.241023931655246	0.340009613875487	-7.36893471720508e-09	7.75127949529656e-09	-0.950673333567253	0.6263334992443182
DLPFC	Gene	up	Neuroticism	1	0.0106970808864517	0.00858118011959578	0.00230147267277247	0.802198301637986	0.21514959989574	0.357694196066143	-4.56999876548285e-09	4.15008512601322e-09	-1.10118193403734	0.6426616130330763
DLPFC	Gene	up	Platelet count	2	0.0106970808864517	0.0142455295809528	0.00408495257284969	1.33172121742065	0.381875449593302	0.383694274363664	-6.21386596556029e-09	1.6123747934961e-08	-0.385385953106275	0.671464980136412
DLPFC	Gene		BMI	4	0.0187216948918826	0.0171642129554581	0.0018384614477862	0.916808710673958	0.0981995197765628	0.400282603311014	-8.0216309618215e-09	3.77727293603907e-09	-2.12365669562474	0.6796357511064721
DLPFC	Gene	up	Cigarettes Per Day	1	0.0106970808864517	0.0138466735146352	0.00389590569904708	1.29443477726456	0.364202696081449	0.413797540018813	2.75987252919819e-09	4.39048435162966e-09	0.628603203692953	0.6824228796912974
DLPFC	Gene	up	Height	4	0.0106970808864517	0.0127416680596912	0.00268221910779592	1.19113505777347	0.250743089284577	0.446677808638121	-1.45847214295789e-08	2.20091306978122e-08	-0.66266685539873	0.682672221357825
DLPFC	Gene	up	mdd2019edinburgh	1	0.0106970808864517	0.0132820075553154	0.00371905443706444	1.24164785667252	0.347670030407525	0.487686970998842	2.53576598588958e-09	3.93384574957199e-09	0.644602291832483	0.6965035945747868
