"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"184","GO:0031347","regulation of defense response",0.050581425799878,21,1.56668741075818,0.0293290094370198,0.448825481252784,106608,23,608,1.62336681868606,0.016000699810728,0.161619471731617
"186","GO:1903900","regulation of viral life cycle",0.00870588225357703,6,2.60071395115176,0.029720196005653,0.448825481252784,138624,7,136,2.20877531340405,0.0401962669308111,0.199907388591019
"187","GO:0009617","response to bacterium",0.0506613303889988,21,1.56421638378601,0.0297586686197953,0.448825481252784,123316,22,650,1.4524518104846,0.0521908304130629,0.211852498530284
"189","GO:0050863","regulation of T cell activation",0.0386508987900158,17,1.65975295282908,0.0299146681748057,0.448825481252784,147886,17,361,2.02085022738036,0.00497181625025922,0.122534321249423
"193","GO:0006641","triglyceride metabolic process",0.00873926045516294,6,2.59078094194872,0.0301952981392032,0.448825481252784,223410,5,97,2.21202829619257,0.0763269636050725,0.242228986036806
"199","GO:0061138","morphogenesis of a branching epithelium",0.0300016650063658,14,1.76090855850953,0.0305582587937318,0.448825481252784,131835,13,180,3.09929742388759,0.000316798862592504,0.0412562562503387
"201","GO:1990266","neutrophil migration",0.00878765162776933,6,2.57651422621422,0.0308928972022189,0.448825481252784,114914,5,122,1.75874380926786,0.156262928717352,0.339917522735743
"205","GO:0006638","neutral lipid metabolic process",0.0112179411166193,7,2.35471857669933,0.0313194244149736,0.448825481252784,196026,6,123,2.09333409493346,0.068071387496299,0.23486731052723
"207","GO:0002690","positive regulation of leukocyte chemotaxis",0.00886048454556433,6,2.55533535638261,0.0319625869940277,0.448825481252784,125184,5,95,2.25859731295452,0.0711767057428074,0.240053879759963
"209","GO:0010468","regulation of gene expression",0.387861093126517,118,1.14804765613002,0.0324823366584026,0.448825481252784,188716,123,4513,1.16958606700082,0.025824020571287,0.174432630474355
"210","GO:0001817","regulation of cytokine production",0.0604484393345628,24,1.49823616180717,0.0324963871001893,0.448825481252784,130555,22,702,1.34486278748574,0.0984860333182729,0.272927581150021
"211","GO:0002688","regulation of leukocyte chemotaxis",0.0113177103831344,7,2.33396097314757,0.0326107216294067,0.448825481252784,112486,6,121,2.12793465848607,0.0639232745481981,0.234625427426203
"221","GO:0002449","lymphocyte mediated immunity",0.0191672579359559,10,1.9687661731632,0.0333430386098608,0.448825481252784,134221,12,277,1.85906204820805,0.0296561447543204,0.181764515715224
"222","GO:0032330","regulation of chondrocyte differentiation",0.011375312287919,7,2.3221423439668,0.0333722376316684,0.448825481252784,335530,7,53,5.66780080420662,0.000217086176643511,0.0314292542407216
"224","GO:0050792","regulation of viral process",0.0113820117278278,7,2.320775533471,0.0334615699215455,0.448825481252784,121409,8,156,2.2006845613403,0.0299734563747889,0.181764515715224
"225","GO:0002573","myeloid leukocyte differentiation",0.0247018188535287,12,1.83318561019468,0.0335432563941864,0.448825481252784,219668,12,207,2.48773037368903,0.00347403189144091,0.118309863187417
"227","GO:0006979","response to oxidative stress",0.0392342387518619,17,1.63507552171334,0.0337299860079636,0.448825481252784,170375,17,402,1.81474361215002,0.0136498817506518,0.1545563092888
"228","GO:0007159","leukocyte cell-cell adhesion",0.0422339356459232,18,1.60829265052033,0.0337566363490198,0.448825481252784,140888,18,388,1.99082546657331,0.00456177637020283,0.122474884682093
"232","GO:0002819","regulation of adaptive immune response",0.0166096925123897,9,2.04472563990031,0.0345865945435553,0.454806822938397,217862,10,191,2.24677219613277,0.0143257011443056,0.1545563092888
"237","GO:0002697","regulation of immune effector process",0.0277543787763816,13,1.76752663674573,0.0354239652113342,0.454806822938397,163154,15,361,1.7831031418062,0.0227105140993706,0.17204534809
"239","GO:0050671","positive regulation of lymphocyte proliferation",0.0167003061921216,9,2.03363122569364,0.0356012541836723,0.454806822938397,161831,8,138,2.48773037368903,0.0156464565026502,0.161619471731617
"241","GO:0032609","interferon-gamma production",0.0115641544282909,7,2.28422186018202,0.0359517289045701,0.454806822938397,171112,6,112,2.29892940782871,0.0471480382192173,0.207813015249719
"242","GO:0032649","regulation of interferon-gamma production",0.0115641544282909,7,2.28422186018202,0.0359517289045701,0.454806822938397,171112,6,112,2.29892940782871,0.0471480382192173,0.207813015249719
"244","GO:0034470","ncRNA processing",0.0250217009646318,12,1.80974982204176,0.0364116977249863,0.455420829013534,202390,11,406,1.16267694189038,0.348262640203578,0.529505507800773
"252","GO:0060541","respiratory system development",0.0308892526342036,14,1.71030970884503,0.0375287668125082,0.455420829013534,152977,13,204,2.73467419754787,0.00103061383353764,0.0730445797624275
"253","GO:0001819","positive regulation of cytokine production",0.0397972750499447,17,1.61194311207786,0.037742409341549,0.455420829013534,138169,16,456,1.50573154196968,0.069118368074548,0.235346884234345
"254","GO:0032946","positive regulation of mononuclear cell proliferation",0.0169183525355876,9,2.00742147200823,0.0381263844177132,0.455420829013534,161831,8,141,2.43479994020629,0.0175918020367795,0.162111561485162
"255","GO:0002821","positive regulation of adaptive immune response",0.00925556211928458,6,2.44625978867206,0.0381848038300044,0.455420829013534,250309,7,114,2.63503019844694,0.0173671254219452,0.162111561485162
"258","GO:0019222","regulation of metabolic process",0.509983102935764,150,1.1099146865663,0.0387001122398183,0.455420829013534,181534,160,6309,1.08830810451446,0.0996801597876652,0.274594605081031
"260","GO:0060255","regulation of macromolecule metabolic process",0.476105247790278,141,1.11755851078644,0.0390391117962203,0.455420829013534,177157,147,5805,1.08669462447579,0.119099765687623,0.297293093277725
"263","GO:0017148","negative regulation of translation",0.0143694641673825,8,2.1008910905536,0.0393337305272059,0.455420829013534,232527,8,171,2.00764205595957,0.0473315857167904,0.207813015249719
"264","GO:0071346","cellular response to interferon-gamma",0.00932635465746046,6,2.42769123259221,0.0393757111232917,0.455420829013534,199590,6,115,2.23895733632013,0.0523969235339974,0.212012406638686
"267","GO:0010508","positive regulation of autophagy",0.0143969080714168,8,2.09688629638601,0.0396998510593378,0.455420829013534,128097,8,136,2.52431464389034,0.0144393031487416,0.1545563092888
"268","GO:0097530","granulocyte migration",0.0118328949902064,7,2.23234418639609,0.0398449535744765,0.455420829013534,98701,6,150,1.71653395784543,0.138596724320357,0.320766486304486
"275","GO:0034655","nucleobase-containing compound catabolic process",0.0313084878817679,14,1.6874078645622,0.0411910122746659,0.466712078207737,155856,15,392,1.64209243416336,0.0422263538020685,0.203016525369084
"278","GO:0002685","regulation of leukocyte migration",0.0199674811087894,10,1.88986526898443,0.0419881114301022,0.468687641222214,85967,9,217,1.77981631573835,0.0683449770072243,0.23486731052723
"283","GO:0046700","heterocycle catabolic process",0.0344202877453194,15,1.6444886807375,0.0426070325619459,0.468687641222214,156373,17,432,1.68871975019516,0.0254361562963878,0.174432630474355
"286","GO:0051216","cartilage development",0.0314797426318843,14,1.67822810043359,0.0427578581278579,0.468687641222214,279762,14,195,3.08095838587642,0.000200355767416283,0.0314292542407216
"288","GO:0048754","branching morphogenesis of an epithelial tube",0.0256866854979339,12,1.76289848184449,0.0429240784598607,0.468687641222214,111344,11,149,3.16809958662748,0.000750757966869298,0.0673066024654632
"289","GO:0055072","iron ion homeostasis",0.0071680306477441,5,2.63223268084658,0.0434301247040897,0.468687641222214,39821,5,81,2.64897215716888,0.0407170685743641,0.19991051506154
"295","GO:0050870","positive regulation of T cell activation",0.0257771729237349,12,1.75671005512901,0.043869161655461,0.468687641222214,158164,12,239,2.15464513537084,0.0105494172335878,0.144693585845947
"297","GO:0002703","regulation of leukocyte mediated immunity",0.0173965719508008,9,1.9522388805675,0.0440865168448594,0.468687641222214,179306,11,230,2.05237755829345,0.019399859267567,0.165215794938823
"299","GO:1900407","regulation of cellular response to oxidative stress",0.00962506311363261,6,2.35234919154905,0.0446594136715909,0.468687641222214,316862,5,76,2.82324664119315,0.0322087158230695,0.184069985602893
"300","GO:1901575","organic substance catabolic process",0.155743087678368,52,1.25993659185424,0.04470400229039,0.468687641222214,171285,54,2003,1.15692503399468,0.14255825839342,0.324969344384614
"303","GO:0050900","leukocyte migration",0.0346944216719963,15,1.63149494521171,0.0450738420111714,0.468687641222214,96002,14,382,1.57274053729294,0.0646321282119782,0.23486731052723
"305","GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.0288134783785801,13,1.70255750204923,0.0453220589363,0.468687641222214,148148,13,261,2.13744649923282,0.00848102254777816,0.128497353252964
"308","GO:0051899","membrane depolarization",0.00970481133653434,6,2.33301902003257,0.0461413695269624,0.469821652634969,87353,6,79,3.25924169211158,0.0102837756882144,0.144083437868208
"309","GO:0051225","spindle assembly",0.00729339535916135,5,2.58698776072815,0.0461528561299125,0.469821652634969,97341,4,121,1.41862310565738,0.311793529161643,0.495447522558075
"316","GO:0034599","cellular response to oxidative stress",0.0289805707397615,13,1.69274112004561,0.0470440126000942,0.475180995487773,188192,12,262,1.9654968982963,0.0203505289994288,0.166771945196577
"323","GO:0002250","adaptive immune response",0.0320256022277857,14,1.64962358251641,0.0480333895672269,0.481442358508436,141813,16,432,1.58938329430133,0.0469656178329133,0.207813015249719
"325","GO:0045785","positive regulation of cell adhesion",0.0567325815293412,22,1.46333668743053,0.0489451792765181,0.48683640150613,145086,22,464,2.03468464830816,0.00137776373898846,0.0780533109522591
"326","GO:0010506","regulation of autophagy",0.0292024308226577,13,1.67988083154785,0.0494000581626626,0.487638452923859,142355,13,324,1.72183190215977,0.0411079077650285,0.200612748381394
"327","GO:0097529","myeloid leukocyte migration",0.0206465694396899,10,1.82770552593896,0.0504377181737301,0.49413794571707,87950,9,230,1.6792180022401,0.0903136158929929,0.259964833187155
"328","GO:1990845","adaptive thermogenesis",0.0206778093060207,10,1.82494424327709,0.0508518510992894,0.494477328226672,112457,10,157,2.73333432777935,0.00381351823013931,0.118309863187417
"331","GO:0019079","viral genome replication",0.00999208764438174,6,2.26594383874254,0.0517315350620642,0.495293841226684,44213,7,122,2.46224133297501,0.0241946687425552,0.174432630474355
"334","GO:1902105","regulation of leukocyte differentiation",0.035408512454048,15,1.59859224976944,0.0519718774358944,0.495293841226684,245240,14,303,1.98279500081156,0.0119817804553749,0.153061371895623
"338","GO:0045619","regulation of lymphocyte differentiation",0.0236688200747546,11,1.7537601718701,0.0527279178845402,0.495293841226684,260674,10,201,2.13499248488238,0.019743460920589,0.166284920260559
"341","GO:0031349","positive regulation of defense response",0.0237011784493296,11,1.7513658255857,0.0531401685781707,0.495293841226684,165013,11,281,1.67988198721528,0.0657224625432622,0.23486731052723
"343","GO:0051249","regulation of lymphocyte activation",0.0509716952030627,20,1.48065897774326,0.0533232355959944,0.495293841226684,194613,20,482,1.78063688573178,0.00958240711327363,0.137548168892077
"345","GO:0002705","positive regulation of leukocyte mediated immunity",0.0100988658180558,6,2.24198537161286,0.0539103693895098,0.495293841226684,206163,7,133,2.25859731295452,0.0363058315255744,0.193020375452644
"347","GO:1904951","positive regulation of establishment of protein localization",0.0266976293838511,12,1.69614381175414,0.054314822063839,0.495293841226684,116277,10,299,1.43522906174367,0.162099519258799,0.348540715502006
"349","GO:0006401","RNA catabolic process",0.0209572190506957,10,1.80061338125638,0.0546571696850633,0.495293841226684,205864,10,274,1.56618061847211,0.108808628170879,0.287453781737235
"350","GO:2000113","negative regulation of cellular macromolecule biosynthetic process",0.0154017431536308,8,1.96008198189997,0.0547037972598871,0.495293841226684,232527,8,189,1.81643805063009,0.0754772732496833,0.242228986036806
"356","GO:0030593","neutrophil chemotaxis",0.00770160914647502,5,2.44986783533901,0.0557097193636953,0.495293841226684,137222,4,101,1.69953857212419,0.209652528426685,0.403511439497741
"359","GO:0001909","leukocyte mediated cytotoxicity",0.00770578024257764,5,2.44854173546875,0.0558128386445693,0.495293841226684,98035,7,125,2.40314754098361,0.0271725739129639,0.174432630474355
"363","GO:0002444","myeloid leukocyte mediated immunity",0.00772173358770424,5,2.44348297101915,0.0562082634942713,0.495293841226684,68619,5,102,2.10359553657529,0.0900557754747006,0.259964833187155
"365","GO:0045580","regulation of T cell differentiation",0.0210762648979902,10,1.79044291003394,0.0563342252722323,0.495293841226684,218914,9,173,2.23248636135967,0.0203431416911639,0.166771945196577
"366","GO:0062197","cellular response to chemical stress",0.0328105893084278,14,1.61015665347026,0.0563938976829023,0.495293841226684,179989,13,317,1.75985342681314,0.0355003685460177,0.193020375452644
"369","GO:0006275","regulation of DNA replication",0.0102415654118667,6,2.21074694379515,0.0569080728482565,0.495293841226684,59132,6,132,1.9506067702789,0.088621596116962,0.259964833187155
"371","GO:0071621","granulocyte chemotaxis",0.0102466971987999,6,2.20963974973458,0.0570177100414448,0.495293841226684,114589,5,125,1.71653395784543,0.167581196397004,0.354321443683254
"377","GO:0048566","embryonic digestive tract development",0.00778491823814662,5,2.42365095574772,0.0577902732951698,0.497792856786765,381553,5,33,6.50202256759634,0.00092990086477196,0.0712741662822273
"383","GO:0001843","neural tube closure",0.0103052699527774,6,2.19708067209438,0.0582781045044678,0.497792856786765,141696,5,91,2.35787631572175,0.0614714247995063,0.229419460981225
"384","GO:0046651","lymphocyte proliferation",0.0299937799404621,13,1.63555923498014,0.0584657387317354,0.497792856786765,152116,12,291,1.76962263695405,0.0408105886464848,0.19991051506154
