"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"22","GO:0140374","antiviral innate immune response",0.00191030396721538,7,7.41768887518222,5.64163843150833e-05,0.00552343267389578,181432,4,22,4.47199511897499,0.0110504239805289,0.176121486077267
"23","GO:0002752","cell surface pattern recognition receptor signaling pathway",0.000853870572310832,5,11.853620230156,7.71251956819263e-05,0.0072077001055473,238013,2,7,7.0274209012464,0.0302576002218504,0.235642522939865
"24","GO:1903028","positive regulation of opsonization",0.000931596918324687,5,10.8646317852577,0.000115547005971717,0.0103288975772978,238013,2,8,6.1489932885906,0.0392717148538714,0.265599396335164
"25","GO:0002220","innate immune response activating cell surface receptor signaling pathway",0.00291114463627034,8,5.56287440412212,0.000122967584181621,0.0105342230448922,208961,5,28,4.392138063279,0.0049468524317926,0.128743399997033
"26","GO:0002758","innate immune response-activating signal transduction",0.00294498576893626,8,5.49895084540769,0.000132951180746854,0.0109339051046213,208961,5,29,4.24068502661421,0.0057809976407559,0.141777566579261
"27","GO:0001867","complement activation, lectin pathway",0.00102003743413088,5,9.92263337717842,0.000175476772226402,0.01373022082412,238013,2,12,4.0993288590604,0.0831993471717898,0.345190247612063
"28","GO:1903027","regulation of opsonization",0.00102609544602282,5,9.86405068759411,0.000180309320161109,0.01373022082412,238013,2,10,4.91919463087248,0.0598240053330605,0.30380579581462
"29","GO:0050852","T cell receptor signaling pathway",0.0113477834890001,16,2.8541841672435,0.000221807715639066,0.0162870236912114,77347,9,127,1.74302171960049,0.0743685335490554,0.325322776546506
"30","GO:0050863","regulation of T cell activation",0.0386508987900158,36,1.88545405691705,0.000264147492471833,0.0187271463628307,109383,28,361,1.90772090947963,0.000861948710257687,0.0626065513488138
"31","GO:0002376","immune system process",0.198746375959822,130,1.32408902283603,0.000314490682342905,0.0215530947632338,148545,120,2464,1.19785583543973,0.0187904346309296,0.205495391495698
"33","GO:0002429","immune response-activating cell surface receptor signaling pathway",0.0207860560886382,23,2.2399008380859,0.000359233299030759,0.0230807394627263,121043,13,223,1.43384596863996,0.123225192012172,0.391425519755544
"34","GO:0002757","immune response-activating signal transduction",0.0207860560886382,23,2.2399008380859,0.000359233299030759,0.0230807394627263,121043,13,223,1.43384596863996,0.123225192012172,0.391425519755544
"35","GO:0002440","production of molecular mediator of immune response",0.0170279463896002,20,2.37761084238795,0.000411977328703905,0.0256674359944009,98957,15,231,1.59714111391964,0.0506869671750442,0.286297814593107
"36","GO:0050778","positive regulation of immune response",0.0400455788009915,36,1.81978875344214,0.000503785014938751,0.0304641761974727,140735,26,502,1.27389502393112,0.123557958327504,0.391425519755544
"37","GO:2000345","regulation of hepatocyte proliferation",0.00137425045608017,5,7.36507486324463,0.000675519172601557,0.0383544116651057,252796,3,15,4.91919463087248,0.0211283469600478,0.21136943316596
"38","GO:0048714","positive regulation of oligodendrocyte differentiation",0.00378654041540595,8,4.27681477211157,0.000694801708740922,0.0383544116651057,264421,6,25,5.90303355704698,0.000403807768011855,0.0516873133003916
"39","GO:0008228","opsonization",0.0013888385898791,5,7.28771331934231,0.000707988801375348,0.0383544116651057,238013,2,16,3.0744966442953,0.136177524105226,0.397864454412626
"40","GO:0002684","positive regulation of immune system process",0.0742644371067063,57,1.55369945400415,0.000708885040502927,0.0383544116651057,133258,46,846,1.33736969870056,0.027616587471936,0.225014630980753
"41","GO:0090232","positive regulation of spindle checkpoint",0.001414489542975,5,7.15555483612185,0.00076789153576895,0.0390664463390013,99538,2,12,4.0993288590604,0.0831993471717898,0.345190247612063
"42","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint",0.001414489542975,5,7.15555483612185,0.00076789153576895,0.0390664463390013,99538,2,12,4.0993288590604,0.0831993471717898,0.345190247612063
"43","GO:0045087","innate immune response",0.050347372417085,42,1.68867289062594,0.000779048783997593,0.0390664463390013,156928,40,809,1.21611733766934,0.116258638962672,0.381842861578972
"44","GO:0007028","cytoplasm organization",0.00216583067662592,6,5.60789406066393,0.000823504988145984,0.0394502172501104,159012,5,16,7.68624161073826,0.000329292630445233,0.0503671615726638
"45","GO:0098542","defense response to other organism",0.0649076563402916,51,1.59054990147095,0.000825077500853477,0.0394502172501104,164680,49,1054,1.14345605746087,0.180996179089728,0.430703870611667
"47","GO:0045088","regulation of innate immune response",0.0169069004333369,19,2.27490181380025,0.000951364611934569,0.0444546736849426,204594,16,224,1.7568552253116,0.0210085493675576,0.21136943316596
"48","GO:0051249","regulation of lymphocyte activation",0.0509716952030627,42,1.6679893139962,0.00098556582571141,0.0447119370979196,123507,34,482,1.73498565819154,0.00134905106011451,0.0752161430322284
"49","GO:0002768","immune response-regulating cell surface receptor signaling pathway",0.0238549357832563,24,2.03660141418269,0.0010003643514126,0.0447119370979196,116115,14,251,1.3718869488489,0.144904012038156,0.399276417993312
"50","GO:0045089","positive regulation of innate immune response",0.0106611685372641,14,2.65825278651233,0.00105401909834468,0.0461077290680142,220610,11,134,2.0190724231193,0.0208568636641746,0.21136943316596
"53","GO:0007159","leukocyte cell-cell adhesion",0.0422339356459232,36,1.72549616351371,0.00127231096584146,0.0536819567464675,99084,28,388,1.7749671348509,0.00250206104324957,0.0892383144760781
"54","GO:0050865","regulation of cell activation",0.0629832902973228,49,1.57486665006807,0.00128030692576364,0.0536819567464675,119624,41,623,1.61867560084889,0.00172288477080618,0.0775190939391265
"55","GO:0050870","positive regulation of T cell activation",0.0257771729237349,25,1.96325980351379,0.0013054950570639,0.0536819567464675,78486,20,239,2.0582404313274,0.00187115637429347,0.0775190939391265
"57","GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.0288134783785801,27,1.89688553833109,0.00138875766728386,0.0559859953712865,78796,22,261,2.07322379078917,0.00103593793297829,0.0674414548854784
"59","GO:0002250","adaptive immune response",0.0320256022277857,29,1.83304760434335,0.00155676289178841,0.0615520097214802,117101,24,432,1.36644295302013,0.076375190346149,0.33128141635376
"60","GO:0048525","negative regulation of viral process",0.00544738040148519,9,3.34447424982735,0.001805370697052,0.0700347576063946,172239,6,88,1.67699816961562,0.148280679310829,0.402430697800464
"63","GO:0002699","positive regulation of immune effector process",0.019381749578229,20,2.08886353608608,0.00192025790545158,0.0731120417334899,203968,17,246,1.69972172204944,0.0236160668068295,0.219166632740832
"64","GO:0006952","defense response",0.115616334855772,79,1.38318714686446,0.00195824711012649,0.0732028374258192,160021,75,1615,1.14222785546575,0.122811239874187,0.391425519755544
"66","GO:0002218","activation of innate immune response",0.00458585695440802,8,3.53136439815013,0.00229472515933526,0.0835782808824909,208961,5,59,2.08440450460698,0.0911876560660663,0.355079206196652
"68","GO:1903037","regulation of leukocyte cell-cell adhesion",0.0390820443545282,33,1.70926625094673,0.00231710214508851,0.0835782808824909,104542,26,352,1.81674801708359,0.00256221400559409,0.0892383144760781
"70","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",0.00368448914536944,7,3.84586300210395,0.00266773973911083,0.0937399145852497,85061,7,41,4.19931248976919,0.00119992641333133,0.0705909994039584
"71","GO:0022409","positive regulation of cell-cell adhesion",0.0363515473254759,31,1.72628240210475,0.00269000727652224,0.0937399145852497,85558,25,308,1.99642639239955,0.000842909125701619,0.0626065513488138
"72","GO:0002694","regulation of leukocyte activation",0.0588206659060274,45,1.54865838401827,0.00274640878565036,0.0941102743882855,120416,37,570,1.59658071352879,0.00355189521379429,0.110646917569107
"75","GO:0046596","regulation of viral entry into host cell",0.00278581838151021,6,4.35984953953457,0.00289374379628393,0.0974097207043347,150971,6,45,3.27946308724832,0.00933386867688402,0.173250943151694
"77","GO:0048713","regulation of oligodendrocyte differentiation",0.00700238149960053,10,2.89086148489795,0.00293745266715406,0.0974097207043347,306714,8,43,4.57599500546277,0.000294731170843665,0.0503671615726638
"78","GO:0008150","biological_process",0.913670987223479,468,1.03688136572176,0.00306296676424456,0.0999596772585208,172883,660,16370,0.991651941470934,0.770563947159041,0.826957079033886
"79","GO:0043252","sodium-independent organic anion transport",0.00196803901910532,5,5.1429150497635,0.0032095158546791,0.103105696831566,303917,4,14,7.0274209012464,0.0019573238642201,0.0789070169575787
"80","GO:0050776","regulation of immune response",0.0628773411185687,47,1.51313173732089,0.00344427190003738,0.108944969638105,142576,39,797,1.20356706777934,0.132829890887947,0.397072337802508
"81","GO:0060394","negative regulation of pathway-restricted SMAD protein phosphorylation",0.00201654084530059,5,5.01921769324233,0.00355569750364537,0.110765364659013,248369,3,11,6.70799267846248,0.00864635235971001,0.166837868217486
"82","GO:0045687","positive regulation of glial cell differentiation",0.00607875563046003,9,2.99709752938409,0.00370377526855026,0.113656148539393,238641,7,42,4.0993288590604,0.00139018163191862,0.0752161430322284
"84","GO:0002253","activation of immune response",0.0250333457129666,23,1.85986743391336,0.00385996284313983,0.116707111845522,121043,13,302,1.05876705631361,0.456722795056466,0.635055064643547
"85","GO:0032007","negative regulation of TOR signaling",0.00396508451603934,7,3.57370452723267,0.00396944436722935,0.118277936507587,102644,5,48,2.56208053691275,0.0445195317418186,0.277370173518724
"87","GO:1902116","negative regulation of organelle assembly",0.00300385057582869,6,4.04339319857931,0.00416133224441273,0.12115080476239,137767,5,42,2.928092042186,0.0269173162613296,0.225014630980753
"88","GO:0046856","phosphatidylinositol dephosphorylation",0.0030072249660914,6,4.03885612975623,0.0041837096975339,0.12115080476239,189044,3,28,2.6352828379674,0.103507128039041,0.367586335891023
"89","GO:0090231","regulation of spindle checkpoint",0.00213447072394137,5,4.74190504294617,0.00450800593618705,0.125249462227035,99538,2,21,2.3424736337488,0.209446845641499,0.446923318570164
"90","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint",0.00213447072394137,5,4.74190504294617,0.00450800593618705,0.125249462227035,99538,2,21,2.3424736337488,0.209446845641499,0.446923318570164
"91","GO:1903504","regulation of mitotic spindle checkpoint",0.00213447072394137,5,4.74190504294617,0.00450800593618705,0.125249462227035,99538,2,21,2.3424736337488,0.209446845641499,0.446923318570164
"92","GO:0042110","T cell activation",0.0523295340993187,40,1.54734150251268,0.00471447425427551,0.129239454223873,124417,32,523,1.50491613946386,0.0144137681897549,0.197284167618012
"94","GO:0002764","immune response-regulating signaling pathway",0.0347406893840923,29,1.68978953734223,0.00486208626913931,0.131532228544085,104855,19,400,1.16830872483221,0.274970354458509,0.497657613350963
"96","GO:0050792","regulation of viral process",0.0113820117278278,13,2.31205081342035,0.00504267484675747,0.134645967336797,165743,10,156,1.57666494579246,0.104135826765066,0.367586335891023
"97","GO:0140632","inflammasome complex assembly",0.00220298778897158,5,4.59442287449243,0.0051378539110376,0.135428559501196,237018,3,23,3.20817041143858,0.0647941510395214,0.311254146115084
"99","GO:0072657","protein localization to membrane",0.0526941071995759,40,1.53663595840713,0.00527833012984513,0.13708499916326,166227,34,551,1.51771885163035,0.0105955306304559,0.176121486077267
"100","GO:0008089","anterograde axonal transport",0.00420190423855423,7,3.37229020019397,0.00540162711023706,0.13708499916326,309453,5,48,2.56208053691275,0.0445195317418186,0.277370173518724
"101","GO:0046649","lymphocyte activation",0.0746901011463849,53,1.43643465125908,0.00545776283207489,0.13708499916326,144362,45,739,1.49772502293141,0.00461068877807802,0.126394348369712
"102","GO:0016482","cytosolic transport",0.0155856156780669,16,2.07811257743195,0.00546739782655026,0.13708499916326,125707,15,163,2.26343311236464,0.00270945880261309,0.0892383144760781
"103","GO:0006953","acute-phase response",0.00422359161637648,7,3.35497410092569,0.00554985603818992,0.13747595198215,207347,4,47,2.09327431100957,0.12296510961519,0.391425519755544
"104","GO:1901978","positive regulation of cell cycle checkpoint",0.00227483788521818,5,4.44930935766782,0.00586271172863206,0.143496848976994,99538,2,19,2.58904980572236,0.179533098724723,0.427717324424138
"105","GO:0001889","liver development",0.017183073651237,17,2.00272408557765,0.00607479568584002,0.146938587412789,159350,15,136,2.71279115673115,0.000427375644993511,0.0516873133003916
"106","GO:0044403","biological process involved in symbiotic interaction",0.0217025779973729,20,1.86548482693692,0.00657180168836913,0.152420979274396,158083,17,296,1.41260656629784,0.09688891740491,0.359451275994891
"107","GO:0007094","mitotic spindle assembly checkpoint signaling",0.00437843553226605,7,3.23632502555,0.00669831236534091,0.152420979274396,165001,4,46,2.13878027429238,0.116006780357971,0.381842861578972
"108","GO:0071173","spindle assembly checkpoint signaling",0.00437843553226605,7,3.23632502555,0.00669831236534091,0.152420979274396,165001,4,46,2.13878027429238,0.116006780357971,0.381842861578972
"109","GO:0071174","mitotic spindle checkpoint signaling",0.00437843553226605,7,3.23632502555,0.00669831236534091,0.152420979274396,165001,4,46,2.13878027429238,0.116006780357971,0.381842861578972
"110","GO:0002682","regulation of immune system process",0.121400418527863,79,1.3172856426634,0.00677960899052721,0.152420979274396,144607,66,1362,1.19187535109245,0.0769564096080007,0.331703098855449
"111","GO:0032729","positive regulation of interferon-gamma production",0.00792715091009228,10,2.55361796556506,0.00683982737228983,0.152420979274396,107498,8,73,2.69544911280684,0.00941412874472936,0.173250943151694
"112","GO:0014015","positive regulation of gliogenesis",0.00793336129741807,10,2.55161894446244,0.00687537577152608,0.152420979274396,217276,8,64,3.0744966442953,0.00425857109627292,0.121605863526905
"113","GO:0052372","modulation by symbiont of entry into host",0.00334359663872883,6,3.63254013572398,0.00689452873176988,0.152420979274396,150971,6,52,2.83799690242643,0.0183926243595482,0.205495391495698
"114","GO:0031577","spindle checkpoint signaling",0.00442249343777236,7,3.20408400491998,0.00705516211726587,0.154312907586156,165001,4,47,2.09327431100957,0.12296510961519,0.391425519755544
"115","GO:0002070","epithelial cell maturation",0.00336908904881378,6,3.60505430752288,0.00714179670458703,0.154563516048747,162746,5,22,5.58999389871873,0.00162109269492405,0.0775190939391265
"116","GO:0042440","pigment metabolic process",0.00678411675134608,9,2.68548200886526,0.00737996521463691,0.156030211339086,245879,8,72,2.73288590604027,0.0086827100677388,0.166837868217486
"117","GO:0048008","platelet-derived growth factor receptor signaling pathway",0.00678749440679667,9,2.68414563458618,0.00740253002441027,0.156030211339086,113271,9,55,4.02479560707749,0.000343227424663306,0.0503671615726638
"118","GO:1904427","positive regulation of calcium ion transmembrane transport",0.00931320574591421,11,2.39092822441957,0.00749121010149023,0.156030211339086,82966,11,89,3.03995173817962,0.000948027575559562,0.0649714898450153
"119","GO:0010639","negative regulation of organelle organization",0.0311802204183356,26,1.68797969485868,0.00753462009314698,0.156030211339086,179461,21,336,1.53724832214765,0.0343532930717022,0.250919188882852
"120","GO:0061008","hepaticobiliary system development",0.0176022838656943,17,1.95502786616546,0.00760872569829441,0.156030211339086,159350,15,139,2.6542417073053,0.000539552510578245,0.0583852611446775
"122","GO:0046486","glycerolipid metabolic process",0.0312555588236216,26,1.68391098826209,0.00775665442464968,0.156030211339086,207979,21,375,1.3773744966443,0.087041025203869,0.349524116834287
"124","GO:0072574","hepatocyte proliferation",0.00244481776087128,5,4.13996398908337,0.00785870077358342,0.156030211339086,252796,3,22,3.35399633923124,0.0580325453329209,0.299786214081622
"125","GO:0072575","epithelial cell proliferation involved in liver morphogenesis",0.00244481776087128,5,4.13996398908337,0.00785870077358342,0.156030211339086,252796,3,22,3.35399633923124,0.0580325453329209,0.299786214081622
"126","GO:0061436","establishment of skin barrier",0.00244821391905312,5,4.13422103808361,0.00790281536871285,0.156030211339086,107198,4,27,3.64384787472036,0.0226004333955782,0.214131295213404
"127","GO:0045841","negative regulation of mitotic metaphase/anaphase transition",0.00452921465205805,7,3.12858664788412,0.007977801921348,0.156030211339086,165001,4,48,2.0496644295302,0.130096525785497,0.397072337802508
"128","GO:0050867","positive regulation of cell activation",0.037703377187658,30,1.61069775359939,0.00804435914491397,0.156030211339086,95371,25,374,1.64411585256433,0.0105818471173298,0.176121486077267
"134","GO:0031424","keratinization",0.00251594153421648,5,4.02293032339108,0.00881884372042685,0.167999470450757,124056,3,84,0.878427612655801,0.669427209907621,0.770197170436525
"135","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",0.0046194510211919,7,3.06747282757722,0.00882487490694639,0.167999470450757,165001,4,50,1.96767785234899,0.144854128730167,0.399276417993312
"136","GO:0034764","positive regulation of transmembrane transport",0.0238754302791106,21,1.78049655903723,0.00892711285754988,0.16838664252406,134209,21,221,2.3371739196453,0.000278977531347868,0.0503671615726638
"137","GO:2001251","negative regulation of chromosome organization",0.008283280960119,10,2.4438281252585,0.00912072470881164,0.170474636375607,159989,7,93,1.8513098073176,0.0843368744465601,0.345881644794798
"139","GO:0072576","liver morphogenesis",0.00255665407335223,5,3.95886858350277,0.00940340957530783,0.174174865647143,252796,3,23,3.20817041143858,0.0647941510395214,0.311254146115084
"140","GO:0051251","positive regulation of lymphocyte activation",0.0333763103165357,27,1.63756478553191,0.00949218004983488,0.17424930520054,98179,22,315,1.71781399808245,0.00990238487919126,0.173250943151694
"142","GO:2000772","regulation of cellular senescence",0.00475573597203585,7,2.979568371573,0.0102267676731558,0.184237209406579,291835,5,44,2.79499694935937,0.0321806668895843,0.243337117216719
"143","GO:0050851","antigen receptor-mediated signaling pathway",0.0167520184235889,16,1.93341859760637,0.0103984587229636,0.184237209406579,77347,9,167,1.32553148736085,0.23998614966002,0.475353085387495
"144","GO:0051668","localization within membrane",0.0618188564600854,44,1.44080351871989,0.0104316619760734,0.184237209406579,166642,37,640,1.42195469798658,0.0202527900401875,0.21136943316596
"145","GO:0033561","regulation of water loss via skin",0.00262570662919287,5,3.85475565980873,0.010454927713569,0.184237209406579,107198,4,31,3.1736739554016,0.0356959838061957,0.253072216225994
"149","GO:0033046","negative regulation of sister chromatid segregation",0.00481398184442787,7,2.94351764168608,0.0108728370440843,0.184237209406579,165001,4,50,1.96767785234899,0.144854128730167,0.399276417993312
"150","GO:0033048","negative regulation of mitotic sister chromatid segregation",0.00481398184442787,7,2.94351764168608,0.0108728370440843,0.184237209406579,165001,4,50,1.96767785234899,0.144854128730167,0.399276417993312
"151","GO:2000816","negative regulation of mitotic sister chromatid separation",0.00481398184442787,7,2.94351764168608,0.0108728370440843,0.184237209406579,165001,4,50,1.96767785234899,0.144854128730167,0.399276417993312
"152","GO:0002833","positive regulation of response to biotic stimulus",0.013973597506594,14,2.02811630707744,0.0109390295177503,0.184237209406579,220610,11,175,1.54603259827421,0.101379949300749,0.365306209951046
"153","GO:0002696","positive regulation of leukocyte activation",0.0369951622925749,29,1.58681432391169,0.010948167186225,0.184237209406579,96637,24,359,1.64429904096016,0.0120749807153486,0.185269853363857
"154","GO:0006910","phagocytosis, recognition",0.0026569911197578,5,3.809368203986,0.0109567621665794,0.184237209406579,238013,2,31,1.5868369777008,0.361050041914025,0.565129971709803
"156","GO:0043903","regulation of biological process involved in symbiotic interaction",0.00371575440760581,6,3.26871683526581,0.0111711525111582,0.184237209406579,150971,6,58,2.54441101596853,0.0298642943855221,0.234184469608376
"157","GO:0022407","regulation of cell-cell adhesion",0.0552912017130749,40,1.46445831181638,0.0111913092664014,0.184237209406579,111281,31,464,1.64326544781301,0.00482139138905424,0.128737411635007
"158","GO:0043113","receptor clustering",0.00727618056312157,9,2.50387182172474,0.0112619394997542,0.184237209406579,108865,6,54,2.73288590604027,0.0218072767958362,0.21136943316596
"159","GO:0046839","phospholipid dephosphorylation",0.00485074024105493,7,2.92121197624639,0.0112955099840109,0.184237209406579,209060,4,41,2.39960713701097,0.0840087343500947,0.345881644794798
"160","GO:0001817","regulation of cytokine production",0.0604484393345628,43,1.43997984681113,0.0113804112814375,0.184237209406579,153926,37,702,1.29636895542936,0.0645310619150021,0.311254146115084
"163","GO:0006914","autophagy",0.042124572894652,32,1.53775631380815,0.0118053503667703,0.187260966437735,166691,29,522,1.36644295302013,0.0558414330698032,0.297306647013636
"164","GO:0061919","process utilizing autophagic mechanism",0.042124572894652,32,1.53775631380815,0.0118053503667703,0.187260966437735,166691,29,522,1.36644295302013,0.0558414330698032,0.297306647013636
"166","GO:0051985","negative regulation of chromosome segregation",0.00490421821356172,7,2.88935766492717,0.011931510993844,0.187260966437735,165001,4,52,1.89199793495096,0.160228985846397,0.412303873467074
"167","GO:1905819","negative regulation of chromosome separation",0.00490421821356172,7,2.88935766492717,0.011931510993844,0.187260966437735,165001,4,52,1.89199793495096,0.160228985846397,0.412303873467074
"168","GO:0008608","attachment of spindle microtubules to kinetochore",0.00380055532733464,6,3.19578270588476,0.0123604110154755,0.190285408262269,137780,4,43,2.28799750273139,0.0962279419675141,0.359451275994891
"170","GO:0001816","cytokine production",0.0625061727016158,44,1.42496048088109,0.0124371112519965,0.190285408262269,150751,38,715,1.30719857323884,0.0559391301241374,0.297306647013636
"171","GO:0031641","regulation of myelination",0.00614894156928968,8,2.63367797552131,0.0124608701713838,0.190285408262269,268209,6,48,3.0744966442953,0.0126975391117993,0.186710822528792
"172","GO:0046847","filopodium assembly",0.00870918227011607,10,2.32431867331757,0.0125655644320717,0.190285408262269,296932,7,65,2.64879710893134,0.0160994412676565,0.201158255881859
"173","GO:0033047","regulation of mitotic sister chromatid segregation",0.00495722019423701,7,2.85846501277132,0.0125869725309672,0.190285408262269,165001,4,55,1.78879804758999,0.184332940833668,0.431061329076731
"174","GO:0048477","oogenesis",0.0100642149187985,11,2.21251301342352,0.0127454690452757,0.191275068299904,224842,9,101,2.1917203800917,0.0217603414505627,0.21136943316596
"175","GO:0051129","negative regulation of cellular component organization",0.0713112488230458,49,1.39094862364483,0.0129635225334425,0.191436680896587,175808,38,657,1.42259814287028,0.0186962701830751,0.205495391495698
"176","GO:0051489","regulation of filopodium assembly",0.00745531130917533,9,2.44371062806721,0.0129997618410125,0.191436680896587,321383,6,48,3.0744966442953,0.0126975391117993,0.186710822528792
"177","GO:0008152","metabolic process",0.707051670453751,372,1.06503734976498,0.0130355716563824,0.191436680896587,165832,434,10558,1.01104871651764,0.37465942653721,0.576140449484296
"178","GO:0060325","face morphogenesis",0.00386041819331886,6,3.14622623240006,0.0132516963259319,0.193230408837702,198756,4,30,3.27946308724832,0.0320884304178972,0.243337117216719
"180","GO:0001775","cell activation",0.0998804352780733,65,1.31736457697743,0.0138388593770536,0.200371090698749,152600,57,1031,1.3598161685729,0.0113107672238906,0.177518606200909
"183","GO:0046174","polyol catabolic process",0.0028319972079364,5,3.57396450162949,0.0140690652171687,0.202279706898593,85722,4,25,3.93535570469799,0.0173617078093562,0.203005052144777
"188","GO:0031349","positive regulation of defense response",0.0237011784493296,20,1.7081779307332,0.015799353638037,0.222311386100987,191584,17,281,1.48801261076214,0.0673586044843355,0.314184461746857
"189","GO:0051607","defense response to virus",0.0176129515972592,16,1.83891176835184,0.0159081479058769,0.222311386100987,130729,14,293,1.17523421215384,0.305885252013653,0.524958328998389
"190","GO:0001819","positive regulation of cytokine production",0.0397972750499447,30,1.5259523387734,0.0159137395503333,0.222311386100987,166960,27,456,1.45634051571883,0.0332280892131201,0.246631593581859
"191","GO:0042147","retrograde transport, endosome to Golgi",0.00643995325205858,8,2.51466607752611,0.0159832054502081,0.222311386100987,173143,7,87,1.9789863457533,0.0636915766790057,0.311044849529776
"192","GO:0140546","defense response to symbiont",0.0176255632040018,16,1.83759597311805,0.0160029596998765,0.222311386100987,130729,14,294,1.1712368168744,0.310261416224693,0.526266587397082
"195","GO:0050896","response to stimulus",0.629323531488958,334,1.07434940296007,0.0169163759472406,0.232111616719089,169994,372,8288,1.10396983752688,0.00478989990277257,0.128737411635007
"196","GO:1901889","negative regulation of cell junction assembly",0.00526630868264297,7,2.69069690740546,0.0169342132820347,0.232111616719089,190287,4,29,3.39254802129137,0.0287045687693483,0.230533567928829
