"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"73","GO:2001057","reactive nitrogen species metabolic process",0.00732037125293453,6,3.15242523631192,0.0129701118665443,0.575760175793866,218367,6,72,3.68840579710145,0.00571255836113493,0.192934419199985
"76","GO:0042742","defense response to bacterium",0.0168578467903919,10,2.28152141490926,0.0137431572286169,0.575760175793866,145344,10,300,1.47536231884058,0.143549214038638,0.477412966802721
"79","GO:0034470","ncRNA processing",0.0250217009646318,13,1.99826542850445,0.0149037937902052,0.575760175793866,284573,12,406,1.30820304133647,0.209857692493528,0.551169867980766
"83","GO:0072665","protein localization to vacuole",0.00762825633821163,6,3.02518977519484,0.0155655729952904,0.575760175793866,249407,4,75,2.36057971014493,0.0897293904919547,0.396023700893063
"87","GO:0031047","gene silencing by RNA",0.0099489265771433,7,2.70612881845265,0.0162197172160581,0.575760175793866,351030,5,118,1.87546057479735,0.129188061334699,0.465929865156952
"89","GO:0007266","Rho protein signal transduction",0.0148570655557377,9,2.32989377919359,0.016762070004442,0.575760175793866,237095,8,130,2.72374581939799,0.00943447534161024,0.242745523773572
"91","GO:0034660","ncRNA metabolic process",0.042700468228158,19,1.71138458450753,0.0169634837738102,0.575760175793866,262838,19,593,1.41813915976245,0.081000168752551,0.381137725173852
"92","GO:0048566","embryonic digestive tract development",0.00778491823814662,6,2.96431155356836,0.0170154036550407,0.575760175793866,347488,5,33,6.70619235836627,0.000809458945539521,0.0853131709044603
"93","GO:0001910","regulation of leukocyte mediated cytotoxicity",0.00567471439044358,5,3.38885235583918,0.0171194639426742,0.575760175793866,112930,6,84,3.16149068322981,0.0118755324598252,0.24896205549705
"94","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.0149186020119038,9,2.32028340106964,0.0171649115441102,0.575760175793866,288303,8,156,2.26978818283166,0.0255790844573056,0.299277780333223
"97","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",0.0057882275582943,5,3.32239343341163,0.0184666390214419,0.589732933411491,331207,5,37,5.98119858989424,0.00138070719521699,0.0853131709044603
"103","GO:0002443","leukocyte mediated immunity",0.0258832225977157,13,1.93175327420059,0.0190786958911295,0.589732933411491,134869,14,372,1.66573165030388,0.0440590393874936,0.34483541493945
"104","GO:0002698","negative regulation of immune effector process",0.0102894298008303,7,2.61657618004299,0.0190884595141709,0.589732933411491,124593,7,119,2.60358056265985,0.018461611701752,0.299277780333223
"109","GO:0034113","heterotypic cell-cell adhesion",0.00596035012278641,5,3.22644959349788,0.0206397455411242,0.605541285561397,310766,5,60,3.68840579710145,0.011346532360675,0.247896355401077
"114","GO:0002250","adaptive immune response",0.0320256022277857,15,1.80144333530294,0.0215617838212505,0.605541285561397,141818,15,432,1.53683574879227,0.0669430087683114,0.36861233445788
"119","GO:0042129","regulation of T cell proliferation",0.0182177746812864,10,2.11120947176093,0.0221257036946333,0.605541285561397,98834,8,173,2.04674541342046,0.0431319557478766,0.342141324648697
"120","GO:0002456","T cell mediated immunity",0.00827970376540979,6,2.78716772130566,0.0221994191894413,0.605541285561397,137667,7,104,2.97909698996656,0.00930238590596177,0.242745523773572
"121","GO:0045619","regulation of lymphocyte differentiation",0.0236688200747546,12,1.94998508620521,0.0223260494502719,0.605541285561397,213401,9,201,1.98182998053212,0.0394311516021005,0.332026249228046
"124","GO:0034341","response to interferon-gamma",0.010697492301106,7,2.5167652535065,0.022973590993165,0.605541285561397,171538,7,136,2.27813299232737,0.034933410614306,0.329938838135728
"126","GO:0045580","regulation of T cell differentiation",0.0210762648979902,11,2.00736195490344,0.0233456736983911,0.605541285561397,171137,8,173,2.04674541342046,0.0431319557478766,0.342141324648697
"134","GO:0042102","positive regulation of T cell proliferation",0.0108903956095889,7,2.47218539052625,0.0249878051996191,0.605541285561397,101661,5,99,2.23539745278876,0.073746486641349,0.370597822484609
"138","GO:0061138","morphogenesis of a branching epithelium",0.0300016650063658,14,1.79477218463471,0.0266017640675912,0.605541285561397,201800,13,180,3.19661835748792,0.000235281837153378,0.0853131709044603
"143","GO:0002042","cell migration involved in sprouting angiogenesis",0.00872342828478613,6,2.64539609010941,0.0276740438743345,0.605541285561397,361146,6,53,5.01066447908121,0.00120057625370551,0.0853131709044603
"144","GO:1902806","regulation of cell cycle G1/S phase transition",0.0189492816126298,10,2.02970958201939,0.0279311352034837,0.605541285561397,241812,9,179,2.2254068496478,0.0207437955915496,0.299277780333223
"146","GO:0006914","autophagy",0.042124572894652,18,1.64347706038246,0.0281315000643176,0.605541285561397,172129,16,522,1.35665500583042,0.135315649523131,0.47279932303618
"147","GO:0061919","process utilizing autophagic mechanism",0.042124572894652,18,1.64347706038246,0.0281315000643176,0.605541285561397,172129,16,522,1.35665500583042,0.135315649523131,0.47279932303618
"148","GO:0044770","cell cycle phase transition",0.0513358122654143,21,1.57335059493441,0.028132476577909,0.605541285561397,232554,18,528,1.50889328063241,0.0554499605356557,0.367786743891863
"152","GO:0050866","negative regulation of cell activation",0.0217457075011286,11,1.94556522502183,0.0283988296141799,0.605541285561397,178279,11,208,2.34071906354515,0.00786856374244072,0.230942345840635
"155","GO:0007159","leukocyte cell-cell adhesion",0.0422339356459232,18,1.63922135533803,0.0287527848491325,0.605541285561397,170700,16,388,1.82519049753474,0.0156411589887602,0.266126386272528
"161","GO:0007224","smoothened signaling pathway",0.0165839795207243,9,2.08727854325479,0.0309488262666576,0.605541285561397,141978,7,139,2.22896465436347,0.0386074102543725,0.330840143347689
"164","GO:0007229","integrin-mediated signaling pathway",0.0114470466513956,7,2.35196708312484,0.0314711503804892,0.605541285561397,273535,6,109,2.43637814120463,0.0372419040129826,0.329938838135728
"165","GO:0002709","regulation of T cell mediated immunity",0.00667988215902154,5,2.87890845571236,0.0315051919124616,0.605541285561397,159903,6,84,3.16149068322981,0.0118755324598252,0.24896205549705
"167","GO:1901987","regulation of cell cycle phase transition",0.0396593643983409,17,1.64865515059416,0.0315189604121965,0.605541285561397,239652,15,410,1.61930010604454,0.0466745082187427,0.346951551598074
"172","GO:0002377","immunoglobulin production",0.00672980434193958,5,2.85755250132974,0.0323695127697835,0.605541285561397,127146,4,118,1.50036845983788,0.277319128851525,0.606200352210838
"174","GO:0060541","respiratory system development",0.0308892526342036,14,1.74320028016897,0.0327910810777573,0.605541285561397,193001,13,204,2.82054560954817,0.000777282609454422,0.0853131709044603
"175","GO:0007606","sensory perception of chemical stimulus",0.0167755832844355,9,2.06343851229906,0.0329204253486346,0.605541285561397,123522,12,487,1.09061690920454,0.42104475193056,0.71742603594554
"179","GO:0043200","response to amino acid",0.0116464092270796,7,2.31170624336957,0.0340440702909335,0.605541285561397,259421,5,104,2.12792642140468,0.0868015348253883,0.39579238143982
"180","GO:0030324","lung development",0.0281348947006045,13,1.77715255493477,0.0341158804208413,0.605541285561397,183385,12,181,2.93442229161662,0.000868735646820662,0.0853131709044603
"181","GO:0031341","regulation of cell killing",0.0068372010873154,5,2.81266690641099,0.0342787834199656,0.605541285561397,112930,6,99,2.68247694334651,0.0247798488039539,0.299277780333223
"183","GO:0070936","protein K48-linked ubiquitination",0.00685426604751187,5,2.8056642531041,0.0345884552798349,0.605541285561397,107609,4,66,2.68247694334651,0.0620470190143743,0.36861233445788
"188","GO:0008033","tRNA processing",0.00690829112038595,5,2.78372305041118,0.0355802590326113,0.605541285561397,111806,5,128,1.7289402173913,0.164210560342564,0.49875274164063
"192","GO:0071346","cellular response to interferon-gamma",0.00932635465746046,6,2.47437760244975,0.0364443337101013,0.605541285561397,194807,6,115,2.30926275992439,0.0463511251753956,0.346951551598074
"193","GO:0002695","negative regulation of leukocyte activation",0.019873749174643,10,1.93529354343526,0.0367273392818023,0.605541285561397,183001,10,186,2.37961664329126,0.00987908400506898,0.242745523773572
"195","GO:0042098","T cell proliferation",0.0199332100597208,10,1.92952055119602,0.0373520469650368,0.605541285561397,98834,8,201,1.76162664936189,0.0865115932072744,0.39579238143982
"196","GO:0006952","defense response",0.115616334855772,40,1.33066105267973,0.0374810856452046,0.605541285561397,160626,43,1615,1.1784627809934,0.146255613601744,0.47828437428537
"201","GO:0048754","branching morphogenesis of an epithelial tube",0.0256866854979339,12,1.79680037572612,0.0380642407397478,0.605541285561397,204382,11,149,3.26758097461336,0.000582053361960932,0.0853131709044603
"206","GO:0031348","negative regulation of defense response",0.0200557623559873,10,1.91773006574623,0.0386627949064893,0.605541285561397,261465,10,230,1.92438563327032,0.0367217858950221,0.329938838135728
"208","GO:0050777","negative regulation of immune response",0.0146279070523582,8,2.10346091611721,0.0390780983740918,0.605541285561397,169070,8,180,1.96714975845411,0.0522292116735464,0.35857950002774
"210","GO:0007186","G protein-coupled receptor signaling pathway",0.0923733250285529,33,1.37402304056766,0.0391647778547229,0.605541285561397,174011,36,1177,1.35377341066085,0.0398770878544757,0.332026249228046
"211","GO:0000956","nuclear-transcribed mRNA catabolic process",0.00949578416755839,6,2.43022826442955,0.0391957740755549,0.605541285561397,123562,5,122,1.81397006414825,0.142760402042097,0.477412966802721
"212","GO:0030323","respiratory tube development",0.0287677287429592,13,1.73805865755868,0.0395640273636608,0.605541285561397,183385,12,185,2.87097532314924,0.00105069409133551,0.0853131709044603
"213","GO:0002703","regulation of leukocyte mediated immunity",0.0173965719508008,9,1.98978193596303,0.0399055350169608,0.605541285561397,214027,10,230,1.92438563327032,0.0367217858950221,0.329938838135728
"217","GO:1904892","regulation of receptor signaling pathway via STAT",0.00956007100030571,6,2.41388616006985,0.0402733997702875,0.605541285561397,163736,5,104,2.12792642140468,0.0868015348253883,0.39579238143982
"219","GO:0009615","response to virus",0.0259669093627841,12,1.77741006867741,0.0407476674270446,0.605541285561397,88509,14,387,1.60116840804404,0.0575026990961051,0.36861233445788
"229","GO:0051607","defense response to virus",0.0176129515972592,9,1.96533695242603,0.0425593000351357,0.611590330475825,79033,11,293,1.66167087104912,0.0698462816603882,0.36861233445788
"230","GO:0031347","regulation of defense response",0.050581425799878,20,1.52077715696307,0.0425805088314887,0.611590330475825,203087,21,608,1.5287471395881,0.0364016631844091,0.329938838135728
"231","GO:0140546","defense response to symbiont",0.0176255632040018,9,1.96393069626992,0.042717552895245,0.611590330475825,79033,11,294,1.65601892931085,0.0711705333587644,0.36861233445788
"234","GO:0006261","DNA-templated DNA replication",0.0123376661875686,7,2.18218555387766,0.0440360149161897,0.622870861585623,96258,7,162,1.91250670960816,0.075150494086929,0.370700336378381
"238","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0150709415286983,8,2.04162631184253,0.0451209946699258,0.62341946746601,242869,9,175,2.27627329192547,0.0182007368045332,0.299277780333223
"240","GO:0051249","regulation of lymphocyte activation",0.0509716952030627,20,1.5091331888537,0.0454392374797103,0.62341946746601,164948,18,482,1.65289554392928,0.0263795515494448,0.299277780333223
"244","GO:0006886","intracellular protein transport",0.070364446650415,26,1.42117226469243,0.0456678655895033,0.62341946746601,178545,23,826,1.23244552058111,0.177179441762561,0.512211455295729
"245","GO:0098754","detoxification",0.00748305234530568,5,2.56990975652244,0.0472197104965189,0.637194714056473,102613,6,132,2.01185770750988,0.0791174950204138,0.37951353757106
"248","GO:0001101","response to acid chemical",0.012607276377853,7,2.13551889529226,0.0483963966608187,0.645651928179559,259421,5,118,1.87546057479735,0.129188061334699,0.465929865156952
"251","GO:0001763","morphogenesis of a branching structure",0.0328119026395482,14,1.64105551688591,0.0496801965011016,0.655332030250486,201800,13,194,2.96593455849395,0.000484880336931059,0.0853131709044603
"254","GO:1903037","regulation of leukocyte cell-cell adhesion",0.0390820443545282,16,1.57459678875093,0.0509821616962061,0.658439249848794,160917,14,352,1.76037549407115,0.0298089895084162,0.31313493407103
"256","GO:0044772","mitotic cell cycle phase transition",0.0422018707754578,17,1.54932978522458,0.0510374546305283,0.658439249848794,186684,14,431,1.43770806012307,0.11205627297904,0.445945981279296
"260","GO:0001909","leukocyte mediated cytotoxicity",0.00770578024257764,5,2.49562907653546,0.0522704560698044,0.6670164720212,112930,6,125,2.12452173913043,0.0643697584645047,0.36861233445788
"264","GO:0007608","sensory perception of smell",0.0128800958850135,7,2.09028544223828,0.0530795108770674,0.670057481394378,151816,9,412,0.966863655550865,0.588013028102094,0.82989616050322
"268","GO:0048546","digestive tract morphogenesis",0.010295740320584,6,2.24140492653898,0.053946483454981,0.673757144427103,244643,5,49,4.51641526175688,0.00484343649850594,0.189539814974866
"273","GO:0051251","positive regulation of lymphocyte activation",0.0333763103165357,14,1.61330456648699,0.0556169529338683,0.679343851009959,146270,12,315,1.68612836438923,0.0550807215870461,0.367786743891863
"275","GO:0071705","nitrogen compound transport",0.171822979514391,55,1.23114185387959,0.0559374368627027,0.679343851009959,219877,52,1914,1.20248966425878,0.0921513309326574,0.401510257218829
"276","GO:0002694","regulation of leukocyte activation",0.0588206659060274,22,1.43853156559919,0.0566821054878608,0.679343851009959,169066,21,570,1.63066361556064,0.0198547959045905,0.299277780333223
"277","GO:2000045","regulation of G1/S transition of mitotic cell cycle",0.0158219550551664,8,1.94471736659267,0.0567084304931652,0.679343851009959,228399,7,155,1.99887798036466,0.0624255007114098,0.36861233445788
"281","GO:0032729","positive regulation of interferon-gamma production",0.00792715091009228,5,2.42593706728681,0.0575912890946765,0.679775841339008,212350,3,73,1.81893984514592,0.228195934935459,0.565194151084871
"284","GO:0002706","regulation of lymphocyte mediated immunity",0.0131456536143546,7,2.04805920746899,0.0579025418517043,0.679775841339008,217554,8,171,2.07068395626748,0.0407394366846855,0.334636198452379
"296","GO:0008284","positive regulation of cell population proliferation",0.102734415181935,35,1.31032414383234,0.0598920759613597,0.690961969231683,190954,33,898,1.62651302411155,0.00425427347987528,0.176745675351447
"302","GO:0006260","DNA replication",0.0218051223107776,10,1.76387629995215,0.0609306758186954,0.690961969231683,105483,9,279,1.42776998597475,0.181923675718129,0.515855408727358
"303","GO:0002697","regulation of immune effector process",0.0277543787763816,12,1.66293926179036,0.061025994379259,0.690961969231683,208705,13,361,1.59388172949536,0.0673721456563785,0.36861233445788
"305","GO:0002696","positive regulation of leukocyte activation",0.0369951622925749,15,1.55945545625804,0.0614731522296359,0.690961969231683,149371,13,359,1.60276129344798,0.065105907150147,0.36861233445788
"310","GO:0044248","cellular catabolic process",0.155238477563607,50,1.23878883203358,0.0617981318307723,0.690961969231683,144301,53,2015,1.16418168087172,0.134651789670313,0.47279932303618
"312","GO:1901990","regulation of mitotic cell cycle phase transition",0.0309131494558168,13,1.61743468006919,0.0625780713341016,0.691427391094341,181852,11,317,1.53586613633246,0.106074350649559,0.432993682030967
"320","GO:0090316","positive regulation of intracellular protein transport",0.0134342704632213,7,2.00405946841576,0.0634428308365673,0.691427391094341,184796,6,150,1.7704347826087,0.124900892836339,0.465929865156952
"321","GO:0000209","protein polyubiquitination",0.0219846510469526,10,1.74947231954677,0.0636066083800586,0.691427391094341,182529,9,236,1.68791451731761,0.0881908542505477,0.39579238143982
"325","GO:0050865","regulation of cell activation",0.0629832902973228,23,1.404523930775,0.0643018573220464,0.692572298129197,167659,22,623,1.56298415800126,0.026511830625771,0.299277780333223
"335","GO:2001251","negative regulation of chromosome organization",0.008283280960119,5,2.32163671899558,0.0667796757606957,0.699332335345657,167610,4,93,1.90369331463301,0.159172540042619,0.495672578275953
"336","GO:0032006","regulation of TOR signaling",0.008285183839049,5,2.3211035028737,0.0668308457794744,0.699332335345657,253917,3,99,1.34123847167325,0.387992924772223,0.69648882826084
"339","GO:1901991","negative regulation of mitotic cell cycle phase transition",0.0164523732212972,8,1.87020014409841,0.0677769335590019,0.699332335345657,176796,7,172,1.80131445904954,0.0957818865020308,0.405949222936405
"349","GO:0051250","negative regulation of lymphocyte activation",0.0165530737919521,8,1.85882278759552,0.0696600978908868,0.699332335345657,178771,8,157,2.25533093325949,0.0264432976106062,0.299277780333223
"350","GO:0050867","positive regulation of cell activation",0.037703377187658,15,1.53016286591942,0.0697419877771199,0.699332335345657,149371,13,374,1.53847942338991,0.0833676926012177,0.388387583785038
"352","GO:0044270","cellular nitrogen compound catabolic process",0.0346143842985689,14,1.55560050936339,0.0703015833372608,0.699332335345657,150451,15,438,1.51578320428827,0.0733597320618666,0.370597822484609
"353","GO:0046425","regulation of receptor signaling pathway via JAK-STAT",0.00841907540718538,5,2.2841901634895,0.0704863927600463,0.699332335345657,156068,4,98,1.80656610470275,0.18121010079644,0.5151105528693
"357","GO:0002819","regulation of adaptive immune response",0.0166096925123897,8,1.85248647717464,0.0707328971524344,0.699332335345657,242869,9,191,2.08559071249715,0.0298980454776464,0.31313493407103
"359","GO:0050671","positive regulation of lymphocyte proliferation",0.0167003061921216,8,1.8424351275515,0.0724708039189759,0.699332335345657,89147,6,138,1.92438563327032,0.093144775440662,0.402260330632387
"360","GO:0043535","regulation of blood vessel endothelial cell migration",0.0111307932524103,6,2.0732505360232,0.0725068606395008,0.699332335345657,276278,6,85,3.12429667519182,0.0125415896774903,0.251755632253874
"365","GO:0050670","regulation of lymphocyte proliferation",0.0255726745703325,11,1.65441014749292,0.0728658363196046,0.699332335345657,89990,9,228,1.74713958810069,0.0748373976808826,0.370700336378381
"368","GO:0010564","regulation of cell cycle process",0.0673287238502051,24,1.37100017687935,0.0737463907817426,0.699332335345657,256762,22,679,1.43407824806301,0.0582422112948333,0.36861233445788
"371","GO:1903038","negative regulation of leukocyte cell-cell adhesion",0.0139751811227102,7,1.92649216397818,0.0746686324522312,0.699332335345657,219651,7,133,2.32951945080092,0.0314990890875899,0.321564613815918
"372","GO:0021515","cell differentiation in spinal cord",0.00859716927469158,5,2.23687223274537,0.0755164010673862,0.699332335345657,127967,4,49,3.6131322094055,0.0244747510672942,0.299277780333223
"374","GO:0002684","positive regulation of immune system process",0.0742644371067063,26,1.3465395268036,0.0759792619088813,0.699332335345657,132318,25,846,1.30794531812108,0.104068259501223,0.428688198787493
"375","GO:0050870","positive regulation of T cell activation",0.0257771729237349,11,1.64128519573752,0.0760637081629383,0.699332335345657,117344,9,239,1.66672730580317,0.0935409457092349,0.402260330632387
"376","GO:0032946","positive regulation of mononuclear cell proliferation",0.0169183525355876,8,1.8186895387425,0.076758703026202,0.699332335345657,89147,6,141,1.88344125809436,0.100629210550288,0.417451212671514
"378","GO:0032944","regulation of mononuclear cell proliferation",0.0258586143279458,11,1.63611598715751,0.0773616703880822,0.699332335345657,89990,9,232,1.71701649175412,0.0813479011496321,0.381137725173852
"379","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.00866743829441254,5,2.21873736824482,0.0775533917251388,0.699332335345657,293162,6,108,2.45893719806763,0.0358450755600124,0.329938838135728
"382","GO:0050852","T cell receptor signaling pathway",0.0113477834890001,6,2.03360621916099,0.0778613791796197,0.699332335345657,80978,4,127,1.39404313591236,0.323058748369411,0.637430202665023
"383","GO:0071702","organic substance transport",0.204541392206493,63,1.18463891192777,0.0780107743677143,0.699332335345657,208530,63,2329,1.19726697406986,0.0726964978451441,0.370597822484609
"385","GO:0030071","regulation of mitotic metaphase/anaphase transition",0.00870068770247697,5,2.21025853224159,0.0785275122662261,0.699332335345657,144589,4,91,1.94553272814142,0.150652234595416,0.484563625794571
"392","GO:0051707","response to other organism",0.0951732036718233,32,1.29318882131275,0.080371274031237,0.699332335345657,109786,35,1362,1.13739385813701,0.235921930426293,0.570209917802563
"396","GO:0043207","response to external biotic stimulus",0.0952481070815256,32,1.29217185357372,0.0810118323672245,0.699332335345657,109786,35,1364,1.13572612520719,0.238621093480808,0.570209917802563
"400","GO:0042127","regulation of cell population proliferation",0.179840041000427,56,1.19764549755693,0.0812918231545577,0.699332335345657,221242,53,1590,1.47536231884058,0.00270552842409244,0.151251922375454
"401","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",0.00879737862242944,5,2.18596584916093,0.0813976490020297,0.699332335345657,144589,4,94,1.88344125809436,0.163498089485407,0.49875274164063
"404","GO:0050863","regulation of T cell activation",0.0386508987900158,15,1.49265112839266,0.081921431120219,0.699332335345657,125971,13,361,1.59388172949536,0.0673721456563785,0.36861233445788
"409","GO:0007052","mitotic spindle organization",0.00885594738562179,5,2.17150897508624,0.0831631047536759,0.699332335345657,76704,4,126,1.40510697032436,0.317940331835838,0.632574394563156
"411","GO:0009607","response to biotic stimulus",0.0989641045642283,33,1.28251629701457,0.0833400452418437,0.699332335345657,128169,36,1400,1.13813664596273,0.230790052721679,0.568536808702846
"412","GO:0032609","interferon-gamma production",0.0115641544282909,6,1.99555646026891,0.0834174314059792,0.699332335345657,187387,4,112,1.58074534161491,0.247453223576447,0.578223638489757
"413","GO:0032649","regulation of interferon-gamma production",0.0115641544282909,6,1.99555646026891,0.0834174314059792,0.699332335345657,187387,4,112,1.58074534161491,0.247453223576447,0.578223638489757
"415","GO:0010508","positive regulation of autophagy",0.0143969080714168,7,1.8700596537481,0.0841839690796907,0.699332335345657,152861,5,136,1.6272378516624,0.194642179225497,0.532657152472572
"416","GO:0051054","positive regulation of DNA metabolic process",0.0293850847064216,12,1.57065554225747,0.0845870456721323,0.699332335345657,319842,11,290,1.67886056971514,0.0659691196095938,0.36861233445788
"433","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",0.00898725401336231,5,2.13978254116071,0.0871944575294574,0.715848203773308,144589,4,94,1.88344125809436,0.163498089485407,0.49875274164063
"441","GO:0002252","immune effector process",0.0456792022533053,17,1.43138698049142,0.0897175384496326,0.729787441034446,163630,19,600,1.40159420289855,0.0882939213393567,0.39579238143982
"445","GO:0044784","metaphase/anaphase transition of cell cycle",0.00908394493331478,5,2.11700636363851,0.0902274356289088,0.729787441034446,144589,4,97,1.82519049753474,0.1767228895037,0.512211455295729
"447","GO:0000226","microtubule cytoskeleton organization",0.0589445213750521,21,1.37025848857627,0.0907572115766858,0.729787441034446,220052,17,619,1.21556507691227,0.23773512999471,0.570209917802563
"453","GO:0090068","positive regulation of cell cycle process",0.0237081322110935,10,1.62229306463634,0.0931479747814832,0.739510212521268,67883,8,242,1.46316924182537,0.183099928911944,0.515855408727358
"458","GO:0046651","lymphocyte proliferation",0.0299937799404621,12,1.53878058202273,0.0946682139492897,0.739510212521268,100583,10,291,1.52099208127895,0.124932247078493,0.465929865156952
"461","GO:0002821","positive regulation of adaptive immune response",0.00925556211928458,5,2.07775270512211,0.0957437348644465,0.739510212521268,293162,6,114,2.32951945080092,0.0447453478532869,0.345598936708939
"462","GO:0010965","regulation of mitotic sister chromatid separation",0.00927202120573214,5,2.07406441422722,0.0962816508557771,0.739510212521268,144589,4,96,1.84420289855072,0.172274393007026,0.507521415149628
"470","GO:0019439","aromatic compound catabolic process",0.0365046367470841,14,1.47504970996472,0.0973070499967821,0.739510212521268,156740,15,450,1.47536231884058,0.0873786941460271,0.39579238143982
