Module_1	Module_2	Semantic_Similarity	Ont	Tissue
violet	lightyellow	0.372	MF	Caudate
violet	magenta	0.589	MF	Caudate
violet	orange	1	MF	Caudate
violet	black	0.565	MF	Caudate
violet	paleturquoise	0.404	MF	Caudate
violet	darkolivegreen	0.406	MF	Caudate
violet	greenyellow	0.443	MF	Caudate
violet	darkorange	0.285	MF	Caudate
violet	midnightblue	0.618	MF	Caudate
violet	yellowgreen		MF	Caudate
tan	grey	0.381	MF	Caudate
tan	blue	0.47	MF	Caudate
tan	cyan	0.521	MF	Caudate
tan	violet	0.402	MF	Caudate
tan	darkred	0.671	MF	Caudate
tan	darkgreen	0.412	MF	Caudate
tan	turquoise	0.49	MF	Caudate
tan	purple	0.557	MF	Caudate
tan	green	0.502	MF	Caudate
tan	white		MF	Caudate
tan	yellow	0.524	MF	Caudate
tan	red	0.754	MF	Caudate
tan	skyblue	0.423	MF	Caudate
tan	darkmagenta	0.597	MF	Caudate
tan	saddlebrown		MF	Caudate
tan	darkturquoise	0.505	MF	Caudate
tan	grey60	0.38	MF	Caudate
tan	brown	0.325	MF	Caudate
tan	sienna3	1	MF	Caudate
tan	lightcyan	0.482	MF	Caudate
tan	lightgreen	0.488	MF	Caudate
tan	royalblue	0.843	MF	Caudate
tan	salmon	0.622	MF	Caudate
tan	pink	0.467	MF	Caudate
tan	lightyellow	0.476	MF	Caudate
tan	magenta	0.53	MF	Caudate
tan	orange	1	MF	Caudate
tan	black	0.445	MF	Caudate
tan	paleturquoise	0.621	MF	Caudate
tan	darkolivegreen	0.362	MF	Caudate
tan	greenyellow	0.473	MF	Caudate
tan	darkorange	0.557	MF	Caudate
tan	midnightblue	0.372	MF	Caudate
tan	yellowgreen		MF	Caudate
darkred	grey	0.425	MF	Caudate
darkred	blue	0.495	MF	Caudate
darkred	cyan	0.744	MF	Caudate
darkred	violet	0.52	MF	Caudate
darkred	tan	0.671	MF	Caudate
darkred	darkgreen	0.406	MF	Caudate
darkred	turquoise	0.482	MF	Caudate
darkred	purple	0.464	MF	Caudate
darkred	green	0.497	MF	Caudate
darkred	white		MF	Caudate
darkred	yellow	0.529	MF	Caudate
darkred	red	0.746	MF	Caudate
darkred	skyblue	0.743	MF	Caudate
darkred	darkmagenta	0.591	MF	Caudate
darkred	saddlebrown		MF	Caudate
darkred	darkturquoise	0.501	MF	Caudate
darkred	grey60	0.379	MF	Caudate
darkred	brown	0.298	MF	Caudate
darkred	sienna3	1	MF	Caudate
darkred	lightcyan	0.554	MF	Caudate
darkred	lightgreen	0.574	MF	Caudate
darkred	royalblue	0.848	MF	Caudate
darkred	salmon	0.73	MF	Caudate
darkred	pink	0.491	MF	Caudate
darkred	lightyellow	0.502	MF	Caudate
darkred	magenta	0.802	MF	Caudate
darkred	orange	1	MF	Caudate
darkred	black	0.469	MF	Caudate
darkred	paleturquoise	0.613	MF	Caudate
darkred	darkolivegreen	0.446	MF	Caudate
darkred	greenyellow	0.379	MF	Caudate
darkred	darkorange	0.4	MF	Caudate
darkred	midnightblue	0.379	MF	Caudate
darkred	yellowgreen		MF	Caudate
darkgreen	grey	0.319	MF	Caudate
darkgreen	blue	0.43	MF	Caudate
darkgreen	cyan	0.413	MF	Caudate
darkgreen	violet	0.4	MF	Caudate
darkgreen	tan	0.412	MF	Caudate
darkgreen	darkred	0.406	MF	Caudate
darkgreen	turquoise	0.43	MF	Caudate
darkgreen	purple	0.495	MF	Caudate
darkgreen	green	0.846	MF	Caudate
darkgreen	white		MF	Caudate
darkgreen	yellow	0.447	MF	Caudate
darkgreen	red	0.462	MF	Caudate
darkgreen	skyblue	0.345	MF	Caudate
darkgreen	darkmagenta	0.417	MF	Caudate
darkgreen	saddlebrown		MF	Caudate
darkgreen	darkturquoise	0.366	MF	Caudate
darkgreen	grey60	0.342	MF	Caudate
darkgreen	brown	0.467	MF	Caudate
darkgreen	sienna3	1	MF	Caudate
darkgreen	lightcyan	0.401	MF	Caudate
darkgreen	lightgreen	0.44	MF	Caudate
darkgreen	royalblue	0.486	MF	Caudate
darkgreen	salmon	0.405	MF	Caudate
darkgreen	pink	0.355	MF	Caudate
darkgreen	lightyellow	0.343	MF	Caudate
darkgreen	magenta	0.382	MF	Caudate
darkgreen	orange	1	MF	Caudate
darkgreen	black	0.415	MF	Caudate
darkgreen	paleturquoise	0.379	MF	Caudate
darkgreen	darkolivegreen	0.317	MF	Caudate
darkgreen	greenyellow	0.785	MF	Caudate
darkgreen	darkorange	0.294	MF	Caudate
darkgreen	midnightblue	0.345	MF	Caudate
darkgreen	yellowgreen		MF	Caudate
turquoise	grey	0.643	MF	Caudate
turquoise	blue	0.618	MF	Caudate
turquoise	cyan	0.554	MF	Caudate
turquoise	violet	0.543	MF	Caudate
turquoise	tan	0.49	MF	Caudate
turquoise	darkred	0.482	MF	Caudate
turquoise	darkgreen	0.43	MF	Caudate
turquoise	purple	0.502	MF	Caudate
turquoise	green	0.442	MF	Caudate
turquoise	white		MF	Caudate
turquoise	yellow	0.573	MF	Caudate
turquoise	red	0.446	MF	Caudate
turquoise	skyblue	0.52	MF	Caudate
turquoise	darkmagenta	0.445	MF	Caudate
turquoise	saddlebrown		MF	Caudate
turquoise	darkturquoise	0.49	MF	Caudate
turquoise	grey60	0.585	MF	Caudate
turquoise	brown	0.506	MF	Caudate
turquoise	sienna3	1	MF	Caudate
turquoise	lightcyan	0.511	MF	Caudate
turquoise	lightgreen	0.582	MF	Caudate
turquoise	royalblue	0.552	MF	Caudate
turquoise	salmon	0.542	MF	Caudate
turquoise	pink	0.59	MF	Caudate
turquoise	lightyellow	0.476	MF	Caudate
turquoise	magenta	0.549	MF	Caudate
turquoise	orange	1	MF	Caudate
turquoise	black	0.598	MF	Caudate
turquoise	paleturquoise	0.455	MF	Caudate
turquoise	darkolivegreen	0.477	MF	Caudate
turquoise	greenyellow	0.515	MF	Caudate
turquoise	darkorange	0.368	MF	Caudate
turquoise	midnightblue	0.497	MF	Caudate
turquoise	yellowgreen		MF	Caudate
purple	grey	0.432	MF	Caudate
purple	blue	0.535	MF	Caudate
purple	cyan	0.452	MF	Caudate
purple	violet	0.463	MF	Caudate
purple	tan	0.557	MF	Caudate
purple	darkred	0.464	MF	Caudate
purple	darkgreen	0.495	MF	Caudate
purple	turquoise	0.502	MF	Caudate
purple	green	0.418	MF	Caudate
purple	white		MF	Caudate
purple	yellow	0.481	MF	Caudate
purple	red	0.494	MF	Caudate
purple	skyblue	0.394	MF	Caudate
purple	darkmagenta	0.461	MF	Caudate
purple	saddlebrown		MF	Caudate
purple	darkturquoise	0.425	MF	Caudate
purple	grey60	0.378	MF	Caudate
purple	brown	0.496	MF	Caudate
purple	sienna3	1	MF	Caudate
purple	lightcyan	0.434	MF	Caudate
purple	lightgreen	0.465	MF	Caudate
purple	royalblue	0.574	MF	Caudate
purple	salmon	0.496	MF	Caudate
purple	pink	0.514	MF	Caudate
purple	lightyellow	0.411	MF	Caudate
purple	magenta	0.443	MF	Caudate
purple	orange	1	MF	Caudate
purple	black	0.562	MF	Caudate
purple	paleturquoise	0.459	MF	Caudate
purple	darkolivegreen	0.375	MF	Caudate
purple	greenyellow	0.536	MF	Caudate
purple	darkorange	0.425	MF	Caudate
purple	midnightblue	0.509	MF	Caudate
purple	yellowgreen		MF	Caudate
green	grey	0.305	MF	Caudate
green	blue	0.422	MF	Caudate
green	cyan	0.459	MF	Caudate
green	violet	0.369	MF	Caudate
green	tan	0.502	MF	Caudate
green	darkred	0.497	MF	Caudate
green	darkgreen	0.846	MF	Caudate
green	turquoise	0.442	MF	Caudate
green	purple	0.418	MF	Caudate
green	white		MF	Caudate
green	yellow	0.469	MF	Caudate
green	red	0.552	MF	Caudate
green	skyblue	0.384	MF	Caudate
green	darkmagenta	0.485	MF	Caudate
green	saddlebrown		MF	Caudate
green	darkturquoise	0.426	MF	Caudate
green	grey60	0.389	MF	Caudate
green	brown	0.401	MF	Caudate
green	sienna3	1	MF	Caudate
green	lightcyan	0.438	MF	Caudate
green	lightgreen	0.46	MF	Caudate
green	royalblue	0.566	MF	Caudate
green	salmon	0.408	MF	Caudate
green	pink	0.355	MF	Caudate
green	lightyellow	0.404	MF	Caudate
green	magenta	0.443	MF	Caudate
green	orange	1	MF	Caudate
green	black	0.355	MF	Caudate
green	paleturquoise	0.464	MF	Caudate
green	darkolivegreen	0.329	MF	Caudate
green	greenyellow	0.631	MF	Caudate
green	darkorange	0.327	MF	Caudate
green	midnightblue	0.332	MF	Caudate
green	yellowgreen		MF	Caudate
white	grey		MF	Caudate
white	blue		MF	Caudate
white	cyan		MF	Caudate
white	violet		MF	Caudate
white	tan		MF	Caudate
white	darkred		MF	Caudate
white	darkgreen		MF	Caudate
white	turquoise		MF	Caudate
white	purple		MF	Caudate
white	green		MF	Caudate
white	yellow		MF	Caudate
white	red		MF	Caudate
white	skyblue		MF	Caudate
white	darkmagenta		MF	Caudate
white	saddlebrown		MF	Caudate
white	darkturquoise		MF	Caudate
white	grey60		MF	Caudate
white	brown		MF	Caudate
white	sienna3		MF	Caudate
white	lightcyan		MF	Caudate
white	lightgreen		MF	Caudate
white	royalblue		MF	Caudate
white	salmon		MF	Caudate
white	pink		MF	Caudate
white	lightyellow		MF	Caudate
white	magenta		MF	Caudate
white	orange		MF	Caudate
white	black		MF	Caudate
white	paleturquoise		MF	Caudate
white	darkolivegreen		MF	Caudate
white	greenyellow		MF	Caudate
white	darkorange		MF	Caudate
white	midnightblue		MF	Caudate
white	yellowgreen		MF	Caudate
yellow	grey	0.49	MF	Caudate
yellow	blue	0.503	MF	Caudate
yellow	cyan	0.546	MF	Caudate
yellow	violet	0.506	MF	Caudate
yellow	tan	0.524	MF	Caudate
yellow	darkred	0.529	MF	Caudate
yellow	darkgreen	0.447	MF	Caudate
yellow	turquoise	0.573	MF	Caudate
yellow	purple	0.481	MF	Caudate
yellow	green	0.469	MF	Caudate
yellow	white		MF	Caudate
yellow	red	0.547	MF	Caudate
yellow	skyblue	0.437	MF	Caudate
yellow	darkmagenta	0.509	MF	Caudate
yellow	saddlebrown		MF	Caudate
yellow	darkturquoise	0.588	MF	Caudate
yellow	grey60	0.559	MF	Caudate
yellow	brown	0.434	MF	Caudate
yellow	sienna3	1	MF	Caudate
yellow	lightcyan	0.564	MF	Caudate
yellow	lightgreen	0.549	MF	Caudate
yellow	royalblue	0.564	MF	Caudate
yellow	salmon	0.493	MF	Caudate
yellow	pink	0.445	MF	Caudate
yellow	lightyellow	0.459	MF	Caudate
yellow	magenta	0.506	MF	Caudate
yellow	orange	1	MF	Caudate
yellow	black	0.446	MF	Caudate
yellow	paleturquoise	0.53	MF	Caudate
yellow	darkolivegreen	0.421	MF	Caudate
yellow	greenyellow	0.443	MF	Caudate
yellow	darkorange	0.343	MF	Caudate
yellow	midnightblue	0.47	MF	Caudate
yellow	yellowgreen		MF	Caudate
red	grey	0.323	MF	Caudate
red	blue	0.448	MF	Caudate
red	cyan	0.55	MF	Caudate
red	violet	0.422	MF	Caudate
red	tan	0.754	MF	Caudate
red	darkred	0.746	MF	Caudate
red	darkgreen	0.462	MF	Caudate
red	turquoise	0.446	MF	Caudate
red	purple	0.494	MF	Caudate
red	green	0.552	MF	Caudate
red	white		MF	Caudate
red	yellow	0.547	MF	Caudate
red	skyblue	0.448	MF	Caudate
red	darkmagenta	0.647	MF	Caudate
red	saddlebrown		MF	Caudate
red	darkturquoise	0.548	MF	Caudate
red	grey60	0.393	MF	Caudate
red	brown	0.298	MF	Caudate
red	sienna3	1	MF	Caudate
red	lightcyan	0.505	MF	Caudate
red	lightgreen	0.5	MF	Caudate
red	royalblue	0.702	MF	Caudate
red	salmon	0.525	MF	Caudate
red	pink	0.392	MF	Caudate
red	lightyellow	0.519	MF	Caudate
red	magenta	0.569	MF	Caudate
red	orange	1	MF	Caudate
red	black	0.392	MF	Caudate
red	paleturquoise	0.696	MF	Caudate
red	darkolivegreen	0.389	MF	Caudate
red	greenyellow	0.382	MF	Caudate
red	darkorange	0.457	MF	Caudate
red	midnightblue	0.399	MF	Caudate
red	yellowgreen		MF	Caudate
skyblue	grey	0.508	MF	Caudate
skyblue	blue	0.553	MF	Caudate
skyblue	cyan	0.686	MF	Caudate
skyblue	violet	0.52	MF	Caudate
skyblue	tan	0.423	MF	Caudate
skyblue	darkred	0.743	MF	Caudate
skyblue	darkgreen	0.345	MF	Caudate
skyblue	turquoise	0.52	MF	Caudate
skyblue	purple	0.394	MF	Caudate
skyblue	green	0.384	MF	Caudate
skyblue	white		MF	Caudate
skyblue	yellow	0.437	MF	Caudate
skyblue	red	0.448	MF	Caudate
skyblue	darkmagenta	0.447	MF	Caudate
skyblue	saddlebrown		MF	Caudate
skyblue	darkturquoise	0.393	MF	Caudate
skyblue	grey60	0.366	MF	Caudate
skyblue	brown	0.313	MF	Caudate
skyblue	sienna3	1	MF	Caudate
skyblue	lightcyan	0.495	MF	Caudate
skyblue	lightgreen	0.631	MF	Caudate
skyblue	royalblue	0.723	MF	Caudate
skyblue	salmon	0.668	MF	Caudate
skyblue	pink	0.527	MF	Caudate
skyblue	lightyellow	0.394	MF	Caudate
skyblue	magenta	0.729	MF	Caudate
skyblue	orange	1	MF	Caudate
skyblue	black	0.536	MF	Caudate
skyblue	paleturquoise	0.404	MF	Caudate
skyblue	darkolivegreen	0.426	MF	Caudate
skyblue	greenyellow	0.345	MF	Caudate
skyblue	darkorange	0.321	MF	Caudate
skyblue	midnightblue	0.353	MF	Caudate
skyblue	yellowgreen		MF	Caudate
darkmagenta	grey	0.326	MF	Caudate
darkmagenta	blue	0.445	MF	Caudate
darkmagenta	cyan	0.577	MF	Caudate
darkmagenta	violet	0.431	MF	Caudate
darkmagenta	tan	0.597	MF	Caudate
darkmagenta	darkred	0.591	MF	Caudate
darkmagenta	darkgreen	0.417	MF	Caudate
darkmagenta	turquoise	0.445	MF	Caudate
darkmagenta	purple	0.461	MF	Caudate
darkmagenta	green	0.485	MF	Caudate
darkmagenta	white		MF	Caudate
darkmagenta	yellow	0.509	MF	Caudate
darkmagenta	red	0.647	MF	Caudate
darkmagenta	skyblue	0.447	MF	Caudate
darkmagenta	saddlebrown		MF	Caudate
darkmagenta	darkturquoise	0.489	MF	Caudate
darkmagenta	grey60	0.399	MF	Caudate
darkmagenta	brown	0.311	MF	Caudate
darkmagenta	sienna3	1	MF	Caudate
darkmagenta	lightcyan	0.475	MF	Caudate
darkmagenta	lightgreen	0.531	MF	Caudate
darkmagenta	royalblue	0.609	MF	Caudate
darkmagenta	salmon	0.471	MF	Caudate
darkmagenta	pink	0.382	MF	Caudate
darkmagenta	lightyellow	0.466	MF	Caudate
darkmagenta	magenta	0.505	MF	Caudate
darkmagenta	orange	1	MF	Caudate
darkmagenta	black	0.382	MF	Caudate
darkmagenta	paleturquoise	0.558	MF	Caudate
darkmagenta	darkolivegreen	0.373	MF	Caudate
darkmagenta	greenyellow	0.367	MF	Caudate
darkmagenta	darkorange	0.423	MF	Caudate
darkmagenta	midnightblue	0.543	MF	Caudate
darkmagenta	yellowgreen		MF	Caudate
saddlebrown	grey		MF	Caudate
saddlebrown	blue		MF	Caudate
saddlebrown	cyan		MF	Caudate
saddlebrown	violet		MF	Caudate
saddlebrown	tan		MF	Caudate
saddlebrown	darkred		MF	Caudate
saddlebrown	darkgreen		MF	Caudate
saddlebrown	turquoise		MF	Caudate
saddlebrown	purple		MF	Caudate
saddlebrown	green		MF	Caudate
saddlebrown	white		MF	Caudate
saddlebrown	yellow		MF	Caudate
saddlebrown	red		MF	Caudate
saddlebrown	skyblue		MF	Caudate
saddlebrown	darkmagenta		MF	Caudate
saddlebrown	darkturquoise		MF	Caudate
saddlebrown	grey60		MF	Caudate
saddlebrown	brown		MF	Caudate
saddlebrown	sienna3		MF	Caudate
saddlebrown	lightcyan		MF	Caudate
saddlebrown	lightgreen		MF	Caudate
saddlebrown	royalblue		MF	Caudate
saddlebrown	salmon		MF	Caudate
saddlebrown	pink		MF	Caudate
saddlebrown	lightyellow		MF	Caudate
saddlebrown	magenta		MF	Caudate
saddlebrown	orange		MF	Caudate
saddlebrown	black		MF	Caudate
saddlebrown	paleturquoise		MF	Caudate
saddlebrown	darkolivegreen		MF	Caudate
saddlebrown	greenyellow		MF	Caudate
saddlebrown	darkorange		MF	Caudate
saddlebrown	midnightblue		MF	Caudate
saddlebrown	yellowgreen		MF	Caudate
darkturquoise	grey	0.386	MF	Caudate
darkturquoise	blue	0.481	MF	Caudate
darkturquoise	cyan	0.474	MF	Caudate
darkturquoise	violet	0.378	MF	Caudate
darkturquoise	tan	0.505	MF	Caudate
darkturquoise	darkred	0.501	MF	Caudate
darkturquoise	darkgreen	0.366	MF	Caudate
darkturquoise	turquoise	0.49	MF	Caudate
darkturquoise	purple	0.425	MF	Caudate
darkturquoise	green	0.426	MF	Caudate
darkturquoise	white		MF	Caudate
darkturquoise	yellow	0.588	MF	Caudate
darkturquoise	red	0.548	MF	Caudate
darkturquoise	skyblue	0.393	MF	Caudate
darkturquoise	darkmagenta	0.489	MF	Caudate
darkturquoise	saddlebrown		MF	Caudate
darkturquoise	grey60	0.58	MF	Caudate
darkturquoise	brown	0.399	MF	Caudate
darkturquoise	sienna3	1	MF	Caudate
darkturquoise	lightcyan	0.443	MF	Caudate
darkturquoise	lightgreen	0.467	MF	Caudate
darkturquoise	royalblue	0.544	MF	Caudate
darkturquoise	salmon	0.42	MF	Caudate
darkturquoise	pink	0.362	MF	Caudate
darkturquoise	lightyellow	0.415	MF	Caudate
darkturquoise	magenta	0.492	MF	Caudate
darkturquoise	orange	1	MF	Caudate
darkturquoise	black	0.362	MF	Caudate
darkturquoise	paleturquoise	0.473	MF	Caudate
darkturquoise	darkolivegreen	0.343	MF	Caudate
darkturquoise	greenyellow	0.338	MF	Caudate
darkturquoise	darkorange	0.333	MF	Caudate
darkturquoise	midnightblue	0.347	MF	Caudate
darkturquoise	yellowgreen		MF	Caudate
grey60	grey	0.444	MF	Caudate
grey60	blue	0.477	MF	Caudate
grey60	cyan	0.392	MF	Caudate
grey60	violet	0.365	MF	Caudate
grey60	tan	0.38	MF	Caudate
grey60	darkred	0.379	MF	Caudate
grey60	darkgreen	0.342	MF	Caudate
grey60	turquoise	0.585	MF	Caudate
grey60	purple	0.378	MF	Caudate
grey60	green	0.389	MF	Caudate
grey60	white		MF	Caudate
grey60	yellow	0.559	MF	Caudate
grey60	red	0.393	MF	Caudate
grey60	skyblue	0.366	MF	Caudate
grey60	darkmagenta	0.399	MF	Caudate
grey60	saddlebrown		MF	Caudate
grey60	darkturquoise	0.58	MF	Caudate
grey60	brown	0.48	MF	Caudate
grey60	sienna3	1	MF	Caudate
grey60	lightcyan	0.394	MF	Caudate
grey60	lightgreen	0.446	MF	Caudate
grey60	royalblue	0.422	MF	Caudate
grey60	salmon	0.366	MF	Caudate
grey60	pink	0.392	MF	Caudate
grey60	lightyellow	0.36	MF	Caudate
grey60	magenta	0.392	MF	Caudate
grey60	orange	1	MF	Caudate
grey60	black	0.359	MF	Caudate
grey60	paleturquoise	0.407	MF	Caudate
grey60	darkolivegreen	0.345	MF	Caudate
grey60	greenyellow	0.337	MF	Caudate
grey60	darkorange	0.326	MF	Caudate
grey60	midnightblue	0.361	MF	Caudate
grey60	yellowgreen		MF	Caudate
brown	grey	0.45	MF	Caudate
brown	blue	0.507	MF	Caudate
brown	cyan	0.361	MF	Caudate
brown	violet	0.357	MF	Caudate
brown	tan	0.325	MF	Caudate
brown	darkred	0.298	MF	Caudate
brown	darkgreen	0.467	MF	Caudate
brown	turquoise	0.506	MF	Caudate
brown	purple	0.496	MF	Caudate
brown	green	0.401	MF	Caudate
brown	white		MF	Caudate
brown	yellow	0.434	MF	Caudate
brown	red	0.298	MF	Caudate
brown	skyblue	0.313	MF	Caudate
brown	darkmagenta	0.311	MF	Caudate
brown	saddlebrown		MF	Caudate
brown	darkturquoise	0.399	MF	Caudate
brown	grey60	0.48	MF	Caudate
brown	sienna3	1	MF	Caudate
brown	lightcyan	0.354	MF	Caudate
brown	lightgreen	0.436	MF	Caudate
brown	royalblue	0.371	MF	Caudate
brown	salmon	0.343	MF	Caudate
brown	pink	0.392	MF	Caudate
brown	lightyellow	0.284	MF	Caudate
brown	magenta	0.321	MF	Caudate
brown	orange	1	MF	Caudate
brown	black	0.42	MF	Caudate
brown	paleturquoise	0.287	MF	Caudate
brown	darkolivegreen	0.305	MF	Caudate
brown	greenyellow	0.543	MF	Caudate
brown	darkorange	0.264	MF	Caudate
brown	midnightblue	0.349	MF	Caudate
brown	yellowgreen		MF	Caudate
sienna3	grey	1	MF	Caudate
sienna3	blue	1	MF	Caudate
sienna3	cyan	1	MF	Caudate
sienna3	violet	1	MF	Caudate
sienna3	tan	1	MF	Caudate
sienna3	darkred	1	MF	Caudate
sienna3	darkgreen	1	MF	Caudate
sienna3	turquoise	1	MF	Caudate
sienna3	purple	1	MF	Caudate
sienna3	green	1	MF	Caudate
sienna3	white		MF	Caudate
sienna3	yellow	1	MF	Caudate
sienna3	red	1	MF	Caudate
sienna3	skyblue	1	MF	Caudate
sienna3	darkmagenta	1	MF	Caudate
sienna3	saddlebrown		MF	Caudate
sienna3	darkturquoise	1	MF	Caudate
sienna3	grey60	1	MF	Caudate
sienna3	brown	1	MF	Caudate
sienna3	lightcyan	1	MF	Caudate
sienna3	lightgreen	1	MF	Caudate
sienna3	royalblue	1	MF	Caudate
sienna3	salmon	1	MF	Caudate
sienna3	pink	1	MF	Caudate
sienna3	lightyellow	1	MF	Caudate
sienna3	magenta	1	MF	Caudate
sienna3	orange	1	MF	Caudate
sienna3	black	1	MF	Caudate
sienna3	paleturquoise	1	MF	Caudate
sienna3	darkolivegreen	1	MF	Caudate
sienna3	greenyellow	1	MF	Caudate
sienna3	darkorange	0.657	MF	Caudate
sienna3	midnightblue	1	MF	Caudate
sienna3	yellowgreen		MF	Caudate
lightcyan	grey	0.567	MF	Caudate
lightcyan	blue	0.456	MF	Caudate
lightcyan	cyan	0.607	MF	Caudate
lightcyan	violet	0.46	MF	Caudate
lightcyan	tan	0.482	MF	Caudate
lightcyan	darkred	0.554	MF	Caudate
lightcyan	darkgreen	0.401	MF	Caudate
lightcyan	turquoise	0.511	MF	Caudate
lightcyan	purple	0.434	MF	Caudate
lightcyan	green	0.438	MF	Caudate
lightcyan	white		MF	Caudate
lightcyan	yellow	0.564	MF	Caudate
lightcyan	red	0.505	MF	Caudate
lightcyan	skyblue	0.495	MF	Caudate
lightcyan	darkmagenta	0.475	MF	Caudate
lightcyan	saddlebrown		MF	Caudate
lightcyan	darkturquoise	0.443	MF	Caudate
lightcyan	grey60	0.394	MF	Caudate
lightcyan	brown	0.354	MF	Caudate
lightcyan	sienna3	1	MF	Caudate
lightcyan	lightgreen	0.523	MF	Caudate
lightcyan	royalblue	0.582	MF	Caudate
