Module_1	Module_2	Semantic_Similarity	Ont	Tissue
greenyellow	steelblue	0.141	MF	Hippocampus
greenyellow	magenta		MF	Hippocampus
greenyellow	darkturquoise		MF	Hippocampus
greenyellow	cyan	0.152	MF	Hippocampus
greenyellow	violet	0.105	MF	Hippocampus
greenyellow	yellowgreen		MF	Hippocampus
greenyellow	darkolivegreen	0.142	MF	Hippocampus
greenyellow	salmon		MF	Hippocampus
greenyellow	darkred	0.147	MF	Hippocampus
greenyellow	grey60		MF	Hippocampus
greenyellow	darkorange		MF	Hippocampus
greenyellow	skyblue3	0.224	MF	Hippocampus
midnightblue	grey	0.355	MF	Hippocampus
midnightblue	pink	0.634	MF	Hippocampus
midnightblue	darkgreen		MF	Hippocampus
midnightblue	black	0.457	MF	Hippocampus
midnightblue	turquoise	0.749	MF	Hippocampus
midnightblue	blue	0.502	MF	Hippocampus
midnightblue	green		MF	Hippocampus
midnightblue	yellow	0.311	MF	Hippocampus
midnightblue	purple	0.055	MF	Hippocampus
midnightblue	orange		MF	Hippocampus
midnightblue	greenyellow	0.234	MF	Hippocampus
midnightblue	brown	0.45	MF	Hippocampus
midnightblue	red	0.521	MF	Hippocampus
midnightblue	lightyellow	0.505	MF	Hippocampus
midnightblue	white	0.437	MF	Hippocampus
midnightblue	lightgreen	0.213	MF	Hippocampus
midnightblue	lightcyan	0.481	MF	Hippocampus
midnightblue	steelblue	0.436	MF	Hippocampus
midnightblue	magenta		MF	Hippocampus
midnightblue	darkturquoise		MF	Hippocampus
midnightblue	cyan	0.535	MF	Hippocampus
midnightblue	violet	0.092	MF	Hippocampus
midnightblue	yellowgreen		MF	Hippocampus
midnightblue	darkolivegreen	0.45	MF	Hippocampus
midnightblue	salmon		MF	Hippocampus
midnightblue	darkred	0.289	MF	Hippocampus
midnightblue	grey60		MF	Hippocampus
midnightblue	darkorange		MF	Hippocampus
midnightblue	skyblue3	1	MF	Hippocampus
brown	grey	0.476	MF	Hippocampus
brown	pink	0.456	MF	Hippocampus
brown	darkgreen		MF	Hippocampus
brown	black	0.451	MF	Hippocampus
brown	turquoise	0.424	MF	Hippocampus
brown	blue	0.331	MF	Hippocampus
brown	green		MF	Hippocampus
brown	yellow	0.311	MF	Hippocampus
brown	purple	0.08	MF	Hippocampus
brown	orange		MF	Hippocampus
brown	greenyellow	0.161	MF	Hippocampus
brown	midnightblue	0.45	MF	Hippocampus
brown	red	0.398	MF	Hippocampus
brown	lightyellow	0.394	MF	Hippocampus
brown	white	0.383	MF	Hippocampus
brown	lightgreen	0.079	MF	Hippocampus
brown	lightcyan	0.39	MF	Hippocampus
brown	steelblue	0.397	MF	Hippocampus
brown	magenta		MF	Hippocampus
brown	darkturquoise		MF	Hippocampus
brown	cyan	0.436	MF	Hippocampus
brown	violet	0.116	MF	Hippocampus
brown	yellowgreen		MF	Hippocampus
brown	darkolivegreen	0.379	MF	Hippocampus
brown	salmon		MF	Hippocampus
brown	darkred	0.812	MF	Hippocampus
brown	grey60		MF	Hippocampus
brown	darkorange		MF	Hippocampus
brown	skyblue3	1	MF	Hippocampus
red	grey	0.356	MF	Hippocampus
red	pink	0.51	MF	Hippocampus
red	darkgreen		MF	Hippocampus
red	black	0.641	MF	Hippocampus
red	turquoise	0.529	MF	Hippocampus
red	blue	0.428	MF	Hippocampus
red	green		MF	Hippocampus
red	yellow	0.55	MF	Hippocampus
red	purple	0.068	MF	Hippocampus
red	orange		MF	Hippocampus
red	greenyellow	0.265	MF	Hippocampus
red	midnightblue	0.521	MF	Hippocampus
red	brown	0.398	MF	Hippocampus
red	lightyellow	0.456	MF	Hippocampus
red	white	0.408	MF	Hippocampus
red	lightgreen	0.077	MF	Hippocampus
red	lightcyan	0.446	MF	Hippocampus
red	steelblue	0.405	MF	Hippocampus
red	magenta		MF	Hippocampus
red	darkturquoise		MF	Hippocampus
red	cyan	0.486	MF	Hippocampus
red	violet	0.112	MF	Hippocampus
red	yellowgreen		MF	Hippocampus
red	darkolivegreen	0.409	MF	Hippocampus
red	salmon		MF	Hippocampus
red	darkred	0.147	MF	Hippocampus
red	grey60		MF	Hippocampus
red	darkorange		MF	Hippocampus
red	skyblue3	1	MF	Hippocampus
lightyellow	grey	0.357	MF	Hippocampus
lightyellow	pink	0.522	MF	Hippocampus
lightyellow	darkgreen		MF	Hippocampus
lightyellow	black	0.44	MF	Hippocampus
lightyellow	turquoise	0.498	MF	Hippocampus
lightyellow	blue	0.398	MF	Hippocampus
lightyellow	green		MF	Hippocampus
lightyellow	yellow	0.311	MF	Hippocampus
lightyellow	purple	0.054	MF	Hippocampus
lightyellow	orange		MF	Hippocampus
lightyellow	greenyellow	0.143	MF	Hippocampus
lightyellow	midnightblue	0.505	MF	Hippocampus
lightyellow	brown	0.394	MF	Hippocampus
lightyellow	red	0.456	MF	Hippocampus
lightyellow	white	0.397	MF	Hippocampus
lightyellow	lightgreen	0.046	MF	Hippocampus
lightyellow	lightcyan	0.444	MF	Hippocampus
lightyellow	steelblue	0.382	MF	Hippocampus
lightyellow	magenta		MF	Hippocampus
lightyellow	darkturquoise		MF	Hippocampus
lightyellow	cyan	0.493	MF	Hippocampus
lightyellow	violet	0.165	MF	Hippocampus
lightyellow	yellowgreen		MF	Hippocampus
lightyellow	darkolivegreen	0.605	MF	Hippocampus
lightyellow	salmon		MF	Hippocampus
lightyellow	darkred	0.147	MF	Hippocampus
lightyellow	grey60		MF	Hippocampus
lightyellow	darkorange		MF	Hippocampus
lightyellow	skyblue3	1	MF	Hippocampus
white	grey	0.469	MF	Hippocampus
white	pink	0.427	MF	Hippocampus
white	darkgreen		MF	Hippocampus
white	black	0.455	MF	Hippocampus
white	turquoise	0.429	MF	Hippocampus
white	blue	0.487	MF	Hippocampus
white	green		MF	Hippocampus
white	yellow	0.311	MF	Hippocampus
white	purple	0.105	MF	Hippocampus
white	orange		MF	Hippocampus
white	greenyellow	0.141	MF	Hippocampus
white	midnightblue	0.437	MF	Hippocampus
white	brown	0.383	MF	Hippocampus
white	red	0.408	MF	Hippocampus
white	lightyellow	0.397	MF	Hippocampus
white	lightgreen	0.039	MF	Hippocampus
white	lightcyan	0.715	MF	Hippocampus
white	steelblue	0.518	MF	Hippocampus
white	magenta		MF	Hippocampus
white	darkturquoise		MF	Hippocampus
white	cyan	0.41	MF	Hippocampus
white	violet	0.089	MF	Hippocampus
white	yellowgreen		MF	Hippocampus
white	darkolivegreen	0.545	MF	Hippocampus
white	salmon		MF	Hippocampus
white	darkred	0.147	MF	Hippocampus
white	grey60		MF	Hippocampus
white	darkorange		MF	Hippocampus
white	skyblue3	1	MF	Hippocampus
lightgreen	grey	0.04	MF	Hippocampus
lightgreen	pink	0.043	MF	Hippocampus
lightgreen	darkgreen		MF	Hippocampus
lightgreen	black	0.049	MF	Hippocampus
lightgreen	turquoise	0.23	MF	Hippocampus
lightgreen	blue	0.036	MF	Hippocampus
lightgreen	green		MF	Hippocampus
lightgreen	yellow	0.027	MF	Hippocampus
lightgreen	purple	0.018	MF	Hippocampus
lightgreen	orange		MF	Hippocampus
lightgreen	greenyellow	0.334	MF	Hippocampus
lightgreen	midnightblue	0.213	MF	Hippocampus
lightgreen	brown	0.079	MF	Hippocampus
lightgreen	red	0.077	MF	Hippocampus
lightgreen	lightyellow	0.046	MF	Hippocampus
lightgreen	white	0.039	MF	Hippocampus
lightgreen	lightcyan	0.047	MF	Hippocampus
lightgreen	steelblue	0.04	MF	Hippocampus
lightgreen	magenta		MF	Hippocampus
lightgreen	darkturquoise		MF	Hippocampus
lightgreen	cyan	0.05	MF	Hippocampus
lightgreen	violet	0.032	MF	Hippocampus
lightgreen	yellowgreen		MF	Hippocampus
lightgreen	darkolivegreen	0.043	MF	Hippocampus
lightgreen	salmon		MF	Hippocampus
lightgreen	darkred	0.036	MF	Hippocampus
lightgreen	grey60		MF	Hippocampus
lightgreen	darkorange		MF	Hippocampus
lightgreen	skyblue3	0.067	MF	Hippocampus
lightcyan	grey	0.444	MF	Hippocampus
lightcyan	pink	0.473	MF	Hippocampus
lightcyan	darkgreen		MF	Hippocampus
lightcyan	black	0.446	MF	Hippocampus
lightcyan	turquoise	0.475	MF	Hippocampus
lightcyan	blue	0.463	MF	Hippocampus
lightcyan	green		MF	Hippocampus
lightcyan	yellow	0.311	MF	Hippocampus
lightcyan	purple	0.09	MF	Hippocampus
lightcyan	orange		MF	Hippocampus
lightcyan	greenyellow	0.155	MF	Hippocampus
lightcyan	midnightblue	0.481	MF	Hippocampus
lightcyan	brown	0.39	MF	Hippocampus
lightcyan	red	0.446	MF	Hippocampus
lightcyan	lightyellow	0.444	MF	Hippocampus
lightcyan	white	0.715	MF	Hippocampus
lightcyan	lightgreen	0.047	MF	Hippocampus
lightcyan	steelblue	0.501	MF	Hippocampus
lightcyan	magenta		MF	Hippocampus
lightcyan	darkturquoise		MF	Hippocampus
lightcyan	cyan	0.455	MF	Hippocampus
lightcyan	violet	0.103	MF	Hippocampus
lightcyan	yellowgreen		MF	Hippocampus
lightcyan	darkolivegreen	0.511	MF	Hippocampus
lightcyan	salmon		MF	Hippocampus
lightcyan	darkred	0.147	MF	Hippocampus
lightcyan	grey60		MF	Hippocampus
lightcyan	darkorange		MF	Hippocampus
lightcyan	skyblue3	1	MF	Hippocampus
steelblue	grey	0.462	MF	Hippocampus
steelblue	pink	0.426	MF	Hippocampus
steelblue	darkgreen		MF	Hippocampus
steelblue	black	0.425	MF	Hippocampus
steelblue	turquoise	0.427	MF	Hippocampus
steelblue	blue	0.564	MF	Hippocampus
steelblue	green		MF	Hippocampus
steelblue	yellow	0.311	MF	Hippocampus
steelblue	purple	0.145	MF	Hippocampus
steelblue	orange		MF	Hippocampus
steelblue	greenyellow	0.141	MF	Hippocampus
steelblue	midnightblue	0.436	MF	Hippocampus
steelblue	brown	0.397	MF	Hippocampus
steelblue	red	0.405	MF	Hippocampus
steelblue	lightyellow	0.382	MF	Hippocampus
steelblue	white	0.518	MF	Hippocampus
steelblue	lightgreen	0.04	MF	Hippocampus
steelblue	lightcyan	0.501	MF	Hippocampus
steelblue	magenta		MF	Hippocampus
steelblue	darkturquoise		MF	Hippocampus
steelblue	cyan	0.427	MF	Hippocampus
steelblue	violet	0.09	MF	Hippocampus
steelblue	yellowgreen		MF	Hippocampus
steelblue	darkolivegreen	0.423	MF	Hippocampus
steelblue	salmon		MF	Hippocampus
steelblue	darkred	0.147	MF	Hippocampus
steelblue	grey60		MF	Hippocampus
steelblue	darkorange		MF	Hippocampus
steelblue	skyblue3	1	MF	Hippocampus
magenta	grey		MF	Hippocampus
magenta	pink		MF	Hippocampus
magenta	darkgreen		MF	Hippocampus
magenta	black		MF	Hippocampus
magenta	turquoise		MF	Hippocampus
magenta	blue		MF	Hippocampus
magenta	green		MF	Hippocampus
magenta	yellow		MF	Hippocampus
magenta	purple		MF	Hippocampus
magenta	orange		MF	Hippocampus
magenta	greenyellow		MF	Hippocampus
magenta	midnightblue		MF	Hippocampus
magenta	brown		MF	Hippocampus
magenta	red		MF	Hippocampus
magenta	lightyellow		MF	Hippocampus
magenta	white		MF	Hippocampus
magenta	lightgreen		MF	Hippocampus
magenta	lightcyan		MF	Hippocampus
magenta	steelblue		MF	Hippocampus
magenta	darkturquoise		MF	Hippocampus
magenta	cyan		MF	Hippocampus
magenta	violet		MF	Hippocampus
magenta	yellowgreen		MF	Hippocampus
magenta	darkolivegreen		MF	Hippocampus
magenta	salmon		MF	Hippocampus
magenta	darkred		MF	Hippocampus
magenta	grey60		MF	Hippocampus
magenta	darkorange		MF	Hippocampus
magenta	skyblue3		MF	Hippocampus
darkturquoise	grey		MF	Hippocampus
darkturquoise	pink		MF	Hippocampus
darkturquoise	darkgreen		MF	Hippocampus
darkturquoise	black		MF	Hippocampus
darkturquoise	turquoise		MF	Hippocampus
darkturquoise	blue		MF	Hippocampus
darkturquoise	green		MF	Hippocampus
darkturquoise	yellow		MF	Hippocampus
darkturquoise	purple		MF	Hippocampus
darkturquoise	orange		MF	Hippocampus
darkturquoise	greenyellow		MF	Hippocampus
darkturquoise	midnightblue		MF	Hippocampus
darkturquoise	brown		MF	Hippocampus
darkturquoise	red		MF	Hippocampus
darkturquoise	lightyellow		MF	Hippocampus
darkturquoise	white		MF	Hippocampus
darkturquoise	lightgreen		MF	Hippocampus
darkturquoise	lightcyan		MF	Hippocampus
darkturquoise	steelblue		MF	Hippocampus
darkturquoise	magenta		MF	Hippocampus
darkturquoise	cyan		MF	Hippocampus
darkturquoise	violet		MF	Hippocampus
darkturquoise	yellowgreen		MF	Hippocampus
darkturquoise	darkolivegreen		MF	Hippocampus
darkturquoise	salmon		MF	Hippocampus
darkturquoise	darkred		MF	Hippocampus
darkturquoise	grey60		MF	Hippocampus
darkturquoise	darkorange		MF	Hippocampus
darkturquoise	skyblue3		MF	Hippocampus
cyan	grey	0.376	MF	Hippocampus
cyan	pink	0.726	MF	Hippocampus
cyan	darkgreen		MF	Hippocampus
cyan	black	0.447	MF	Hippocampus
cyan	turquoise	0.532	MF	Hippocampus
cyan	blue	0.415	MF	Hippocampus
cyan	green		MF	Hippocampus
cyan	yellow	0.311	MF	Hippocampus
cyan	purple	0.093	MF	Hippocampus
cyan	orange		MF	Hippocampus
cyan	greenyellow	0.152	MF	Hippocampus
cyan	midnightblue	0.535	MF	Hippocampus
cyan	brown	0.436	MF	Hippocampus
cyan	red	0.486	MF	Hippocampus
cyan	lightyellow	0.493	MF	Hippocampus
cyan	white	0.41	MF	Hippocampus
cyan	lightgreen	0.05	MF	Hippocampus
cyan	lightcyan	0.455	MF	Hippocampus
cyan	steelblue	0.427	MF	Hippocampus
cyan	magenta		MF	Hippocampus
cyan	darkturquoise		MF	Hippocampus
cyan	violet	0.227	MF	Hippocampus
cyan	yellowgreen		MF	Hippocampus
cyan	darkolivegreen	0.407	MF	Hippocampus
cyan	salmon		MF	Hippocampus
cyan	darkred	0.147	MF	Hippocampus
cyan	grey60		MF	Hippocampus
cyan	darkorange		MF	Hippocampus
cyan	skyblue3	1	MF	Hippocampus
violet	grey	0.091	MF	Hippocampus
violet	pink	0.2	MF	Hippocampus
violet	darkgreen		MF	Hippocampus
violet	black	0.123	MF	Hippocampus
violet	turquoise	0.097	MF	Hippocampus
violet	blue	0.082	MF	Hippocampus
violet	green		MF	Hippocampus
violet	yellow	0.071	MF	Hippocampus
violet	purple	0.037	MF	Hippocampus
violet	orange		MF	Hippocampus
violet	greenyellow	0.105	MF	Hippocampus
violet	midnightblue	0.092	MF	Hippocampus
violet	brown	0.116	MF	Hippocampus
violet	red	0.112	MF	Hippocampus
violet	lightyellow	0.165	MF	Hippocampus
violet	white	0.089	MF	Hippocampus
violet	lightgreen	0.032	MF	Hippocampus
violet	lightcyan	0.103	MF	Hippocampus
violet	steelblue	0.09	MF	Hippocampus
violet	magenta		MF	Hippocampus
violet	darkturquoise		MF	Hippocampus
violet	cyan	0.227	MF	Hippocampus
violet	yellowgreen		MF	Hippocampus
violet	darkolivegreen	0.095	MF	Hippocampus
violet	salmon		MF	Hippocampus
violet	darkred	0.087	MF	Hippocampus
violet	grey60		MF	Hippocampus
violet	darkorange		MF	Hippocampus
violet	skyblue3	0.147	MF	Hippocampus
yellowgreen	grey		MF	Hippocampus
yellowgreen	pink		MF	Hippocampus
yellowgreen	darkgreen		MF	Hippocampus
yellowgreen	black		MF	Hippocampus
yellowgreen	turquoise		MF	Hippocampus
yellowgreen	blue		MF	Hippocampus
yellowgreen	green		MF	Hippocampus
yellowgreen	yellow		MF	Hippocampus
yellowgreen	purple		MF	Hippocampus
