Modules	Pvalue	FDR	Tissue
MEsalmon4	0.563324838503203	0.985288776256354	Hippocampus
MEsienna3	0.22696344950471	0.985288776256354	Hippocampus
MEskyblue	0.925575588108424	0.985288776256354	Hippocampus
MEskyblue1	0.886558611212231	0.985288776256354	Hippocampus
MEskyblue2	0.824863620132681	0.985288776256354	Hippocampus
MEskyblue3	0.936889907023247	0.985288776256354	Hippocampus
MEsteelblue	0.304215623647447	0.985288776256354	Hippocampus
MEtan	0.885125321881086	0.985288776256354	Hippocampus
MEthistle	0.50347482715021	0.985288776256354	Hippocampus
MEthistle1	0.13012229860244	0.985288776256354	Hippocampus
MEthistle2	0.983331753912558	0.985288776256354	Hippocampus
MEthistle3	0.851101020829867	0.985288776256354	Hippocampus
MEturquoise	0.959093212719838	0.985288776256354	Hippocampus
MEviolet	0.765987987694419	0.985288776256354	Hippocampus
MEwhite	0.553446434635809	0.985288776256354	Hippocampus
MEyellow	0.851496615727062	0.985288776256354	Hippocampus
MEyellow4	0.852690303628193	0.985288776256354	Hippocampus
MEyellowgreen	0.98096523922304	0.985288776256354	Hippocampus
